model,persona_condition,prompt_version,protocol_signature,run_phase,run_status,factor,level_left,level_right,n_comparisons_in_stratum,n_left,n_right,mean_left,mean_right,t,df,p_value,cohens_d,p_value_bonferroni
google/gemini-3-flash-preview,R-,ai-race-fairgame-v3,67d449c87677f4559ad1ad1ecc889a432c22dcb52f94a391fdb126778992df2e,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.40455100455100457,0.0,20.018923013291825,19.0,3.130475462609051e-14,6.33053930255634,9.391426387827153e-14
google/gemini-3-flash-preview,R-,ai-race-fairgame-v3,67d449c87677f4559ad1ad1ecc889a432c22dcb52f94a391fdb126778992df2e,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.40455100455100457,0.0,20.018923013291825,19.0,3.130475462609051e-14,6.33053930255634,9.391426387827153e-14
google/gemini-3-flash-preview,R-,ai-race-fairgame-v3,67d449c87677f4559ad1ad1ecc889a432c22dcb52f94a391fdb126778992df2e,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.0,0.0,,,,,
google/gemini-3-flash-preview,R0,ai-race-fairgame-v3,f6295d19b4449e411409e723e404dd654f86e04c1e17efe2c71d2a8cda3e5941,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.9923076923076923,0.7142733655233655,10.910841272238994,20.71074405728769,4.827339937208039e-10,3.450310960884451,1.4482019811624118e-09
google/gemini-3-flash-preview,R0,ai-race-fairgame-v3,f6295d19b4449e411409e723e404dd654f86e04c1e17efe2c71d2a8cda3e5941,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.9923076923076923,0.6162027555777556,21.641656229041047,22.84703624330787,1.0142918808635511e-16,6.843692602214036,3.0428756425906536e-16
google/gemini-3-flash-preview,R0,ai-race-fairgame-v3,f6295d19b4449e411409e723e404dd654f86e04c1e17efe2c71d2a8cda3e5941,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.7142733655233655,0.6162027555777556,3.277560542816808,33.029130184915104,0.002467711064656587,1.036455648439894,0.007403133193969761
google/gemini-3-flash-preview,S_AA,ai-race-fairgame-v3,f55db946320bb74f1d8d014e335e7cfffec4178e6a614d8700d0046fa6894a0c,pilot,completed,max_private_risk,0.1,0.6,3,6,6,1.0,1.0,,,,,
google/gemini-3-flash-preview,S_AA,ai-race-fairgame-v3,f55db946320bb74f1d8d014e335e7cfffec4178e6a614d8700d0046fa6894a0c,pilot,completed,max_private_risk,0.1,0.9,3,6,6,1.0,0.9523809523809524,1.5811388300841873,5.0,0.17468781426411992,0.9128709291752755,0.5240634427923597
google/gemini-3-flash-preview,S_AA,ai-race-fairgame-v3,f55db946320bb74f1d8d014e335e7cfffec4178e6a614d8700d0046fa6894a0c,pilot,completed,max_private_risk,0.6,0.9,3,6,6,1.0,0.9523809523809524,1.5811388300841873,5.0,0.17468781426411992,0.9128709291752755,0.5240634427923597
google/gemini-3-flash-preview,S_AC,ai-race-fairgame-v3,e4b363cb23e7f51f4cb6e8cd54b83e012551e2d98a0913bef425397b88630537,pilot,completed,max_private_risk,0.1,0.6,3,6,6,0.29365079365079366,0.2788359788359788,0.09712227554972264,9.120471286249916,0.9247301273426028,0.05607357193294137,1.0
google/gemini-3-flash-preview,S_AC,ai-race-fairgame-v3,e4b363cb23e7f51f4cb6e8cd54b83e012551e2d98a0913bef425397b88630537,pilot,completed,max_private_risk,0.1,0.9,3,6,6,0.29365079365079366,0.15132275132275133,0.9972913479997595,8.01817229502053,0.347764211571563,0.5757864282281459,1.0
google/gemini-3-flash-preview,S_AC,ai-race-fairgame-v3,e4b363cb23e7f51f4cb6e8cd54b83e012551e2d98a0913bef425397b88630537,pilot,completed,max_private_risk,0.6,0.9,3,6,6,0.2788359788359788,0.15132275132275133,1.1123105882680233,9.53557123672132,0.29325990590322804,0.6421928175590143,0.8797797177096841
google/gemini-3-flash-preview,S_CA,ai-race-fairgame-v3,9bf504edfff3529d855847b1be178f557fc511c4e10b2b2d764e7ce286072f8f,pilot,completed,max_private_risk,0.1,0.6,3,6,6,0.5222222222222223,0.24550264550264547,1.999445262308444,9.960076300263188,0.07356998383857691,1.154380260423702,0.22070995151573072
google/gemini-3-flash-preview,S_CA,ai-race-fairgame-v3,9bf504edfff3529d855847b1be178f557fc511c4e10b2b2d764e7ce286072f8f,pilot,completed,max_private_risk,0.1,0.9,3,6,6,0.5222222222222223,0.1751322751322751,2.7492930999520424,9.844508587721554,0.020783555921650026,1.5873051113384924,0.062350667764950074
google/gemini-3-flash-preview,S_CA,ai-race-fairgame-v3,9bf504edfff3529d855847b1be178f557fc511c4e10b2b2d764e7ce286072f8f,pilot,completed,max_private_risk,0.6,0.9,3,6,6,0.24550264550264547,0.1751322751322751,0.5373353615628975,9.660388068879001,0.6031917471355503,0.31023071564344384,1.0
