beta,sse,predicted_0.1,predicted_0.6,predicted_0.9
0.0002673841615839947,0.16232261500198433,0.3908068483034403,0.34626403588686777,0.32068264746246056
0.0002523539170434766,0.16445865613230284,0.3874764577966991,0.3455345566860184,0.32139471843239287
0.004055460735840828,0.16528064388018537,0.9562984966260822,0.5261788978497609,0.1610267873407192
0.00023816855519761583,0.16649086547629022,0.38434290722824116,0.3448463440130384,0.32206670337235493
0.00022478058335487252,0.1684230110302974,0.38139429199636915,0.34419705366389663,0.3227008549124168
0.00021214517849106298,0.17025891934418905,0.3786194322520212,0.3435844752499314,0.3232993002737487
0.00020022003718155845,0.1720024362501769,0.37600783229989304,0.34300652455435826,0.32386404800292573
0.00018896523396912096,0.17365739460230065,0.3735496411934923,0.3424612363155453,0.324396994391247
0.004297004704320844,0.17378901983064463,0.9647873306747831,0.5366172661403115,0.15327947733631833
0.00017834308769319092,0.1752275880069436,0.3712356147611606,0.34194675741569963,0.32489992958524794
0.00016831803533309567,0.17671674965657624,0.36905707922227204,0.34146134045483667,0.3253745433960183
0.00015885651294280528,0.1781285354977147,0.36700589649071486,0.3410033376893564,0.325822430816414
0.00014992684327860457,0.17946651106768574,0.36507443121522726,0.3405711953164772,0.32624509725612566
0.00014149912974345758,0.18073414142735364,0.3632555195689926,0.34016344808544946,0.3266439635050651
0.00013354515629298989,0.1819347836968284,0.361542439773474,0.339778714217727,0.3270203704358279
0.004552935074866948,0.18211345004322496,0.972041283231423,0.5474687983369813,0.14545522230586427
0.00012603829296797275,0.18307168177131802,0.3599288843203977,0.3394156906191969,0.3273755834563832
0.00011895340673703195,0.1841479628553625,0.3584089338408749,0.3390731483677639,0.32771079672410647
0.00011226677735108136,0.18516663550601398,0.3569770325602837,0.3387499284611043,0.3280271371319498
0.0001059560179277616,0.1861305889213448,0.35562796527036816,0.33844493780956014,0.3283256680778422
0.0001,0.1870425932498864,0.3543568357457798,0.3381571454603265,0.32860739302764586
0.004824108704165373,0.19025109483557137,0.9781397320580364,0.5587255368823703,0.13759262568897948
0.005111433483440166,0.19821797503238853,0.9831808998567947,0.5703757118781547,0.12973369250049546
0.005415871378079476,0.20604407698999422,0.9872758293111773,0.582403583743077,0.12192312587299829
0.005738441648302393,0.2137680404404638,0.9905423335989708,0.5947893920797134,0.11420740875322491
0.006080224261649427,0.22143206104779517,0.9930993633386378,0.6075094322700811,0.10663368671915643
0.00644236350872137,0.22907750865628188,0.9950621333111814,0.6205362765631989,0.09924848722813685
0.006826071834272393,0.23674158848581225,0.9965382346529962,0.6338391484903161,0.09209633069541222
0.007232633896483534,0.24445519028326465,0.9976248382966708,0.6473844482510074,0.08521830718645929
0.007663410868007463,0.2522419063103328,0.9984069871823281,0.6611364126200738,0.07865070637822487
0.008119844993184008,0.2601180696415185,0.9989568872554644,0.6750578768677277,0.07242379507784577
0.00860346441668451,0.26809357676763657,0.9993340449401713,0.6891110897262438,0.06656083388326235
0.009115888299750819,0.2761732129981435,0.9995860623099837,0.703258517688162,0.06107741157869461
0.009658832241158708,0.2843581911017128,0.9997498886003297,0.7174635643633167,0.05598115315048431
0.010234114021054537,0.2926476360617902,0.9998533343390548,0.7316911267518291,0.05127182706195803
0.010843659686896108,0.3010397938584454,0.9999166775381036,0.7459079152125713,0.04694184317374238
0.011489510001873097,0.30953280192828625,0.9999542249122513,0.7600824788688455,0.042977098758250246
0.012173827277396621,0.3181249261130196,0.999975729708891,0.7741849032148521,0.03935810079182963
0.012898902612533094,0.32681423722677305,0.9999876065263096,0.7881861803329795,0.0360612717416474
0.013667163564620072,0.3355977649031214,0.9999939183316011,0.8020572915113442,0.033060335694998
0.014481182276745346,0.3444702235629513,0.9999971388115892,0.8157680830430761,0.030327682574690047
0.015343684089300131,0.3534224528185813,0.9999987126796216,0.8292860536641926,0.027835619406972646
0.016257556664437952,0.36243975079608737,0.9999994475379327,0.842575201253743,0.025557436924295115
0.017225859653987874,0.3715003022589448,0.9999997744793809,0.8555950922238136,0.023468244145989588
0.018251834943190444,0.3805739121812042,0.9999999126908558,0.8683003155557067,0.02154554965809653
0.01933891750455232,0.3896212470339458,0.9999999680427164,0.8806404623065814,0.01976959298472979
0.020490746898158482,0.39859375769573,0.9999999889773882,0.892560730307944,0.018123450159875647
0.021711179456945052,0.4074344074669011,0.9999999964298403,0.9040031949354865,0.016592952631687273
0.023004301197729192,0.41607925628672776,0.9999999989181301,0.9149087152935962,0.015166467139767954
0.024374441501222217,0.4244598619105684,0.9999999996944744,0.9252193686989916,0.013834586276209019
0.025826187606826773,0.43250635937356513,0.9999999999199229,0.9348812348277448,0.012589775934286397
0.02736439997074672,0.4401509850528167,0.9999999999806091,0.9438472949823399,0.011426018201372835
0.02899422853882878,0.4473317372215143,0.9999999999956801,0.9520801812880876,0.010338478213174478
0.03072112998861759,0.453995826546821,0.9999999999991187,0.9595545118098495,0.009323212821077245
0.0325508859983506,0.4601025779515258,0.9999999999998355,0.9662585823341621,0.008376929147332618
0.0344896226040576,0.46562550166820466,0.9999999999999747,0.9721952499603413,0.007496793279254425
0.03654383070957258,0.47055334836024715,0.9999999999999976,0.9773819285178521,0.006680284007665839
0.03872038781812557,0.4748900845636582,0.9999999999999991,0.9818497085000013,0.00592508365635065
0.04102658105827194,0.4786538494229078,0.9999999999999978,0.9856417010826449,0.005228997294444913
0.043470131581250265,0.4818750611650916,0.9999999999999989,0.9888107751289719,0.004589892369925199
0.04605922041145108,0.4845939164807927,0.9999999999999998,0.9914169000755215,0.004005652402505824
0.04880251583654434,0.48685756043831485,0.9999999999999993,0.9935243234215027,0.0034741402705102935
0.05170920242896761,0.488717199644101,0.9999999999999987,0.9951988010833663,0.002993168422128673
0.05478901179593945,0.4902253946588129,0.9999999999999996,0.9965050675049122,0.0025604748109597456
0.058052255160949015,0.49143371049444207,0.9999999999999987,0.9975046873314886,0.0021737044127124747
0.06150985788580504,0.4923908382997392,0.9999999999999982,0.9982543790973736,0.0018303968282716535
0.06517339604882427,0.493141237298233,1.0,0.9988048502275687,0.0015279807654129537
0.0690551352016233,0.4937242908834827,0.9999999999999987,0.9992001366613973,0.0012637761785616816
0.073168071434272,0.4941739284797314,0.9999999999999996,0.9994774028284077,0.0010350045933806694
0.07752597488629465,0.49451863658941264,0.9999999999999984,0.9996671303158373,0.0008388077096049085
0.0821434358491943,0.4947817676795132,0.9999999999999998,0.9997936069186877,0.0006722738232288969
0.08703591361485166,0.49498205236106363,0.9999999999999998,0.9998756214733605,0.0005324710059834042
0.09221978823334331,0.49513422628556614,0.9999999999999991,0.9999272728101132,0.00041648540061049835
0.09771241535346502,0.4952496957246895,0.9999999999999993,0.9999588115774034,0.000321462509544502
0.10353218432956626,0.4953371823410669,0.9999999999999991,0.9999774493939206,0.0002446490386120837
0.1096985797892384,0.4954033057751128,0.9999999999999991,0.9999880883124841,0.00018343275382166546
0.1162322468679853,0.49545308022443985,0.9999999999999996,0.999993942482912,0.0001353779389450023
0.12315506032928261,0.495490316460969,0.9999999999999987,0.9999970410292253,9.825439384982012e-05
0.1304901978014403,0.49551793255937265,0.9999999999999998,0.9999986149329507,7.005844906652336e-05
0.13826221737646563,0.49553818448372683,0.9999999999999998,0.9999993802990911,4.9025128197639454e-05
0.14649713983072862,0.4955528317079311,0.9999999999999993,0.9999997356946743,3.363129167498082e-05
0.1552225357427048,0.4955632538468572,0.9999999999999993,0.9999998928471728,2.2590266863775394e-05
0.16446761779946645,0.495570532774094,0.9999999999999993,0.9999999588316998,1.4839043764266032e-05
0.17426333860096507,0.4955755119040658,0.9999999999999989,0.9999999850585328,9.519542720901453e-06
0.18464249428955445,0.495578841111342,0.9999999999999987,0.9999999948946994,5.955712203511842e-06
0.19563983435170648,0.49558101279817124,0.9999999999999998,0.9999999983636163,3.6282844135750068e-06
0.2072921779595372,0.49558239227085266,0.9999999999999998,0.9999999995098452,2.148918574293841e-06
0.2196385372416547,0.49558324396498643,0.9999999999999993,0.99999999986335,1.2352268034712656e-06
0.23272024789604098,0.49558375410857536,0.9999999999999996,0.9999999999646945,6.878476104686819e-07
0.2465811075822604,0.4955840499767307,0.9999999999999993,0.9999999999915832,3.703549076523488e-07
0.2612675225563329,0.4955842157919704,0.9999999999999996,0.9999999999981584,1.9241277885501947e-07
0.27682866303920667,0.49558430540078435,0.9999999999999991,0.9999999999996312,9.62485454321452e-08
0.29331662783900453,0.49558435199224987,0.9999999999999998,0.9999999999999332,4.624821849645394e-08
0.3107866187782014,0.49558437524448246,0.9999999999999991,0.9999999999999887,2.1294651786349877e-08
0.3292971255097151,0.4955843863551029,1.0,0.9999999999999982,9.371068107046305e-09
0.3489101213406774,0.49558439142471195,0.9999999999999991,0.9999999999999987,3.9305117744822e-09
0.3696912707195028,0.495584393627393,1.0,0.9999999999999996,1.566660374467624e-09
0.39171014908092605,0.49558439453599246,0.9999999999999998,1.0,5.915782185448859e-10
0.41504047578504766,0.49558439489069417,0.9999999999999998,0.9999999999999991,2.1092194803976965e-10
0.4397603609302721,0.49558439502130053,0.9999999999999993,0.9999999999999996,7.075912457895558e-11
0.4659525668664682,0.4955843950665004,0.9999999999999993,0.9999999999999993,2.2251682219575726e-11
0.4937047852839004,0.4955843950811467,0.9999999999999998,0.9999999999999987,6.533360564476634e-12
0.5231099308056264,0.4955843950855736,0.9999999999999998,1.0,1.7838101000428277e-12
0.5542664520663108,0.4955843950868153,0.9999999999999993,0.9999999999999998,4.5081599618762357e-13
0.5872786613189482,0.49558439508713803,0.9999999999999998,0.9999999999999998,1.0468990827500241e-13
0.6222570836730231,0.4955843950872136,0.9999999999999982,0.9999999999999998,2.25739847764521e-14
0.6593188271333549,0.4955843950872304,0.9999999999999987,0.9999999999999993,4.418509315687831e-15
0.698587974678525,0.4955843950872342,0.9999999999999996,0.9999999999999991,7.507547577285866e-16
6.669919663030129,0.49558439508723495,1.0,0.9999999999999989,0.0
1.5702901247293775,0.49558439508723495,1.0,0.9999999999999989,0.0
1.3987131026472386,0.49558439508723495,1.0,0.9999999999999989,0.0
5.607169938205458,0.4955843950872352,1.0,0.9999999999999991,0.0
0.8309941949353395,0.4955843950872352,1.0,0.9999999999999991,2.49169124938786e-18
3.7399373024788014,0.4955843950872352,1.0,0.9999999999999991,0.0
1.0473708979594507,0.4955843950872352,1.0,0.9999999999999991,0.0
1.1097524964120722,0.4955843950872352,1.0,0.9999999999999991,0.0
2.097046401323235,0.4955843950872352,1.0,0.9999999999999991,0.0
3.331294787934677,0.4955843950872354,1.0,0.9999999999999993,0.0
2.643081486974108,0.4955843950872354,1.0,0.9999999999999993,0.0
2.4945081352303164,0.4955843950872354,1.0,0.9999999999999993,0.0
2.35428641432242,0.4955843950872354,1.0,0.9999999999999993,0.0
1.4820207057988601,0.4955843950872354,1.0,0.9999999999999993,0.0
0.7842822061337682,0.4955843950872354,0.9999999999999996,0.9999999999999998,8.687603515301012e-17
7.067181273927491,0.49558439508723556,1.0,0.9999999999999996,0.0
0.7401959996915645,0.49558439508723556,0.9999999999999996,1.0,1.1760885417113254e-16
1.8679135990207847,0.49558439508723556,1.0,0.9999999999999996,0.0
6.294988990221888,0.49558439508723556,1.0,0.9999999999999996,0.0
1.2458833642950082,0.49558439508723556,1.0,0.9999999999999996,0.0
2.2219468609395236,0.49558439508723556,1.0,0.9999999999999996,0.0
0.8804883581643465,0.49558439508723556,1.0,0.9999999999999996,0.0
4.99450511585514,0.49558439508723556,1.0,0.9999999999999996,0.0
2.800503894183631,0.49558439508723556,1.0,0.9999999999999996,0.0
2.9673024081888726,0.49558439508723556,1.0,0.9999999999999996,0.0
4.713753134116729,0.49558439508723556,1.0,0.9999999999999996,0.0
4.198707084443915,0.49558439508723556,1.0,0.9999999999999996,0.0
1.3200884008314195,0.49558439508723573,1.0,0.9999999999999998,0.0
4.448782831127585,0.49558439508723573,1.0,0.9999999999999998,0.0
5.291978735958447,0.49558439508723573,1.0,0.9999999999999998,0.0
3.9626886387014784,0.49558439508723573,1.0,0.9999999999999998,0.0
0.9329304026284686,0.49558439508723573,1.0,0.9999999999999998,0.0
3.1440354715915,0.49558439508723573,1.0,0.9999999999999998,0.0
0.9884959046625587,0.49558439508723573,1.0,0.9999999999999998,0.0
1.9791668678535574,0.49558439508723573,1.0,0.9999999999999998,0.0
1.762914118095948,0.49558439508723573,1.0,0.9999999999999998,0.0
1.6638168860761307,0.49558439508723573,1.0,0.9999999999999998,0.0
3.52970730273065,0.49558439508723573,1.0,0.9999999999999998,0.0
1.175849554052158,0.49558439508723595,1.0,1.0,0.0
9.437878277775392,0.49558439508723595,1.0,1.0,0.0
5.94113398496504,0.49558439508723595,1.0,1.0,0.0
7.488103857590031,0.49558439508723595,1.0,1.0,0.0
7.934096665797492,0.49558439508723595,1.0,1.0,0.0
8.406652885618334,0.49558439508723595,1.0,1.0,0.0
8.907354638610439,0.49558439508723595,1.0,1.0,0.0
10.0,0.49558439508723595,1.0,1.0,0.0
