specification,term,coefficient,cluster_robust_se,z,p_value,ci_95_low,ci_95_high,odds_ratio
1,Intercept,0.626561575800649,0.05684974716581822,11.021360815785275,3.014666841629899e-28,0.5151381188254373,0.7379850327758607,1.8711656441717786
1,C(max_private_risk)[T.0.6000000000000001],-0.5581588489162482,0.06446706783606673,-8.658046156769377,4.7991921091845715e-18,-0.6845119800638395,-0.43180571776865695,0.5722617147831136
1,C(max_private_risk)[T.0.9],-1.0427219730255617,0.09733245770383459,-10.712993359300345,8.845460260669032e-27,-1.2334900846518455,-0.8519538613992778,0.3524938960585978
2,Intercept,2.016248528711864,0.17070925470653542,11.811008912070859,3.424274032246438e-32,1.68166453765938,2.3508325197643485,7.510098103288771
2,C(max_private_risk)[T.0.6000000000000001],-0.8455702023425381,0.11811533521526076,-7.1588519881988075,8.135546567332655e-13,-1.0770720053863247,-0.6140683992987515,0.4293124934167069
2,C(max_private_risk)[T.0.9],-1.6200321912309683,0.1497598174623172,-10.81753582958662,2.8431899240755893e-27,-1.9135560397884026,-1.326508342673534,0.19789232858342182
2,own_prev_unsafe,-0.86634695907417,0.09503299166683148,-9.116275767803103,7.775024442824072e-20,-1.0526082000842547,-0.6800857180640852,0.4204847952030331
2,others_prev_unsafe_fraction,-0.8776107376535902,0.14065686168598807,-6.239373800425237,4.3932602311494606e-10,-1.1532931207365587,-0.6019283545706218,0.4157751217274388
2,progress_gap_before,0.363953090420133,0.117117402389002,3.1075918949369585,0.0018861833448118213,0.1344071997748038,0.5934989810654623,1.4390067093745855
3,Intercept,1.4723979352287275,0.19324254096098578,7.619429593021102,2.5479914373373678e-14,1.0936495146641891,1.851146355793266,4.359676839480362
3,C(max_private_risk)[T.0.6000000000000001],-1.0654413858254241,0.14432427519943233,-7.382274287213013,1.5560819635363685e-13,-1.3483117673111589,-0.7825710043396894,0.3445757303537467
3,C(max_private_risk)[T.0.9],-1.7316554852585635,0.16652091561002144,-10.399026926527123,2.5047791250187753e-25,-2.0580304825268394,-1.4052804879902878,0.17699116104421025
3,own_prev_unsafe,1.1008581215170665,0.27620222959164714,3.9856959994299714,6.728261082285882e-05,0.559511699067775,1.6422045439663582,3.006745069861557
3,others_prev_unsafe_fraction,1.4724282692770645,0.4417760191222822,3.332974642223622,0.0008592277315914617,0.6065631825639132,2.3382933559902157,4.359809088134153
3,own_prev_unsafe:others_prev_unsafe_fraction,-3.98930139948262,0.6356442243351936,-6.275997243041016,3.4740033770371516e-10,-5.235141186160498,-2.743461612804742,0.01851264254505121
3,progress_gap_before,0.03249762143081249,0.18394073038389416,0.1766744176941573,0.8597641364653356,-0.3280195854116125,0.39301482827323747,1.033031436004307
3,own_prev_unsafe:progress_gap_before,0.532703903685877,0.4753721370507352,1.1206039693256629,0.26245647467359623,-0.3990083641874027,1.4644161715591566,1.7035322740790966
3,others_prev_unsafe_fraction:progress_gap_before,0.7007692655506832,0.36359276411153163,1.927346566599227,0.053936453916001645,-0.011859457147286312,1.4133979882486527,2.015302414047448
3,own_prev_unsafe:others_prev_unsafe_fraction:progress_gap_before,-0.4442988781084537,0.6764402477741251,-0.6568191049696567,0.5112972382625909,-1.7700974014390893,0.881499645222182,0.6412737295033016
