model,max_private_risk,persona_condition,prompt_version,protocol_signature,run_phase,run_status,nearest_strategy_set,n_players,mean_min_mismatch_rate
gpt-5-nano,0.1,R+,ai-race-fairgame-v3,8845384fdff381f8817463dbbf206b739bd0bb493b6bef9f7d49e4e82122e8d7,pilot,completed,AS,12,0.29218998593998596
gpt-5-nano,0.1,R+,ai-race-fairgame-v3,8845384fdff381f8817463dbbf206b739bd0bb493b6bef9f7d49e4e82122e8d7,pilot,completed,AU,7,0.3454339311482168
gpt-5-nano,0.1,R+,ai-race-fairgame-v3,8845384fdff381f8817463dbbf206b739bd0bb493b6bef9f7d49e4e82122e8d7,pilot,completed,CAS,1,0.0
gpt-5-nano,0.1,R-,ai-race-fairgame-v3,5116847275b69ab5f0140810d0b679fd1c59aced8ea8310e76880ed866294726,pilot,completed,AS,6,0.13863636363636364
gpt-5-nano,0.1,R-,ai-race-fairgame-v3,5116847275b69ab5f0140810d0b679fd1c59aced8ea8310e76880ed866294726,pilot,completed,AS|CS,14,0.0
gpt-5-nano,0.1,R0,ai-race-fairgame-v3,208ea93d57ff1d1aeb317ce996181083273af88d92597e75d7e07f2ea4707b99,pilot,completed,AS|CS,20,0.0
gpt-5-nano,0.1,R1-R1,ai-race-fairgame-v3,5c70cafff77445fb4781e6e59a081f2526e5a4a9231ecbfbf5f9344a777c51a3,pilot,completed,AS,1,0.0
gpt-5-nano,0.1,R1-R1,ai-race-fairgame-v3,5c70cafff77445fb4781e6e59a081f2526e5a4a9231ecbfbf5f9344a777c51a3,pilot,completed,AS|CS,19,0.021052631578947368
gpt-5-nano,0.1,R1-R2,ai-race-fairgame-v3,69cde1f84fc5a9e3bd184f4e3dcbfd09f5cb1d964de1bdc0b52a5d06adab7c0e,pilot,completed,AS|CS,20,0.0
gpt-5-nano,0.1,R1-R3,ai-race-fairgame-v3,21f0337942c140c9e309026338ba44e93462a5978f65b6f82d16e2be7e0d2049,pilot,completed,AS,3,0.0
gpt-5-nano,0.1,R1-R3,ai-race-fairgame-v3,21f0337942c140c9e309026338ba44e93462a5978f65b6f82d16e2be7e0d2049,pilot,completed,AS|CS,17,0.02712418300653595
gpt-5-nano,0.1,R1-R4,ai-race-fairgame-v3,3e162960587db71a64904c044bec6e96d601eeed01c79e9473146914579fb3d8,pilot,completed,AS,11,0.0715909090909091
gpt-5-nano,0.1,R1-R4,ai-race-fairgame-v3,3e162960587db71a64904c044bec6e96d601eeed01c79e9473146914579fb3d8,pilot,completed,AS|AU|CAS,1,0.5
gpt-5-nano,0.1,R1-R4,ai-race-fairgame-v3,3e162960587db71a64904c044bec6e96d601eeed01c79e9473146914579fb3d8,pilot,completed,AS|CS,4,0.429020979020979
gpt-5-nano,0.1,R1-R4,ai-race-fairgame-v3,3e162960587db71a64904c044bec6e96d601eeed01c79e9473146914579fb3d8,pilot,completed,AU,3,0.39153439153439146
gpt-5-nano,0.1,R1-R4,ai-race-fairgame-v3,3e162960587db71a64904c044bec6e96d601eeed01c79e9473146914579fb3d8,pilot,completed,CS,1,0.4375
gpt-5-nano,0.1,R1-R5,ai-race-fairgame-v3,2e927554a6042b6c7854cfa7792714787a8281026e53f56c2a67703138ea5628,pilot,completed,AS,10,0.03448773448773449
gpt-5-nano,0.1,R1-R5,ai-race-fairgame-v3,2e927554a6042b6c7854cfa7792714787a8281026e53f56c2a67703138ea5628,pilot,completed,AS|AU|CS,1,0.5
gpt-5-nano,0.1,R1-R5,ai-race-fairgame-v3,2e927554a6042b6c7854cfa7792714787a8281026e53f56c2a67703138ea5628,pilot,completed,AS|CS,2,0.4145299145299145
gpt-5-nano,0.1,R1-R5,ai-race-fairgame-v3,2e927554a6042b6c7854cfa7792714787a8281026e53f56c2a67703138ea5628,pilot,completed,AU,6,0.36447510822510826
gpt-5-nano,0.1,R1-R5,ai-race-fairgame-v3,2e927554a6042b6c7854cfa7792714787a8281026e53f56c2a67703138ea5628,pilot,completed,AU|CS,1,0.4444444444444444
gpt-5-nano,0.1,R1-R6,ai-race-fairgame-v3,0dcbab0d9389372cff995f2558e8d43a23777b99156994613c8a64cb992bad75,pilot,completed,AS,11,0.07941919191919192
gpt-5-nano,0.1,R1-R6,ai-race-fairgame-v3,0dcbab0d9389372cff995f2558e8d43a23777b99156994613c8a64cb992bad75,pilot,completed,AS|CS,3,0.38730158730158726
gpt-5-nano,0.1,R1-R6,ai-race-fairgame-v3,0dcbab0d9389372cff995f2558e8d43a23777b99156994613c8a64cb992bad75,pilot,completed,AU,6,0.31993654493654494
gpt-5-nano,0.1,R2-R1,ai-race-fairgame-v3,37e38f89e94308915f5781fe2fc6cc1be5e588c60f9ee409a63c7b8efd2168c1,pilot,completed,AS|CS,20,0.0
gpt-5-nano,0.1,R2-R2,ai-race-fairgame-v3,4732d3afbeca47c6d4a6166ec93942c1172f1f31783dc1ec27b96d4ecaa347e4,pilot,completed,AS,1,0.0
gpt-5-nano,0.1,R2-R2,ai-race-fairgame-v3,4732d3afbeca47c6d4a6166ec93942c1172f1f31783dc1ec27b96d4ecaa347e4,pilot,completed,AS|CS,19,0.007518796992481203
gpt-5-nano,0.1,R2-R3,ai-race-fairgame-v3,a017136c35db37babfdfdb62efe487b9f439750d51db3a6023d5817e318d7c9b,pilot,completed,AS,5,0.08076923076923077
gpt-5-nano,0.1,R2-R3,ai-race-fairgame-v3,a017136c35db37babfdfdb62efe487b9f439750d51db3a6023d5817e318d7c9b,pilot,completed,AS|CS,15,0.02222222222222222
gpt-5-nano,0.1,R2-R4,ai-race-fairgame-v3,0be23dcff6b4ffaec6a1add9bd343925aa9bfcc2644efafff8e948b4b3c5d964,pilot,completed,AS,11,0.07346189164370982
gpt-5-nano,0.1,R2-R4,ai-race-fairgame-v3,0be23dcff6b4ffaec6a1add9bd343925aa9bfcc2644efafff8e948b4b3c5d964,pilot,completed,AS|AU|CS,1,0.5
gpt-5-nano,0.1,R2-R4,ai-race-fairgame-v3,0be23dcff6b4ffaec6a1add9bd343925aa9bfcc2644efafff8e948b4b3c5d964,pilot,completed,AS|CS,3,0.1761904761904762
gpt-5-nano,0.1,R2-R4,ai-race-fairgame-v3,0be23dcff6b4ffaec6a1add9bd343925aa9bfcc2644efafff8e948b4b3c5d964,pilot,completed,AU,4,0.4202457264957265
gpt-5-nano,0.1,R2-R4,ai-race-fairgame-v3,0be23dcff6b4ffaec6a1add9bd343925aa9bfcc2644efafff8e948b4b3c5d964,pilot,completed,AU|CAS,1,0.4
gpt-5-nano,0.1,R2-R5,ai-race-fairgame-v3,f827223934a6da44d55f5d839b086331f3537344f84e5076dc1df328c9222b20,pilot,completed,AS,10,0.0202020202020202
gpt-5-nano,0.1,R2-R5,ai-race-fairgame-v3,f827223934a6da44d55f5d839b086331f3537344f84e5076dc1df328c9222b20,pilot,completed,AS|AU|CS,2,0.5
gpt-5-nano,0.1,R2-R5,ai-race-fairgame-v3,f827223934a6da44d55f5d839b086331f3537344f84e5076dc1df328c9222b20,pilot,completed,AS|CS,2,0.37606837606837606
gpt-5-nano,0.1,R2-R5,ai-race-fairgame-v3,f827223934a6da44d55f5d839b086331f3537344f84e5076dc1df328c9222b20,pilot,completed,AU,5,0.2965873015873016
gpt-5-nano,0.1,R2-R5,ai-race-fairgame-v3,f827223934a6da44d55f5d839b086331f3537344f84e5076dc1df328c9222b20,pilot,completed,AU|CS,1,0.45454545454545453
gpt-5-nano,0.1,R2-R6,ai-race-fairgame-v3,081dfbb34e195fb1dd91e23f6b92dfe893cdfa7cac786795209a6a5ae31e412b,pilot,completed,AS,11,0.06204906204906205
gpt-5-nano,0.1,R2-R6,ai-race-fairgame-v3,081dfbb34e195fb1dd91e23f6b92dfe893cdfa7cac786795209a6a5ae31e412b,pilot,completed,AS|AU|CS,1,0.5
gpt-5-nano,0.1,R2-R6,ai-race-fairgame-v3,081dfbb34e195fb1dd91e23f6b92dfe893cdfa7cac786795209a6a5ae31e412b,pilot,completed,AS|CS,1,0.4444444444444444
gpt-5-nano,0.1,R2-R6,ai-race-fairgame-v3,081dfbb34e195fb1dd91e23f6b92dfe893cdfa7cac786795209a6a5ae31e412b,pilot,completed,AU,7,0.3558247308247308
