model,max_private_risk,persona_condition,prompt_version,protocol_signature,run_phase,run_status,n_players,n_races,n_decisions,n_decisions_round2plus,mean_phi_U,median_phi_U,sd_phi_U,mean_phi_U_round2plus,median_phi_U_round2plus,mean_n_rounds,median_n_rounds,parse_failure_rate,n_decisions_all_races,n_races_recorded,n_races_excluded
gpt-5-nano,0.1,R3-R4,ai-race-fairgame-v3,1f452558fc2a8df30a2185079978ba16126d0a60e9d2de2081771d49c4e5cb20,pilot,completed,20,10,186,166,0.35567273004773003,0.35416666666666663,0.17847715850819368,0.4018253968253968,0.39583333333333337,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R3-R5,ai-race-fairgame-v3,2c1f1ee3458defe8208732d7fa8546b4562c4e5e8b8470214bc2ab2dee511805,pilot,completed,20,10,186,166,0.3061124986124986,0.25,0.19179091123890282,0.34773809523809524,0.2857142857142857,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R3-R6,ai-race-fairgame-v3,df418ecc2dbf79dd436b67920660528c3818d0947974333b259ee0a6e1a756e8,pilot,completed,20,10,186,166,0.3491287185037185,0.303030303030303,0.2204681717000716,0.38982142857142854,0.3375,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R4-R1,ai-race-fairgame-v3,45d2812f998ed3e70a52f5240164e57df6a7353eef97f6c56129dba6ba0cb023,pilot,completed,20,10,186,166,0.2673996142746143,0.26666666666666666,0.23703231197617347,0.2924603174603174,0.2777777777777778,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R4-R2,ai-race-fairgame-v3,7aff9ccd65f9c3496503348d3f20c7527112dbbae71256aa977e6767cb931104,pilot,completed,20,10,186,166,0.24730706793206791,0.20170454545454547,0.2682398362327102,0.2854563492063492,0.21666666666666667,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R4-R3,ai-race-fairgame-v3,c47403274b76f4a8fc6ac6d2e0c55e447f4d1a9f53acf3b670cd4478e5d08db8,pilot,completed,20,10,186,166,0.3365327727827728,0.30952380952380953,0.134735040034513,0.3815476190476191,0.35416666666666663,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R4-R4,ai-race-fairgame-v3,a54b35910167bc854552c41d6f4f23b8e8f72632342a28e29ea9adfe8486e770,pilot,completed,20,10,186,166,0.4541646547896548,0.44155844155844154,0.14203345111569912,0.5170039682539682,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R4-R5,ai-race-fairgame-v3,efef8f8ae07ba7e3405b77f5a0330ccee2d94d0c3ea65d09448589cdeca74209,pilot,completed,20,10,186,166,0.4409765234765235,0.41428571428571426,0.13562039592761993,0.4959722222222222,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R4-R6,ai-race-fairgame-v3,b167fb12c8279465fef757b0a9db8d3852b64e5727bd0f3fae6a7e34a9f46a98,pilot,completed,20,10,186,166,0.461437937062937,0.4722222222222222,0.18596401266502424,0.5145833333333333,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R5-R1,ai-race-fairgame-v3,b99baee60f760282cb707521b1f89c73ad491ac6aa0e306e10f2be8a58bd6758,pilot,completed,20,10,186,166,0.3453092740592741,0.26420454545454547,0.34243708637151876,0.39626984126984127,0.2833333333333333,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R5-R2,ai-race-fairgame-v3,0d80546c56940430d7560002564994e2cae01404063a016e29a9cf5f0a4c9c9a,pilot,completed,20,10,186,166,0.305833263958264,0.21180555555555555,0.30405300637748295,0.35001984126984126,0.22916666666666666,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R5-R3,ai-race-fairgame-v3,cce325491e1dcd77ebab217748adebb7af1695c5f23c686fa247a4d83f665c2a,pilot,completed,20,10,186,166,0.387011322011322,0.35416666666666663,0.21030687813081017,0.4389682539682539,0.4017857142857143,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R5-R4,ai-race-fairgame-v3,a41610d9bac858812acf2d5a5a9c171d9311f5712630db8be87ab1c36de31598,pilot,completed,20,10,186,166,0.4771702602952603,0.44155844155844154,0.14081399677964437,0.5213095238095238,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R5-R5,ai-race-fairgame-v3,bb17ef420a1a0e74cb33576a424bbeac1d99eb6051ecdc7d0ec9f84632160f81,pilot,completed,20,10,186,166,0.4973575036075036,0.4494949494949495,0.14753355514497662,0.5631746031746031,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R5-R6,ai-race-fairgame-v3,04a004742906d54915a087af013b7170db2b2af27f99b0ef47811d36e927e4e1,pilot,completed,20,10,186,166,0.45686917249417247,0.4494949494949495,0.10565344941204104,0.5042460317460318,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R6-R1,ai-race-fairgame-v3,8597bb22cbb05564756da95d54d1dd93bb9dc828cc3c852819be05b9e80635a0,pilot,completed,20,10,186,166,0.3296676934176934,0.2767857142857143,0.31230360942634855,0.3607738095238095,0.3214285714285714,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R6-R2,ai-race-fairgame-v3,80f213eff22614547e8150cd5294c5027d5199fcb2ef19a62efd64ae7c31181d,pilot,completed,20,10,186,166,0.27961628649128645,0.2125,0.28474674633593305,0.3149404761904762,0.23809523809523808,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R6-R3,ai-race-fairgame-v3,6d66912046905880a57568942812871f5fa2dc4a7ab30c7182a453f0cf6cf1c7,pilot,completed,20,10,186,166,0.3666882423132423,0.32291666666666663,0.16440709637493475,0.41611111111111115,0.35416666666666663,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R6-R4,ai-race-fairgame-v3,f4329a2a0a0e8883a9f28cdd4d9224f45fca0f685200ae31ac82e0fdd6573297,pilot,completed,20,10,186,166,0.437578601953602,0.4,0.14578447831283453,0.49837301587301586,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R6-R5,ai-race-fairgame-v3,312c8a8dc458157a483ba0819f001cc5dde3a7bb5fd8ee47df6e03366965794c,pilot,completed,20,10,186,166,0.4619820457320457,0.5227272727272727,0.14316091953430268,0.4960912698412699,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R6-R6,ai-race-fairgame-v3,2059f67bef22090b64832f979157a9f620c0520c32f8cd2bf799df08b17b2ac0,pilot,completed,20,10,186,166,0.4563603757353757,0.4,0.14749852407543934,0.5121626984126985,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,S_AA,ai-race-fairgame-v3,2f07d2faa5068bf01433c48f5a9f3cafe6ea0988c9f5c458acd3bd778882b28a,pilot,completed,20,10,186,166,0.41886217948717946,0.3693181818181818,0.1898310478958419,0.4698611111111111,0.41428571428571426,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,S_AC,ai-race-fairgame-v3,648720bb909adb367f7a564fc177dfe2bd59d69b433713030dc5b38b32ee70f8,pilot,completed,20,10,186,166,0.25418158230658233,0.17045454545454547,0.25429911715312087,0.29015873015873017,0.18333333333333335,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,S_CA,ai-race-fairgame-v3,ec95a0265ab84929fa1b3d8c37e982e2bd8147ecf4e6557b1dde36209afac0cd,pilot,completed,20,10,186,166,0.25576347263847266,0.24285714285714285,0.2597556016080525,0.29198412698412696,0.29166666666666663,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,S_CC,ai-race-fairgame-v3,8b1eaf824de8838e8bc690cbc6725400248e61ab30f2cb55a77fbee08819f057,pilot,completed,20,10,186,166,0.0,0.0,0.0,0.0,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,none,ai-race-fairgame-v3,dff0763d71e97c7230c52587d05e7462e95e81122c2efee7388a1be4b97ba1b5,pilot,completed,20,10,186,166,0.12303862803862804,0.1111111111111111,0.09727084383761013,0.14059523809523808,0.125,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R+,ai-race-fairgame-v3,8845384fdff381f8817463dbbf206b739bd0bb493b6bef9f7d49e4e82122e8d7,pilot,completed,20,10,186,166,0.3902721583971584,0.3666666666666667,0.2443736929459023,0.38091269841269837,0.375,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R-,ai-race-fairgame-v3,5116847275b69ab5f0140810d0b679fd1c59aced8ea8310e76880ed866294726,pilot,completed,20,10,186,166,0.07557165057165058,0.08391608391608392,0.06977663989247003,0.08428571428571428,0.09166666666666667,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R0,ai-race-fairgame-v3,208ea93d57ff1d1aeb317ce996181083273af88d92597e75d7e07f2ea4707b99,pilot,completed,20,10,186,166,0.0,0.0,0.0,0.0,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R1-R1,ai-race-fairgame-v3,5c70cafff77445fb4781e6e59a081f2526e5a4a9231ecbfbf5f9344a777c51a3,pilot,completed,20,10,186,166,0.0,0.0,0.0,0.0,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R1-R2,ai-race-fairgame-v3,69cde1f84fc5a9e3bd184f4e3dcbfd09f5cb1d964de1bdc0b52a5d06adab7c0e,pilot,completed,20,10,186,166,0.0,0.0,0.0,0.0,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R1-R3,ai-race-fairgame-v3,21f0337942c140c9e309026338ba44e93462a5978f65b6f82d16e2be7e0d2049,pilot,completed,20,10,186,166,0.06760912698412698,0.0,0.11369924878420541,0.07648809523809523,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R1-R4,ai-race-fairgame-v3,3e162960587db71a64904c044bec6e96d601eeed01c79e9473146914579fb3d8,pilot,completed,20,10,186,166,0.29147498334998334,0.2094017094017094,0.3035319951134797,0.33496031746031746,0.22916666666666666,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R1-R5,ai-race-fairgame-v3,2e927554a6042b6c7854cfa7792714787a8281026e53f56c2a67703138ea5628,pilot,completed,20,10,186,166,0.24760038572538573,0.2375,0.25306220952108327,0.28087301587301583,0.2698412698412698,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R1-R6,ai-race-fairgame-v3,0dcbab0d9389372cff995f2558e8d43a23777b99156994613c8a64cb992bad75,pilot,completed,20,10,186,166,0.30405490342990343,0.2548076923076923,0.31348764470907875,0.3423611111111111,0.27976190476190477,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R2-R1,ai-race-fairgame-v3,37e38f89e94308915f5781fe2fc6cc1be5e588c60f9ee409a63c7b8efd2168c1,pilot,completed,20,10,186,166,0.0,0.0,0.0,0.0,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R2-R2,ai-race-fairgame-v3,4732d3afbeca47c6d4a6166ec93942c1172f1f31783dc1ec27b96d4ecaa347e4,pilot,completed,20,10,186,166,0.0,0.0,0.0,0.0,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R2-R3,ai-race-fairgame-v3,a017136c35db37babfdfdb62efe487b9f439750d51db3a6023d5817e318d7c9b,pilot,completed,20,10,186,166,0.03972763347763347,0.0,0.08723992933229197,0.04458333333333333,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R2-R4,ai-race-fairgame-v3,0be23dcff6b4ffaec6a1add9bd343925aa9bfcc2644efafff8e948b4b3c5d964,pilot,completed,20,10,186,166,0.3156943750693751,0.24545454545454548,0.31734139378851495,0.35890873015873015,0.3,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R2-R5,ai-race-fairgame-v3,f827223934a6da44d55f5d839b086331f3537344f84e5076dc1df328c9222b20,pilot,completed,20,10,186,166,0.28418789543789547,0.15555555555555556,0.2944164058787914,0.3215476190476191,0.1875,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R2-R6,ai-race-fairgame-v3,081dfbb34e195fb1dd91e23f6b92dfe893cdfa7cac786795209a6a5ae31e412b,pilot,completed,20,10,186,166,0.2874892468642469,0.22355769230769232,0.302424201457424,0.3281349206349206,0.24166666666666667,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R3-R1,ai-race-fairgame-v3,fda015ffb51d1af0449b9063fcd006f45964c555bf1353d61d77b62a39aa94a9,pilot,completed,20,10,186,166,0.07298076923076924,0.0,0.11492397084618379,0.08484126984126984,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R3-R2,ai-race-fairgame-v3,9fde92c953cdee837bde27964ccc26de113b8e999069a218d8af7a6f860a1117,pilot,completed,20,10,186,166,0.09073870573870574,0.0,0.1586701615043996,0.10218253968253968,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R3-R3,ai-race-fairgame-v3,e2da7d5cb2d2f4b12e658e70f4d6a4acd84476efd1238b281b8543874efb1874,pilot,completed,20,10,186,166,0.13347659285159286,0.10101010101010101,0.12894465311550124,0.15246031746031746,0.1125,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R3-R4,ai-race-fairgame-v3,1f452558fc2a8df30a2185079978ba16126d0a60e9d2de2081771d49c4e5cb20,pilot,completed,20,10,186,166,0.3546577727827728,0.34375,0.22196180872490032,0.39369047619047615,0.3666666666666667,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R3-R5,ai-race-fairgame-v3,2c1f1ee3458defe8208732d7fa8546b4562c4e5e8b8470214bc2ab2dee511805,pilot,completed,20,10,186,166,0.3158431845931846,0.275,0.20554190643518158,0.3598611111111111,0.30952380952380953,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R3-R6,ai-race-fairgame-v3,df418ecc2dbf79dd436b67920660528c3818d0947974333b259ee0a6e1a756e8,pilot,completed,20,10,186,166,0.35284632034632035,0.39230769230769236,0.16273017327530462,0.3996626984126984,0.4305555555555556,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R4-R1,ai-race-fairgame-v3,45d2812f998ed3e70a52f5240164e57df6a7353eef97f6c56129dba6ba0cb023,pilot,completed,20,10,186,166,0.26302336552336547,0.20512820512820512,0.2642053349269412,0.3009920634920635,0.22916666666666666,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R4-R2,ai-race-fairgame-v3,7aff9ccd65f9c3496503348d3f20c7527112dbbae71256aa977e6767cb931104,pilot,completed,20,10,186,166,0.2599530330780331,0.23809523809523808,0.23469018010229264,0.29273809523809524,0.2708333333333333,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R4-R3,ai-race-fairgame-v3,c47403274b76f4a8fc6ac6d2e0c55e447f4d1a9f53acf3b670cd4478e5d08db8,pilot,completed,20,10,186,166,0.3405987762237762,0.35416666666666663,0.17258601159113818,0.3798214285714286,0.39583333333333337,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R4-R4,ai-race-fairgame-v3,a54b35910167bc854552c41d6f4f23b8e8f72632342a28e29ea9adfe8486e770,pilot,completed,20,10,186,166,0.3975988594738595,0.3484848484848485,0.18081211597958138,0.4341269841269841,0.3875,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R4-R5,ai-race-fairgame-v3,efef8f8ae07ba7e3405b77f5a0330ccee2d94d0c3ea65d09448589cdeca74209,pilot,completed,20,10,186,166,0.3796267621267621,0.36363636363636365,0.12311253696147634,0.43287698412698405,0.4,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R4-R6,ai-race-fairgame-v3,b167fb12c8279465fef757b0a9db8d3852b64e5727bd0f3fae6a7e34a9f46a98,pilot,completed,20,10,186,166,0.3888495532245532,0.4,0.16121759903822058,0.4426984126984127,0.4722222222222222,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R5-R1,ai-race-fairgame-v3,b99baee60f760282cb707521b1f89c73ad491ac6aa0e306e10f2be8a58bd6758,pilot,completed,20,10,186,166,0.305469252969253,0.3125,0.28587830597396635,0.33785714285714286,0.3380952380952381,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R5-R2,ai-race-fairgame-v3,0d80546c56940430d7560002564994e2cae01404063a016e29a9cf5f0a4c9c9a,pilot,completed,20,10,186,166,0.2858227883227883,0.23846153846153847,0.2853727302991596,0.3182936507936508,0.2916666666666667,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R5-R3,ai-race-fairgame-v3,cce325491e1dcd77ebab217748adebb7af1695c5f23c686fa247a4d83f665c2a,pilot,completed,20,10,186,166,0.3723140054390054,0.38181818181818183,0.19656379589787587,0.4168849206349206,0.4222222222222222,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R5-R4,ai-race-fairgame-v3,a41610d9bac858812acf2d5a5a9c171d9311f5712630db8be87ab1c36de31598,pilot,completed,20,10,186,166,0.45052523865023864,0.4330357142857143,0.13717771521779926,0.5027380952380953,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R5-R5,ai-race-fairgame-v3,bb17ef420a1a0e74cb33576a424bbeac1d99eb6051ecdc7d0ec9f84632160f81,pilot,completed,20,10,186,166,0.4574413780663781,0.4807692307692308,0.16721939054201232,0.5016468253968254,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R5-R6,ai-race-fairgame-v3,04a004742906d54915a087af013b7170db2b2af27f99b0ef47811d36e927e4e1,pilot,completed,20,10,186,166,0.4525463425463426,0.4444444444444444,0.1319169194799539,0.514265873015873,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R6-R1,ai-race-fairgame-v3,8597bb22cbb05564756da95d54d1dd93bb9dc828cc3c852819be05b9e80635a0,pilot,completed,20,10,186,166,0.32633075258075256,0.32727272727272727,0.3073602595959322,0.36277777777777775,0.375,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R6-R2,ai-race-fairgame-v3,80f213eff22614547e8150cd5294c5027d5199fcb2ef19a62efd64ae7c31181d,pilot,completed,20,10,186,166,0.30006375568875565,0.28125,0.29355570329247377,0.3373015873015873,0.3047619047619048,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R6-R3,ai-race-fairgame-v3,6d66912046905880a57568942812871f5fa2dc4a7ab30c7182a453f0cf6cf1c7,pilot,completed,20,10,186,166,0.3711000804750805,0.34375,0.23624460595946062,0.4165873015873016,0.38095238095238093,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R6-R4,ai-race-fairgame-v3,f4329a2a0a0e8883a9f28cdd4d9224f45fca0f685200ae31ac82e0fdd6573297,pilot,completed,20,10,186,166,0.4542837024087024,0.44155844155844154,0.1565695295298017,0.5107539682539682,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R6-R5,ai-race-fairgame-v3,312c8a8dc458157a483ba0819f001cc5dde3a7bb5fd8ee47df6e03366965794c,pilot,completed,20,10,186,166,0.4441709679209679,0.4,0.1313513561049671,0.4979960317460318,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R6-R6,ai-race-fairgame-v3,2059f67bef22090b64832f979157a9f620c0520c32f8cd2bf799df08b17b2ac0,pilot,completed,20,10,186,166,0.5090970140970141,0.5,0.14570258054791566,0.570952380952381,0.5444444444444445,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,S_AA,ai-race-fairgame-v3,2f07d2faa5068bf01433c48f5a9f3cafe6ea0988c9f5c458acd3bd778882b28a,pilot,completed,20,10,186,166,0.3435255716505716,0.32291666666666663,0.11516177534893297,0.3905753968253968,0.35416666666666663,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,S_AC,ai-race-fairgame-v3,648720bb909adb367f7a564fc177dfe2bd59d69b433713030dc5b38b32ee70f8,pilot,completed,20,10,186,166,0.24410776723276723,0.25555555555555554,0.24498597253667287,0.28037698412698414,0.2847222222222222,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,S_CA,ai-race-fairgame-v3,ec95a0265ab84929fa1b3d8c37e982e2bd8147ecf4e6557b1dde36209afac0cd,pilot,completed,20,10,186,166,0.3297037684537685,0.25,0.3521005711722822,0.3498809523809524,0.3055555555555556,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,S_CC,ai-race-fairgame-v3,8b1eaf824de8838e8bc690cbc6725400248e61ab30f2cb55a77fbee08819f057,pilot,completed,20,10,186,166,0.0,0.0,0.0,0.0,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,none,ai-race-fairgame-v3,dff0763d71e97c7230c52587d05e7462e95e81122c2efee7388a1be4b97ba1b5,pilot,completed,20,10,186,166,0.15133699633699632,0.14835164835164835,0.11967783782614438,0.1778769841269841,0.16666666666666666,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.9,R+,ai-race-fairgame-v3,8845384fdff381f8817463dbbf206b739bd0bb493b6bef9f7d49e4e82122e8d7,pilot,completed,20,10,186,166,0.42731220168720163,0.4017857142857143,0.28718012881379273,0.43105158730158727,0.39285714285714285,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.9,R-,ai-race-fairgame-v3,5116847275b69ab5f0140810d0b679fd1c59aced8ea8310e76880ed866294726,pilot,completed,20,10,186,166,0.038995726495726496,0.0,0.06192750533895093,0.04345238095238095,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.9,R0,ai-race-fairgame-v3,208ea93d57ff1d1aeb317ce996181083273af88d92597e75d7e07f2ea4707b99,pilot,completed,20,10,186,166,0.043611111111111114,0.0,0.07459196999881484,0.05083333333333333,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.9,R1-R1,ai-race-fairgame-v3,5c70cafff77445fb4781e6e59a081f2526e5a4a9231ecbfbf5f9344a777c51a3,pilot,completed,20,10,186,166,0.01111111111111111,0.0,0.049690399499995326,0.0125,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.9,R1-R2,ai-race-fairgame-v3,69cde1f84fc5a9e3bd184f4e3dcbfd09f5cb1d964de1bdc0b52a5d06adab7c0e,pilot,completed,20,10,186,166,0.013392857142857142,0.0,0.04132400272068632,0.015476190476190477,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.9,R1-R3,ai-race-fairgame-v3,21f0337942c140c9e309026338ba44e93462a5978f65b6f82d16e2be7e0d2049,pilot,completed,20,10,186,166,0.0685290404040404,0.0,0.13803740048543142,0.07642857142857143,0.0,9.3,9.0,0.0,186,10,0
