model,max_private_risk,persona_condition,prompt_version,protocol_signature,run_phase,run_status,nearest_strategy_set,n_players,mean_min_mismatch_rate
google/gemini-3-flash-preview,0.1,none,ai-race-fairgame-v3,51f86874ea08d313fd9025b5755a4e1a6959bcf0b40f3fae7bb956d6a41c0045,pilot,completed,AU|CAS,20,0.0
google/gemini-3-flash-preview,0.6,none,ai-race-fairgame-v3,51f86874ea08d313fd9025b5755a4e1a6959bcf0b40f3fae7bb956d6a41c0045,pilot,completed,AU,6,0.27291666666666664
google/gemini-3-flash-preview,0.6,none,ai-race-fairgame-v3,51f86874ea08d313fd9025b5755a4e1a6959bcf0b40f3fae7bb956d6a41c0045,pilot,completed,AU|CAS,7,0.2979591836734694
google/gemini-3-flash-preview,0.6,none,ai-race-fairgame-v3,51f86874ea08d313fd9025b5755a4e1a6959bcf0b40f3fae7bb956d6a41c0045,pilot,completed,CAS,7,0.09877622377622378
google/gemini-3-flash-preview,0.9,none,ai-race-fairgame-v3,51f86874ea08d313fd9025b5755a4e1a6959bcf0b40f3fae7bb956d6a41c0045,pilot,completed,AS,2,0.4222222222222222
google/gemini-3-flash-preview,0.9,none,ai-race-fairgame-v3,51f86874ea08d313fd9025b5755a4e1a6959bcf0b40f3fae7bb956d6a41c0045,pilot,completed,AS|CAS,1,0.4444444444444444
google/gemini-3-flash-preview,0.9,none,ai-race-fairgame-v3,51f86874ea08d313fd9025b5755a4e1a6959bcf0b40f3fae7bb956d6a41c0045,pilot,completed,AU,5,0.3828971028971029
google/gemini-3-flash-preview,0.9,none,ai-race-fairgame-v3,51f86874ea08d313fd9025b5755a4e1a6959bcf0b40f3fae7bb956d6a41c0045,pilot,completed,AU|CAS,2,0.4222222222222222
google/gemini-3-flash-preview,0.9,none,ai-race-fairgame-v3,51f86874ea08d313fd9025b5755a4e1a6959bcf0b40f3fae7bb956d6a41c0045,pilot,completed,CAS,10,0.24853438228438227
google/gemini-3.1-flash-lite-preview,0.1,none,ai-race-fairgame-v3,0b80cb35e49b077d198ae21685cd13d305a39234d2037a6b5bbddb278c429130,pilot,completed,AU|CAS,20,0.0
google/gemini-3.1-flash-lite-preview,0.6,none,ai-race-fairgame-v3,0b80cb35e49b077d198ae21685cd13d305a39234d2037a6b5bbddb278c429130,pilot,completed,AU,5,0.1557936507936508
google/gemini-3.1-flash-lite-preview,0.6,none,ai-race-fairgame-v3,0b80cb35e49b077d198ae21685cd13d305a39234d2037a6b5bbddb278c429130,pilot,completed,AU|CAS,7,0.1985916860916861
google/gemini-3.1-flash-lite-preview,0.6,none,ai-race-fairgame-v3,0b80cb35e49b077d198ae21685cd13d305a39234d2037a6b5bbddb278c429130,pilot,completed,CAS,8,0.0817550505050505
google/gemini-3.1-flash-lite-preview,0.9,none,ai-race-fairgame-v3,0b80cb35e49b077d198ae21685cd13d305a39234d2037a6b5bbddb278c429130,pilot,completed,AU,15,0.30406445406445404
google/gemini-3.1-flash-lite-preview,0.9,none,ai-race-fairgame-v3,0b80cb35e49b077d198ae21685cd13d305a39234d2037a6b5bbddb278c429130,pilot,completed,AU|CAS,4,0.2856379731379731
google/gemini-3.1-flash-lite-preview,0.9,none,ai-race-fairgame-v3,0b80cb35e49b077d198ae21685cd13d305a39234d2037a6b5bbddb278c429130,pilot,completed,CAS,1,0.15384615384615385
google/gemini-3.5-flash-lite,0.1,none,ai-race-fairgame-v3,c24795f46a2d201502f5745e524b1fcd5dbfe804318909acdbf0f182730d1230,pilot,completed,AU,3,0.1708333333333333
google/gemini-3.5-flash-lite,0.1,none,ai-race-fairgame-v3,c24795f46a2d201502f5745e524b1fcd5dbfe804318909acdbf0f182730d1230,pilot,completed,AU|CAS,9,0.11626151626151628
google/gemini-3.5-flash-lite,0.1,none,ai-race-fairgame-v3,c24795f46a2d201502f5745e524b1fcd5dbfe804318909acdbf0f182730d1230,pilot,completed,CAS,8,0.06185654623154623
google/gemini-3.5-flash-lite,0.6,none,ai-race-fairgame-v3,c24795f46a2d201502f5745e524b1fcd5dbfe804318909acdbf0f182730d1230,pilot,completed,AU,8,0.25030906593406593
google/gemini-3.5-flash-lite,0.6,none,ai-race-fairgame-v3,c24795f46a2d201502f5745e524b1fcd5dbfe804318909acdbf0f182730d1230,pilot,completed,CAS,12,0.15465310152810152
google/gemini-3.5-flash-lite,0.9,none,ai-race-fairgame-v3,c24795f46a2d201502f5745e524b1fcd5dbfe804318909acdbf0f182730d1230,pilot,completed,AU,2,0.2727272727272727
google/gemini-3.5-flash-lite,0.9,none,ai-race-fairgame-v3,c24795f46a2d201502f5745e524b1fcd5dbfe804318909acdbf0f182730d1230,pilot,completed,AU|CAS,5,0.34095238095238095
google/gemini-3.5-flash-lite,0.9,none,ai-race-fairgame-v3,c24795f46a2d201502f5745e524b1fcd5dbfe804318909acdbf0f182730d1230,pilot,completed,CAS,13,0.2134533201840894
