specification,term,coefficient,cluster_robust_se,z,p_value,ci_95_low,ci_95_high,odds_ratio,odds_ratio_ci_95_low,odds_ratio_ci_95_high
1,Intercept,-0.10960878483780308,0.10132705479205224,-1.0817326632333977,0.27937133495839384,-0.3082061628897422,0.088988593214136,0.8961846677554055,0.7347638213604222,1.093068187860464
1,C(max_private_risk)[T.0.6],-0.004112573050250965,0.022027451504866614,-0.18670217248429116,0.851894152657018,-0.04728558467099214,0.039060438570490214,0.995895871997371,0.9538149637581473,1.0398333277909135
1,C(max_private_risk)[T.0.9],-0.07747517405229276,0.03348779650394303,-2.3135345451340883,0.020693267720418056,-0.14311004912162745,-0.011840298982958075,0.9254499992847369,0.866658688619894,0.9882295215201512
1,C(protocol_signature)[T.02d98791bb7dfd44709a67d5ae51547dd7848d6b331f8aff89072e5b8e51b641],-6.0724108980775044,0.9411746002854764,-6.451949400499785,1.1042045025942737e-10,-7.91707921780092,-4.227742578354089,0.0023056079189230695,0.00036446529713856507,0.01458527853690212
1,C(protocol_signature)[T.059ed82d8da80358ec947961ce4955acddce3f1d72c9e9c8ea52cef7e98419ef],1.0268023113989893,0.1284790740772449,7.991980941438365,1.3278757039686324e-15,0.7749879534405355,1.278616669357443,2.7921232039030843,2.1705659791738063,3.59166782331189
1,C(protocol_signature)[T.12f7eaa826e6956d709fb758be3a38931cd08b08297985b5698cadf5328bee3b],-0.620521742439599,0.12965373464749125,-4.785992043551257,1.7014479715407333e-06,-0.8746383928097948,-0.3664050920694032,0.5376638423570222,0.4170127872398218,0.6932219256189549
1,C(protocol_signature)[T.184991aef9058bd59fdb65e452b7170a18e644c5ae745f902c13f6e06c8ea2e8],-0.38920757629594194,0.061339020193066474,-6.3451873712833855,2.2215489567703479e-10,-0.5094298467213273,-0.2689853058705565,0.677593603044638,0.6008380509568848,0.7641544841506072
1,C(protocol_signature)[T.18e617eefe8e0a994d792ee2e680f00dc38673b43ff5546e5bcd9d821ded93a2],-0.9040473179285351,0.11442911770330155,-7.900500642437892,2.777854086291744e-15,-1.128324267409701,-0.6797703684473694,0.4049274685441657,0.3235750275828072,0.5067333409702797
1,C(protocol_signature)[T.18e87c63f13788867fa8962d0a84174f518d7e02922a434bf5eda6f433d102b9],-0.3978199664449775,0.11612282082985878,-3.4258551730142406,0.0006128670728807592,-0.6254165130546984,-0.1702234198352567,0.6717829602502586,0.5350385315693027,0.8434763461968446
1,C(protocol_signature)[T.1a09252a2fe4a50d40f394a2bff1b19c83f6a1ac9bfd59064f637e161a228ba1],0.08054455141148446,0.13044382268241414,0.6174654326681513,0.5369277747692269,-0.17512064305177621,0.33620974587474517,1.0838771338227993,0.839355752221183,1.3996325611816998
1,C(protocol_signature)[T.20fc9d5dc05dab2641d82e87fd797bfde3bd8a0f26c925c84ad65f7580cf216a],-5.377247138453328,0.9796537605139068,-5.488926144306873,4.043846514038916e-08,-7.297333226379813,-3.457161050526843,0.0046205241014357235,0.0006773426884239812,0.0315191163008242
1,C(protocol_signature)[T.2207828956cabbf4a42c5ae35b01532d9ad804e87b3e2c4d2f04f82e3aa4f611],1.8207866369320194,0.2252382563673888,8.083824951841718,6.276640676627589e-16,1.379327766511338,2.262245507352701,6.176715371746029,3.972230463430169,9.604632242465152
1,C(protocol_signature)[T.22a284604e034bdf1f3d52c778444a919231d19eae85b3dd12e0d85c62e959ac],0.535703142140224,0.11128541577243395,4.813776705796527,1.4810428909921742e-06,0.3175877352216877,0.7538185490587602,1.7086492432533162,1.373809771082899,2.1250993390219244
1,C(protocol_signature)[T.23057ca869c47db7ed9c60d549854bad4c54d9f3da5bbb5ad67955a9c7f58f1e],-16.59145138703391,0.3644465107243075,-45.525065815720836,0.0,-17.305753422344843,-15.877149351722977,6.229084407548606e-08,3.049346549523611e-08,1.272452701790388e-07
1,C(protocol_signature)[T.251d5e12a3d486c6065e74b6993623a3c5bc08d3c426a6d4bba369b0cdc3da40],-0.08099000373484753,0.11920393917135065,-0.6794238873132188,0.4968693187313833,-0.3146254313259982,0.15264542385630314,0.9222029099833451,0.7300622815216925,1.164911855751693
1,C(protocol_signature)[T.252564852ae56970c37552c96a16f12e2648188e4be66f219a5f2f4a8f7e2224],-0.5565553663127073,0.11473834320901838,-4.85064844712663,1.2305849218308658e-06,-0.7814383866481792,-0.3316723459772354,0.5731800625680215,0.45774712020280056,0.7177224489799661
1,C(protocol_signature)[T.28932989a4ce8dbaef4df00f5fbb34fc8506f9799753e1880dcce9f2d8ff02ee],-4.680054588182982,0.6700248699088717,-6.984896827515527,2.85065391778874e-12,-5.9932792019505055,-3.366829974415458,0.009278507376381659,0.0024954674766202306,0.03449882634822671
1,C(protocol_signature)[T.2b314f8fc6f5b732c1eaade615e0a90f4e2d2b19a344e215452876df453c9dc0],0.21719203087238836,0.16484489867937824,1.3175538497847288,0.1876530432907011,-0.1058980335743473,0.5402820953191241,1.2425826934672215,0.8995163638683186,1.7164910079726852
1,C(protocol_signature)[T.2ff3bf58b3359778743f5aef3a3796aed48078220df34125657762569a72755c],-0.8123246558654604,0.11742766015781118,-6.917660240983907,4.591638864639645e-12,-1.0424786405635793,-0.5821706711673414,0.44382512539115004,0.3525796797027089,0.5586843294388433
1,C(protocol_signature)[T.3050014eab7573c1e9ccb80096dc67a6921b13e4afd85419fc9da2039f99d23f],-16.591451248983432,0.34807135886161983,-47.66680976925646,0.0,-17.273658576402124,-15.909243921564741,6.229085267476743e-08,3.148802329087753e-08,1.2322622767094144e-07
1,C(protocol_signature)[T.320ad475ef61963e7fe9139623948c5cbea92c143fe0676edb6f4c0f421061c9],-0.6112953966556672,0.11859431331285424,-5.154508505336655,2.542970192370337e-07,-0.8437359795201206,-0.3788548137912139,0.5426474698647005,0.43010067081559045,0.6846450064636521
1,C(protocol_signature)[T.39a9c8ff7467c65860c6ead29a048cf3179662917ebc31d39bbcc8789bdaa00f],0.20914563644968406,0.1261051925378847,1.6585013847613945,0.09721630825733668,-0.038015999188059146,0.4563072720874273,1.2326245005149703,0.9626975383890253,1.5782352178985282
1,C(protocol_signature)[T.469e9877f8d14613f573038c972f799a1999b46cb9781b40d84aae39e6302d38],0.008070029345133062,0.11954655003252755,0.06750533029131564,0.9461794187484315,-0.22623690319463657,0.2423769618849027,1.0081026798029018,0.7975291420824184,1.2742744551907148
1,C(protocol_signature)[T.4b09c77d364ce7b9843792dc3ab9b3e48d3a2ccd33e684793da6f3a523e742a6],-0.25374696965451915,0.14224653126169362,-1.7838534789132825,0.07444747694611487,-0.5325450478531896,0.025051108544151268,0.7758881004448129,0.5871088465239755,1.0253675242266622
1,C(protocol_signature)[T.4c329810a855d9172e8bc4828efca98450f56d2c2e8f080940da80a0a6ecaa89],-0.9567760755520487,0.12514935494264082,-7.6450739677448905,2.088252504958054e-14,-1.2020643039280445,-0.7114878471760528,0.38412929568599646,0.30057309682317224,0.4909132499340978
1,C(protocol_signature)[T.4eacb19fd07c62fbecf58efbac4c5dd6edbbce7d184c9de84e1d149edeafd13b],-1.2574181829898263,0.13489705848253605,-9.3213165441455,1.1490552873063444e-20,-1.5218115592359904,-0.9930248067436622,0.2843873154920601,0.2183160360752985,0.3704544414908937
1,C(protocol_signature)[T.5480f7704f9543afee49c8a194da2be3fb24c90861c938f4c8ae695f6bc121b9],-0.7241744305640554,0.12616166511278526,-5.740051305732706,9.464787223748442e-09,-0.971446750414718,-0.47690211071339283,0.48472457761131,0.37853499609640223,0.6207032865215603
1,C(protocol_signature)[T.54e34cb2cbdda8a3e58434ba1ec3f67263b35fb7a14e40efc7094166e4d26f6c],-0.6390675501863258,0.08759753953594851,-7.2954965809748975,2.9755953210725404e-13,-0.8107555728111083,-0.4673795275615432,0.5277843270674001,0.44452207051389675,0.6266422172828425
