model,max_private_risk,persona_condition,prompt_version,protocol_signature,run_phase,run_status,n_players,n_races,n_decisions,n_decisions_round2plus,mean_phi_U,median_phi_U,sd_phi_U,mean_phi_U_round2plus,median_phi_U_round2plus,mean_n_rounds,median_n_rounds,parse_failure_rate,n_decisions_all_races,n_races_recorded,n_races_excluded
gpt-5-nano,0.1,R3-R6,ai-race-fairgame-v3,4b09c77d364ce7b9843792dc3ab9b3e48d3a2ccd33e684793da6f3a523e742a6,pilot,completed,20,10,186,166,0.3491287185037185,0.303030303030303,0.2204681717000716,0.38982142857142854,0.3375,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R4-R1,ai-race-fairgame-v3,ad54d488b748b7c2902b8bdfcba5dc8e65684f09de4a21febb23eaffcf2ed7e5,pilot,completed,20,10,186,166,0.2673996142746143,0.26666666666666666,0.23703231197617347,0.2924603174603174,0.2777777777777778,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R4-R2,ai-race-fairgame-v3,2ff3bf58b3359778743f5aef3a3796aed48078220df34125657762569a72755c,pilot,completed,20,10,186,166,0.24730706793206791,0.20170454545454547,0.2682398362327102,0.2854563492063492,0.21666666666666667,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R4-R3,ai-race-fairgame-v3,184991aef9058bd59fdb65e452b7170a18e644c5ae745f902c13f6e06c8ea2e8,pilot,completed,20,10,186,166,0.3365327727827728,0.30952380952380953,0.13473504003451298,0.3815476190476191,0.35416666666666663,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R4-R4,ai-race-fairgame-v3,469e9877f8d14613f573038c972f799a1999b46cb9781b40d84aae39e6302d38,pilot,completed,20,10,186,166,0.4541646547896548,0.44155844155844154,0.14203345111569912,0.5170039682539682,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R4-R5,ai-race-fairgame-v3,69f7da726d7dd32c1b9c6c53b427b894d5423affbf8fd3b387e66a727c78a085,pilot,completed,20,10,186,166,0.4409765234765235,0.41428571428571426,0.13562039592761993,0.4959722222222222,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R4-R6,ai-race-fairgame-v3,00baa465aca87360ea15f6e6dc7ac9059b508cf9ce9e122d8bcc073a9509696b,pilot,completed,20,10,186,166,0.461437937062937,0.4722222222222222,0.18596401266502421,0.5145833333333333,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R5-R1,ai-race-fairgame-v3,f5ab178729f12f236b85937033a38bcd266df8c1c44b86eee4345115fa9f291f,pilot,completed,20,10,186,166,0.3453092740592741,0.26420454545454547,0.34243708637151876,0.39626984126984127,0.2833333333333333,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R5-R2,ai-race-fairgame-v3,12f7eaa826e6956d709fb758be3a38931cd08b08297985b5698cadf5328bee3b,pilot,completed,20,10,186,166,0.305833263958264,0.21180555555555555,0.30405300637748295,0.35001984126984126,0.22916666666666666,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R5-R3,ai-race-fairgame-v3,d165c488ef730d384923091fda8b720709d36b2274c4ac2b303f65df4153d231,pilot,completed,20,10,186,166,0.387011322011322,0.35416666666666663,0.21030687813081017,0.4389682539682539,0.4017857142857143,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R5-R4,ai-race-fairgame-v3,c9491baed85c6ec9fe2d753bde54f61b1dbf77f469b411648568cd117834786b,pilot,completed,20,10,186,166,0.4771702602952603,0.44155844155844154,0.14081399677964437,0.5213095238095238,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R5-R5,ai-race-fairgame-v3,39a9c8ff7467c65860c6ead29a048cf3179662917ebc31d39bbcc8789bdaa00f,pilot,completed,20,10,186,166,0.4973575036075036,0.4494949494949495,0.1475335551449766,0.5631746031746031,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R5-R6,ai-race-fairgame-v3,2b314f8fc6f5b732c1eaade615e0a90f4e2d2b19a344e215452876df453c9dc0,pilot,completed,20,10,186,166,0.45686917249417247,0.4494949494949495,0.10565344941204102,0.5042460317460318,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R6-R1,ai-race-fairgame-v3,7d5b42fcb0b165feb515ed7a994f4cabe269f2cd9077d99d2573eac039a8dc54,pilot,completed,20,10,186,166,0.3296676934176934,0.2767857142857143,0.31230360942634855,0.3607738095238095,0.3214285714285714,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R6-R2,ai-race-fairgame-v3,320ad475ef61963e7fe9139623948c5cbea92c143fe0676edb6f4c0f421061c9,pilot,completed,20,10,186,166,0.27961628649128645,0.2125,0.28474674633593305,0.3149404761904762,0.23809523809523808,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R6-R3,ai-race-fairgame-v3,f5331636d27cc7e4066b9a07793ae77ba75b649d0d49641ef87617e83046209f,pilot,completed,20,10,186,166,0.3666882423132423,0.32291666666666663,0.16440709637493475,0.41611111111111115,0.35416666666666663,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R6-R4,ai-race-fairgame-v3,88b7a3a5dd650ba8221903991a1863c6ba6b4acc1df3d56c45ec302b41ce1ba7,pilot,completed,20,10,186,166,0.437578601953602,0.4,0.14578447831283453,0.49837301587301586,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R6-R5,ai-race-fairgame-v3,1a09252a2fe4a50d40f394a2bff1b19c83f6a1ac9bfd59064f637e161a228ba1,pilot,completed,20,10,186,166,0.4619820457320457,0.5227272727272727,0.14316091953430268,0.4960912698412699,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,R6-R6,ai-race-fairgame-v3,7f69244f5c9ecdf874de48aaa1dfa920a53ba3c006f0d72507af7e7433c742e0,pilot,completed,20,10,186,166,0.4563603757353757,0.4,0.1474985240754393,0.5121626984126985,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,S_AA,ai-race-fairgame-v3,72d88f6f1a871b5991872d125c57cf8f2c99fb4548cf8d43662d26b3b5ea4f1c,pilot,completed,20,10,186,166,0.41886217948717946,0.3693181818181818,0.1898310478958419,0.4698611111111111,0.41428571428571426,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,S_AC,ai-race-fairgame-v3,18e617eefe8e0a994d792ee2e680f00dc38673b43ff5546e5bcd9d821ded93a2,pilot,completed,20,10,186,166,0.25418158230658233,0.17045454545454547,0.25429911715312087,0.29015873015873017,0.18333333333333335,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,S_CA,ai-race-fairgame-v3,9fbff883ad22b6c67f0696d20295ff3690e6b4fb6098aaffc8db4fd39675a992,pilot,completed,20,10,186,166,0.25576347263847266,0.24285714285714285,0.2597556016080525,0.29198412698412696,0.29166666666666663,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,S_CC,ai-race-fairgame-v3,3050014eab7573c1e9ccb80096dc67a6921b13e4afd85419fc9da2039f99d23f,pilot,completed,20,10,186,166,0.0,0.0,0.0,0.0,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.1,none,ai-race-fairgame-v3,b323588675c9a8ba411ffa23e98811bc735ee30269e7db0dcbd23907d5a266f1,pilot,completed,20,10,186,166,0.12303862803862804,0.1111111111111111,0.09727084383761013,0.14059523809523808,0.125,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R+,ai-race-fairgame-v3,b33fdc8b55d4dbe70a50d073c1df939b6026ae9807dbbdaf60d10362342736db,pilot,completed,20,10,186,166,0.3902721583971584,0.3666666666666667,0.24437369294590228,0.38091269841269837,0.375,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R-,ai-race-fairgame-v3,5f15793a13f7e4526ab316ee4339dc47dfd90790ea75542cee4ff3992a4f3cab,pilot,completed,20,10,186,166,0.07557165057165058,0.08391608391608392,0.06977663989247003,0.08428571428571428,0.09166666666666667,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R0,ai-race-fairgame-v3,ce2572ed7d6c65c40f8bcee90f0e86899a1ed8b6732f58a717bf0774e3814209,pilot,completed,20,10,186,166,0.0,0.0,0.0,0.0,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R1-R1,ai-race-fairgame-v3,28932989a4ce8dbaef4df00f5fbb34fc8506f9799753e1880dcce9f2d8ff02ee,pilot,completed,20,10,186,166,0.0,0.0,0.0,0.0,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R1-R2,ai-race-fairgame-v3,cd7731c0357528df12e9c019e5c38926db31562198e17cbbdb7f58aab6936176,pilot,completed,20,10,186,166,0.0,0.0,0.0,0.0,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R1-R3,ai-race-fairgame-v3,d5a78c68f5cac31ca4db628960ab46c654c0023a9537b0f7b31377a8f061266e,pilot,completed,20,10,186,166,0.06760912698412698,0.0,0.11369924878420541,0.07648809523809523,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R1-R4,ai-race-fairgame-v3,54e34cb2cbdda8a3e58434ba1ec3f67263b35fb7a14e40efc7094166e4d26f6c,pilot,completed,20,10,186,166,0.29147498334998334,0.2094017094017094,0.3035319951134797,0.33496031746031746,0.22916666666666666,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R1-R5,ai-race-fairgame-v3,f1e253d8fb164767a13e1e0dfc09e99d1ba68fd9952ce60cfc53df0a6a108790,pilot,completed,20,10,186,166,0.24760038572538573,0.2375,0.25306220952108327,0.28087301587301583,0.2698412698412698,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R1-R6,ai-race-fairgame-v3,578aed3e5e391ad7e0d1df7dece1d043f7c9bd2727310bca65229822b65c0c5b,pilot,completed,20,10,186,166,0.30405490342990343,0.2548076923076923,0.31348764470907875,0.3423611111111111,0.27976190476190477,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R2-R1,ai-race-fairgame-v3,afa635149ba0e41a8c13160ef18de15979eddad138c4736033dabdcddadd76da,pilot,completed,20,10,186,166,0.0,0.0,0.0,0.0,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R2-R2,ai-race-fairgame-v3,20fc9d5dc05dab2641d82e87fd797bfde3bd8a0f26c925c84ad65f7580cf216a,pilot,completed,20,10,186,166,0.0,0.0,0.0,0.0,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R2-R3,ai-race-fairgame-v3,c3c3880229a504030b53b75b4a709ff3e6338493197e88215632c8098490ae8a,pilot,completed,20,10,186,166,0.03972763347763347,0.0,0.08723992933229197,0.04458333333333333,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R2-R4,ai-race-fairgame-v3,eb3fc01948afc39a0bdb7d8505f0fc8cf8c0faa405d5e01e06786000810cf63e,pilot,completed,20,10,186,166,0.3156943750693751,0.24545454545454548,0.31734139378851495,0.35890873015873015,0.3,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R2-R5,ai-race-fairgame-v3,5d5e4f80e4411da94cc030534db4e5a4cc712cc6e0240ff52e47f17c7ae39036,pilot,completed,20,10,186,166,0.28418789543789547,0.15555555555555556,0.2944164058787914,0.3215476190476191,0.1875,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R2-R6,ai-race-fairgame-v3,6fddd011d29c0ee6b3b9adac863d71167c141100ac6a59ecb6672ddf3aea488b,pilot,completed,20,10,186,166,0.2874892468642469,0.22355769230769232,0.302424201457424,0.3281349206349206,0.24166666666666667,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R3-R1,ai-race-fairgame-v3,5fb0408188b461c4d41c167266c63d73f72355d97246d15fb7b2c792b3bed518,pilot,completed,20,10,186,166,0.07298076923076924,0.0,0.11492397084618379,0.08484126984126984,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R3-R2,ai-race-fairgame-v3,5544079c8b2c6f8cd9c2b6f4ab10b7606034b1b75eea1acaf0c9d8dab93b7f03,pilot,completed,20,10,186,166,0.09073870573870574,0.0,0.1586701615043996,0.10218253968253968,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R3-R3,ai-race-fairgame-v3,a39695ae5f4da7bb6d8a5fa790e310edb62647bc0e42c1b8fcd16cdf62ef49fd,pilot,completed,20,10,186,166,0.13347659285159286,0.10101010101010101,0.12894465311550124,0.15246031746031746,0.1125,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R3-R4,ai-race-fairgame-v3,762fd623bba3bee2e043aff8722a1bbfaed5bbfc6c05780fcc4c61ef3f9561d0,pilot,completed,20,10,186,166,0.3546577727827728,0.34375,0.22196180872490032,0.39369047619047615,0.3666666666666667,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R3-R5,ai-race-fairgame-v3,18e87c63f13788867fa8962d0a84174f518d7e02922a434bf5eda6f433d102b9,pilot,completed,20,10,186,166,0.3158431845931846,0.275,0.20554190643518158,0.3598611111111111,0.30952380952380953,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R3-R6,ai-race-fairgame-v3,4b09c77d364ce7b9843792dc3ab9b3e48d3a2ccd33e684793da6f3a523e742a6,pilot,completed,20,10,186,166,0.35284632034632035,0.39230769230769236,0.16273017327530462,0.3996626984126984,0.4305555555555556,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R4-R1,ai-race-fairgame-v3,ad54d488b748b7c2902b8bdfcba5dc8e65684f09de4a21febb23eaffcf2ed7e5,pilot,completed,20,10,186,166,0.26302336552336547,0.20512820512820512,0.2642053349269412,0.3009920634920635,0.22916666666666666,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R4-R2,ai-race-fairgame-v3,2ff3bf58b3359778743f5aef3a3796aed48078220df34125657762569a72755c,pilot,completed,20,10,186,166,0.2599530330780331,0.23809523809523808,0.23469018010229262,0.29273809523809524,0.2708333333333333,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R4-R3,ai-race-fairgame-v3,184991aef9058bd59fdb65e452b7170a18e644c5ae745f902c13f6e06c8ea2e8,pilot,completed,20,10,186,166,0.3405987762237762,0.35416666666666663,0.17258601159113818,0.3798214285714286,0.39583333333333337,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R4-R4,ai-race-fairgame-v3,469e9877f8d14613f573038c972f799a1999b46cb9781b40d84aae39e6302d38,pilot,completed,20,10,186,166,0.3975988594738595,0.3484848484848485,0.18081211597958138,0.4341269841269841,0.3875,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R4-R5,ai-race-fairgame-v3,69f7da726d7dd32c1b9c6c53b427b894d5423affbf8fd3b387e66a727c78a085,pilot,completed,20,10,186,166,0.3796267621267621,0.36363636363636365,0.12311253696147634,0.43287698412698405,0.4,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R4-R6,ai-race-fairgame-v3,00baa465aca87360ea15f6e6dc7ac9059b508cf9ce9e122d8bcc073a9509696b,pilot,completed,20,10,186,166,0.3888495532245532,0.4,0.16121759903822058,0.4426984126984127,0.4722222222222222,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R5-R1,ai-race-fairgame-v3,f5ab178729f12f236b85937033a38bcd266df8c1c44b86eee4345115fa9f291f,pilot,completed,20,10,186,166,0.305469252969253,0.3125,0.28587830597396635,0.33785714285714286,0.3380952380952381,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R5-R2,ai-race-fairgame-v3,12f7eaa826e6956d709fb758be3a38931cd08b08297985b5698cadf5328bee3b,pilot,completed,20,10,186,166,0.2858227883227883,0.23846153846153847,0.2853727302991596,0.3182936507936508,0.2916666666666667,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R5-R3,ai-race-fairgame-v3,d165c488ef730d384923091fda8b720709d36b2274c4ac2b303f65df4153d231,pilot,completed,20,10,186,166,0.3723140054390054,0.38181818181818183,0.19656379589787587,0.4168849206349206,0.4222222222222222,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R5-R4,ai-race-fairgame-v3,c9491baed85c6ec9fe2d753bde54f61b1dbf77f469b411648568cd117834786b,pilot,completed,20,10,186,166,0.45052523865023864,0.4330357142857143,0.13717771521779926,0.5027380952380953,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R5-R5,ai-race-fairgame-v3,39a9c8ff7467c65860c6ead29a048cf3179662917ebc31d39bbcc8789bdaa00f,pilot,completed,20,10,186,166,0.4574413780663781,0.4807692307692308,0.1672193905420123,0.5016468253968254,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R5-R6,ai-race-fairgame-v3,2b314f8fc6f5b732c1eaade615e0a90f4e2d2b19a344e215452876df453c9dc0,pilot,completed,20,10,186,166,0.4525463425463426,0.4444444444444444,0.1319169194799539,0.514265873015873,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R6-R1,ai-race-fairgame-v3,7d5b42fcb0b165feb515ed7a994f4cabe269f2cd9077d99d2573eac039a8dc54,pilot,completed,20,10,186,166,0.32633075258075256,0.32727272727272727,0.3073602595959322,0.36277777777777775,0.375,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R6-R2,ai-race-fairgame-v3,320ad475ef61963e7fe9139623948c5cbea92c143fe0676edb6f4c0f421061c9,pilot,completed,20,10,186,166,0.30006375568875565,0.28125,0.29355570329247377,0.3373015873015873,0.3047619047619048,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R6-R3,ai-race-fairgame-v3,f5331636d27cc7e4066b9a07793ae77ba75b649d0d49641ef87617e83046209f,pilot,completed,20,10,186,166,0.3711000804750805,0.34375,0.23624460595946062,0.4165873015873016,0.38095238095238093,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R6-R4,ai-race-fairgame-v3,88b7a3a5dd650ba8221903991a1863c6ba6b4acc1df3d56c45ec302b41ce1ba7,pilot,completed,20,10,186,166,0.4542837024087024,0.44155844155844154,0.15656952952980172,0.5107539682539682,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R6-R5,ai-race-fairgame-v3,1a09252a2fe4a50d40f394a2bff1b19c83f6a1ac9bfd59064f637e161a228ba1,pilot,completed,20,10,186,166,0.4441709679209679,0.4,0.1313513561049671,0.4979960317460318,0.5,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,R6-R6,ai-race-fairgame-v3,7f69244f5c9ecdf874de48aaa1dfa920a53ba3c006f0d72507af7e7433c742e0,pilot,completed,20,10,186,166,0.5090970140970141,0.5,0.14570258054791566,0.570952380952381,0.5444444444444445,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,S_AA,ai-race-fairgame-v3,72d88f6f1a871b5991872d125c57cf8f2c99fb4548cf8d43662d26b3b5ea4f1c,pilot,completed,20,10,186,166,0.3435255716505716,0.32291666666666663,0.11516177534893297,0.3905753968253968,0.35416666666666663,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,S_AC,ai-race-fairgame-v3,18e617eefe8e0a994d792ee2e680f00dc38673b43ff5546e5bcd9d821ded93a2,pilot,completed,20,10,186,166,0.24410776723276723,0.25555555555555554,0.24498597253667284,0.28037698412698414,0.2847222222222222,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,S_CA,ai-race-fairgame-v3,9fbff883ad22b6c67f0696d20295ff3690e6b4fb6098aaffc8db4fd39675a992,pilot,completed,20,10,186,166,0.3297037684537685,0.25,0.3521005711722822,0.3498809523809524,0.3055555555555556,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,S_CC,ai-race-fairgame-v3,3050014eab7573c1e9ccb80096dc67a6921b13e4afd85419fc9da2039f99d23f,pilot,completed,20,10,186,166,0.0,0.0,0.0,0.0,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.6,none,ai-race-fairgame-v3,b323588675c9a8ba411ffa23e98811bc735ee30269e7db0dcbd23907d5a266f1,pilot,completed,20,10,186,166,0.15133699633699632,0.14835164835164835,0.11967783782614438,0.1778769841269841,0.16666666666666666,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.9,R+,ai-race-fairgame-v3,b33fdc8b55d4dbe70a50d073c1df939b6026ae9807dbbdaf60d10362342736db,pilot,completed,20,10,186,166,0.42731220168720163,0.4017857142857143,0.28718012881379273,0.43105158730158727,0.39285714285714285,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.9,R-,ai-race-fairgame-v3,5f15793a13f7e4526ab316ee4339dc47dfd90790ea75542cee4ff3992a4f3cab,pilot,completed,20,10,186,166,0.038995726495726496,0.0,0.06192750533895093,0.04345238095238095,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.9,R0,ai-race-fairgame-v3,ce2572ed7d6c65c40f8bcee90f0e86899a1ed8b6732f58a717bf0774e3814209,pilot,completed,20,10,186,166,0.043611111111111114,0.0,0.07459196999881486,0.05083333333333333,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.9,R1-R1,ai-race-fairgame-v3,28932989a4ce8dbaef4df00f5fbb34fc8506f9799753e1880dcce9f2d8ff02ee,pilot,completed,20,10,186,166,0.01111111111111111,0.0,0.049690399499995326,0.0125,0.0,9.3,9.0,0.0,186,10,0
gpt-5-nano,0.9,R1-R2,ai-race-fairgame-v3,cd7731c0357528df12e9c019e5c38926db31562198e17cbbdb7f58aab6936176,pilot,completed,20,10,186,166,0.013392857142857142,0.0,0.04132400272068632,0.015476190476190477,0.0,9.3,9.0,0.0,186,10,0
