bootstrap,rule,unsafe_rate,lift,support
0,gap_direction=ahead & family=family_gemini,0.05714285714285714,-0.5434763379035825,140
0,gap_direction=ahead & gap_magnitude=gap_0_5_1 & family=family_gemini,0.05714285714285714,-0.5434763379035825,140
0,prev_state=own_prev_unsafe & gap_direction=ahead & family=family_gemini,0.058394160583941604,-0.542225034462498,137
0,prev_state=own_prev_unsafe & gap_magnitude=gap_0_5_1 & family=family_gemini,0.058394160583941604,-0.542225034462498,137
0,round_phase=late_r9plus & model_slug=gpt-5-nano,0.025,-0.5756191950464397,120
0,round_phase=late_r9plus & family=family_chatgpt & model_slug=gpt-5-nano,0.025,-0.5756191950464397,120
0,prev_state=both_prev_safe & round_phase=late_r9plus & model_slug=gpt-5-nano,0.02727272727272727,-0.5733464677737125,110
0,gap_direction=near_tied & own_risk_state=risk_low & model_slug=gpt-5-nano,0.03389830508474576,-0.5667208899616939,118
0,gap_direction=near_tied & opponent_risk_state=risk_low & model_slug=gpt-5-nano,0.03389830508474576,-0.5667208899616939,118
0,gap_magnitude=gap_0_0_5 & own_risk_state=risk_low & model_slug=gpt-5-nano,0.03389830508474576,-0.5667208899616939,118
0,gap_magnitude=gap_0_0_5 & opponent_risk_state=risk_low & model_slug=gpt-5-nano,0.03389830508474576,-0.5667208899616939,118
0,gap_direction=near_tied & round_phase=mid_r5_8 & model_slug=gpt-5-nano,0.05128205128205128,-0.5493371437643884,156
1,gap_direction=ahead & family=family_gemini,0.04032258064516129,-0.5429413660659128,124
1,gap_direction=ahead & gap_magnitude=gap_0_5_1 & family=family_gemini,0.04032258064516129,-0.5429413660659128,124
1,prev_state=own_prev_unsafe & gap_direction=ahead & family=family_gemini,0.04132231404958678,-0.5419416326614873,121
1,prev_state=own_prev_unsafe & gap_magnitude=gap_0_5_1 & family=family_gemini,0.04132231404958678,-0.5419416326614873,121
1,round_phase=late_r9plus & model_slug=gpt-5-nano,0.05223880597014925,-0.5310251407409248,134
1,round_phase=late_r9plus & family=family_chatgpt & model_slug=gpt-5-nano,0.05223880597014925,-0.5310251407409248,134
1,prev_state=both_prev_safe & round_phase=late_r9plus & model_slug=gpt-5-nano,0.0603448275862069,-0.5229191191248672,116
1,gap_direction=near_tied & own_risk_state=risk_low & model_slug=gpt-5-nano,0.10638297872340426,-0.4768809679876698,94
1,gap_direction=near_tied & opponent_risk_state=risk_low & model_slug=gpt-5-nano,0.10638297872340426,-0.4768809679876698,94
1,gap_magnitude=gap_0_0_5 & own_risk_state=risk_low & model_slug=gpt-5-nano,0.10638297872340426,-0.4768809679876698,94
1,gap_magnitude=gap_0_0_5 & opponent_risk_state=risk_low & model_slug=gpt-5-nano,0.10638297872340426,-0.4768809679876698,94
1,gap_direction=near_tied & round_phase=mid_r5_8 & model_slug=gpt-5-nano,0.07228915662650602,-0.510974790084568,166
2,gap_direction=ahead & family=family_gemini,0.04918032786885246,-0.5749441857498245,122
2,gap_direction=ahead & gap_magnitude=gap_0_5_1 & family=family_gemini,0.04918032786885246,-0.5749441857498245,122
2,prev_state=own_prev_unsafe & gap_direction=ahead & family=family_gemini,0.05,-0.574124513618677,120
2,prev_state=own_prev_unsafe & gap_magnitude=gap_0_5_1 & family=family_gemini,0.05,-0.574124513618677,120
2,round_phase=late_r9plus & model_slug=gpt-5-nano,0.05555555555555555,-0.5685689580631215,108
2,round_phase=late_r9plus & family=family_chatgpt & model_slug=gpt-5-nano,0.05555555555555555,-0.5685689580631215,108
2,prev_state=both_prev_safe & round_phase=late_r9plus & model_slug=gpt-5-nano,0.06521739130434782,-0.5589071223143293,92
2,gap_direction=near_tied & own_risk_state=risk_low & model_slug=gpt-5-nano,0.05,-0.574124513618677,80
2,gap_direction=near_tied & opponent_risk_state=risk_low & model_slug=gpt-5-nano,0.05,-0.574124513618677,80
2,gap_magnitude=gap_0_0_5 & own_risk_state=risk_low & model_slug=gpt-5-nano,0.05,-0.574124513618677,80
2,gap_magnitude=gap_0_0_5 & opponent_risk_state=risk_low & model_slug=gpt-5-nano,0.05,-0.574124513618677,80
2,gap_direction=near_tied & round_phase=mid_r5_8 & model_slug=gpt-5-nano,0.057692307692307696,-0.5664322059263693,104
3,gap_direction=ahead & family=family_gemini,0.01694915254237288,-0.5395936584430876,118
3,gap_direction=ahead & gap_magnitude=gap_0_5_1 & family=family_gemini,0.01694915254237288,-0.5395936584430876,118
3,prev_state=own_prev_unsafe & gap_direction=ahead & family=family_gemini,0.017241379310344827,-0.5393014316751156,116
3,prev_state=own_prev_unsafe & gap_magnitude=gap_0_5_1 & family=family_gemini,0.017241379310344827,-0.5393014316751156,116
3,round_phase=late_r9plus & model_slug=gpt-5-nano,0.06329113924050633,-0.4932516717449541,158
3,round_phase=late_r9plus & family=family_chatgpt & model_slug=gpt-5-nano,0.06329113924050633,-0.4932516717449541,158
3,prev_state=both_prev_safe & round_phase=late_r9plus & model_slug=gpt-5-nano,0.07246376811594203,-0.4840790428695184,138
3,gap_direction=near_tied & own_risk_state=risk_low & model_slug=gpt-5-nano,0.046875,-0.5096678109854604,128
3,gap_direction=near_tied & opponent_risk_state=risk_low & model_slug=gpt-5-nano,0.046875,-0.5096678109854604,128
3,gap_magnitude=gap_0_0_5 & own_risk_state=risk_low & model_slug=gpt-5-nano,0.046875,-0.5096678109854604,128
3,gap_magnitude=gap_0_0_5 & opponent_risk_state=risk_low & model_slug=gpt-5-nano,0.046875,-0.5096678109854604,128
3,gap_direction=near_tied & round_phase=mid_r5_8 & model_slug=gpt-5-nano,0.0449438202247191,-0.5115989907607413,178
4,gap_direction=ahead & family=family_gemini,0.03816793893129771,-0.5586448100726864,131
4,gap_direction=ahead & gap_magnitude=gap_0_5_1 & family=family_gemini,0.03816793893129771,-0.5586448100726864,131
4,prev_state=own_prev_unsafe & gap_direction=ahead & family=family_gemini,0.0390625,-0.5577502490039841,128
4,prev_state=own_prev_unsafe & gap_magnitude=gap_0_5_1 & family=family_gemini,0.0390625,-0.5577502490039841,128
4,round_phase=late_r9plus & model_slug=gpt-5-nano,0.10909090909090909,-0.487721839913075,110
4,round_phase=late_r9plus & family=family_chatgpt & model_slug=gpt-5-nano,0.10909090909090909,-0.487721839913075,110
4,prev_state=both_prev_safe & round_phase=late_r9plus & model_slug=gpt-5-nano,0.14285714285714285,-0.4539556061468412,84
4,gap_direction=near_tied & own_risk_state=risk_low & model_slug=gpt-5-nano,0.06666666666666667,-0.5301460823373174,90
4,gap_direction=near_tied & opponent_risk_state=risk_low & model_slug=gpt-5-nano,0.06666666666666667,-0.5301460823373174,90
4,gap_magnitude=gap_0_0_5 & own_risk_state=risk_low & model_slug=gpt-5-nano,0.06666666666666667,-0.5301460823373174,90
4,gap_magnitude=gap_0_0_5 & opponent_risk_state=risk_low & model_slug=gpt-5-nano,0.06666666666666667,-0.5301460823373174,90
4,gap_direction=near_tied & round_phase=mid_r5_8 & model_slug=gpt-5-nano,0.07352941176470588,-0.5232833372392782,136
5,gap_direction=ahead & family=family_gemini,0.050359712230215826,-0.5285446213756713,139
5,gap_direction=ahead & gap_magnitude=gap_0_5_1 & family=family_gemini,0.050359712230215826,-0.5285446213756713,139
5,prev_state=own_prev_unsafe & gap_direction=ahead & family=family_gemini,0.051470588235294115,-0.527433745370593,136
5,prev_state=own_prev_unsafe & gap_magnitude=gap_0_5_1 & family=family_gemini,0.051470588235294115,-0.527433745370593,136
5,round_phase=late_r9plus & model_slug=gpt-5-nano,0.09848484848484848,-0.4804194851210386,132
5,round_phase=late_r9plus & family=family_chatgpt & model_slug=gpt-5-nano,0.09848484848484848,-0.4804194851210386,132
5,prev_state=both_prev_safe & round_phase=late_r9plus & model_slug=gpt-5-nano,0.12745098039215685,-0.45145335321373026,102
5,gap_direction=near_tied & own_risk_state=risk_low & model_slug=gpt-5-nano,0.10377358490566038,-0.47513074870022676,106
5,gap_direction=near_tied & opponent_risk_state=risk_low & model_slug=gpt-5-nano,0.10377358490566038,-0.47513074870022676,106
5,gap_magnitude=gap_0_0_5 & own_risk_state=risk_low & model_slug=gpt-5-nano,0.10377358490566038,-0.47513074870022676,106
5,gap_magnitude=gap_0_0_5 & opponent_risk_state=risk_low & model_slug=gpt-5-nano,0.10377358490566038,-0.47513074870022676,106
5,gap_direction=near_tied & round_phase=mid_r5_8 & model_slug=gpt-5-nano,0.08870967741935484,-0.49019465618653224,124
