scope,scope_label,feature,importance,n,clusters
model_gpt-5-nano_baseline_r2,gpt-5-nano baseline round 2+,gap_magnitude_gap_0_5_1,0.018299285675215115,498,30
model_gpt-5-nano_baseline_r2,gpt-5-nano baseline round 2+,gap_magnitude_gap_1plus,0.0,498,30
model_gpt-5-nano_baseline_r2,gpt-5-nano baseline round 2+,own_risk_state_risk_high,0.0,498,30
model_gpt-5-nano_baseline_r2,gpt-5-nano baseline round 2+,own_risk_state_risk_low,0.011768516685452894,498,30
model_gpt-5-nano_baseline_r2,gpt-5-nano baseline round 2+,own_risk_state_risk_mid,0.007462055980547596,498,30
model_gpt-5-nano_baseline_r2,gpt-5-nano baseline round 2+,own_risk_state_risk_zero,0.042985559593481194,498,30
model_gpt-5-nano_baseline_r2,gpt-5-nano baseline round 2+,opponent_risk_state_risk_high,0.0,498,30
model_gpt-5-nano_baseline_r2,gpt-5-nano baseline round 2+,opponent_risk_state_risk_low,0.011151990695943182,498,30
model_gpt-5-nano_baseline_r2,gpt-5-nano baseline round 2+,opponent_risk_state_risk_mid,0.004693285951659936,498,30
model_gpt-5-nano_baseline_r2,gpt-5-nano baseline round 2+,opponent_risk_state_risk_zero,0.023778012146956476,498,30
model_gpt-5-nano_baseline_r2,gpt-5-nano baseline round 2+,round_phase_early_r2_4,0.10648257500963673,498,30
model_gpt-5-nano_baseline_r2,gpt-5-nano baseline round 2+,round_phase_late_r9plus,0.07064032118456286,498,30
model_gpt-5-nano_baseline_r2,gpt-5-nano baseline round 2+,round_phase_mid_r5_8,0.03797996756254058,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,own_prev_unsafe,0.04527072106573772,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,opponent_prev_unsafe,0.02929114707012049,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,progress_gap_before,0.08338329871019008,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,own_private_risk_before,0.1124528550336965,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,opponent_private_risk_before,0.12096081183416853,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,round,0.07705495087927107,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,max_private_risk,0.0564940269671956,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,prev_state_both_prev_safe,0.009588502512543338,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,prev_state_both_prev_unsafe,0.08251902682802947,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,prev_state_opponent_prev_unsafe,0.023327574756217374,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,prev_state_own_prev_unsafe,0.044372854817895206,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,gap_direction_ahead,0.03221789616533295,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,gap_direction_behind,0.01993212446463672,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,gap_direction_near_tied,0.02951531473713386,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,gap_magnitude_gap_0_0_5,0.03599947184884186,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,gap_magnitude_gap_0_5_1,0.04697767728814695,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,gap_magnitude_gap_1plus,0.016727739636629893,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,own_risk_state_risk_high,0.009757701377420401,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,own_risk_state_risk_low,0.022428652247567744,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,own_risk_state_risk_mid,0.017939660260816687,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,own_risk_state_risk_very_high,0.0,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,own_risk_state_risk_zero,0.003635488192814198,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,opponent_risk_state_risk_high,0.008615948808138036,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,opponent_risk_state_risk_low,0.015633071869771,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,opponent_risk_state_risk_mid,0.009935063045153757,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,opponent_risk_state_risk_very_high,0.0,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,opponent_risk_state_risk_zero,0.00239607360472927,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,round_phase_early_r2_4,0.017166043476031106,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,round_phase_late_r9plus,0.011044172195586927,498,30
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,round_phase_mid_r5_8,0.015362130306183112,498,30
