scope,residual_signature,n,events,unsafe_rate,formula,params,loglik,bic,aic,payload_json,formula_text,archetype,model_slug,family
signature_model,ambiguous_AS|CAS,361,85,0.23545706371191136,constant,1,-197.02948192835314,399.94784181503917,396.05896385670627,"{""p"": 0.2361878453038674}",P(U) = 0.24,residual is mostly unconditional safe,gpt-5.4-nano,
signature_model,ambiguous_AS|CS,2982,57,0.019114688128772636,gap_plus_lag,4,-92.35509214930264,216.711582279904,192.71018429860527,"{""coef"": [-13.007847602436263, 0.05509247408047761, 3.554799022660653], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": -6.9139733704754835}",logit P(U) = -6.91 + -13.01*gap + 0.06*opp_prevU + 3.55*own_prevU,catch-up rule: unsafe rises when behind,google-gemini-3-flash-preview,
signature_model,ambiguous_AS|CS,2982,57,0.019114688128772636,linear_gap,2,-101.1227147280651,218.24612844677958,206.2454294561302,"{""coef"": [-12.729589139637085], ""features"": [""gap""], ""intercept"": -6.572747026895929}",logit P(U) = -6.57 + -12.73*gap,catch-up rule: unsafe rises when behind,google-gemini-3-flash-preview,
signature_model,ambiguous_AS|CS,2982,57,0.019114688128772636,abs_gap,2,-101.71104773536513,219.42279446137962,207.42209547073026,"{""coef"": [12.69488155023023], ""features"": [""abs_gap""], ""intercept"": -6.572703967086327}",logit P(U) = -6.57 + 12.69*|gap|,unsafe rises when the race is uneven,google-gemini-3-flash-preview,
signature_model,ambiguous_AS|CS,2982,57,0.019114688128772636,quadratic_gap,3,-101.10909495737502,226.2192384007241,208.21818991475004,"{""coef"": [-9.900815805328518, 5.562387318767926], ""features"": [""gap"", ""gap_sq""], ""intercept"": -6.555404765847607}",logit P(U) = -6.56 + -9.90*gap + 5.56*gap^2,catch-up rule: unsafe rises when behind,google-gemini-3-flash-preview,
signature_model,ambiguous_AS|CS,2982,57,0.019114688128772636,step_low_gap,3,-106.50528131193582,237.0116111098457,219.01056262387164,"{""loglik"": -106.50528131193582, ""n_left"": 110, ""n_right"": 2872, ""p_left"": 0.481981981981982, ""p_right"": 0.0015663069961712496, ""threshold"": -0.5}","P(U)= 0.48 if gap <= -0.50, else 0.00",threshold rule concentrated on behind/low-gap side,google-gemini-3-flash-preview,
signature_model,ambiguous_AS|CS,2982,57,0.019114688128772636,step_high_gap,3,-106.50528131193582,237.0116111098457,219.01056262387164,"{""loglik"": -106.50528131193582, ""n_left"": 2872, ""n_right"": 110, ""p_left"": 0.0015663069961712496, ""p_right"": 0.481981981981982, ""threshold"": -0.25}","P(U)= 0.00 if gap >= -0.25, else 0.48",threshold rule concentrated on below-threshold side,google-gemini-3-flash-preview,
signature_model,ambiguous_AS|CS,2982,57,0.019114688128772636,direction_bins,3,-254.00063271924967,532.0023139244734,514.0012654384993,"{""coef"": [8.094633285973034, 0.0], ""features"": [""behind"", ""ahead""], ""intercept"": -4.071657091715624}",logit P(U) = -4.07 + 8.09*behind + 0.00*ahead,catch-up rule: unsafe rises when behind,google-gemini-3-flash-preview,
signature_model,ambiguous_AS|CS,2982,57,0.019114688128772636,constant,1,-282.01978110544115,572.039911706207,566.0395622108823,"{""p"": 0.019275896748240026}",P(U) = 0.02,residual is mostly unconditional safe,google-gemini-3-flash-preview,
signature_model,ambiguous_AS|CS,6208,660,0.10631443298969072,step_low_gap,3,-1864.8689835339305,3755.93874925345,3735.737967067861,"{""loglik"": -1864.8689835339305, ""n_left"": 5217, ""n_right"": 991, ""p_left"": 0.06372173246454581, ""p_right"": 0.3311491935483871, ""threshold"": 0.0}","P(U)= 0.06 if gap <= 0.00, else 0.33",threshold rule concentrated on above-threshold side,gpt-5-nano,
signature_model,ambiguous_AS|CS,6208,660,0.10631443298969072,step_high_gap,3,-1864.8689835339305,3755.93874925345,3735.737967067861,"{""loglik"": -1864.8689835339305, ""n_left"": 991, ""n_right"": 5217, ""p_left"": 0.3311491935483871, ""p_right"": 0.06372173246454581, ""threshold"": 0.25}","P(U)= 0.33 if gap >= 0.25, else 0.06",threshold rule concentrated on ahead/high-gap side,gpt-5-nano,
signature_model,ambiguous_AS|CS,6208,660,0.10631443298969072,gap_plus_lag,4,-1897.212342265018,3829.359060777488,3802.424684530036,"{""coef"": [0.9150182963079259, 3.0043001822969, -0.14756916859323788], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": -2.5370418162300634}",logit P(U) = -2.54 + 0.92*gap + 3.00*opp_prevU + -0.15*own_prevU,leader-pressure rule: unsafe rises when ahead,gpt-5-nano,
signature_model,ambiguous_AS|CS,6208,660,0.10631443298969072,abs_gap,2,-1933.8242241210762,3885.1156363658783,3871.6484482421524,"{""coef"": [1.0978818366782168], ""features"": [""abs_gap""], ""intercept"": -2.4952575027084123}",logit P(U) = -2.50 + 1.10*|gap|,unsafe rises when the race is uneven,gpt-5-nano,
signature_model,ambiguous_AS|CS,6208,660,0.10631443298969072,direction_bins,3,-1948.3181964072353,3922.8371750000597,3902.6363928144706,"{""coef"": [2.828856743315206, 1.64385036228052], ""features"": [""behind"", ""ahead""], ""intercept"": -2.4497880614184693}",logit P(U) = -2.45 + 2.83*behind + 1.64*ahead,catch-up rule: unsafe rises when behind,gpt-5-nano,
signature_model,ambiguous_AS|CS,6208,660,0.10631443298969072,linear_gap,2,-2047.590383305252,4112.647954734231,4099.180766610504,"{""coef"": [0.6561214617686196], ""features"": [""gap""], ""intercept"": -2.290407763147148}",logit P(U) = -2.29 + 0.66*gap,leader-pressure rule: unsafe rises when ahead,gpt-5-nano,
signature_model,ambiguous_AS|CS,6208,660,0.10631443298969072,quadratic_gap,3,-2046.661720573733,4119.5242233330555,4099.323441147466,"{""coef"": [0.4690990794190801, 0.08895710164613324], ""features"": [""gap"", ""gap_sq""], ""intercept"": -2.2846583645366216}",logit P(U) = -2.28 + 0.47*gap + 0.09*gap^2,leader-pressure rule: unsafe rises when ahead,gpt-5-nano,
signature_model,ambiguous_AS|CS,6208,660,0.10631443298969072,constant,1,-2102.896224827533,4214.526043716929,4207.792449655066,"{""p"": 0.1063778386213561}",P(U) = 0.11,residual is mostly unconditional safe,gpt-5-nano,
signature_model,ambiguous_AS|CS,3110,247,0.07942122186495176,gap_plus_lag,4,-739.6166252416647,1511.4027625040226,1487.2332504833294,"{""coef"": [0.753053030465771, 3.1658595010667088, 1.2013580996198374], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": -2.9719443788605155}",logit P(U) = -2.97 + 0.75*gap + 3.17*opp_prevU + 1.20*own_prevU,leader-pressure rule: unsafe rises when ahead,gpt-5.4-nano,
signature_model,ambiguous_AS|CS,3110,247,0.07942122186495176,abs_gap,2,-758.9019725890244,1533.8887011883953,1521.8039451780487,"{""coef"": [1.4017245230863722], ""features"": [""abs_gap""], ""intercept"": -2.903864489615386}",logit P(U) = -2.90 + 1.40*|gap|,unsafe rises when the race is uneven,gpt-5.4-nano,
signature_model,ambiguous_AS|CS,3110,247,0.07942122186495176,step_low_gap,3,-759.383217582239,1542.893569179998,1524.766435164478,"{""loglik"": -759.383217582239, ""n_left"": 2737, ""n_right"": 373, ""p_left"": 0.04839298758217677, ""p_right"": 0.3088235294117647, ""threshold"": 0.0}","P(U)= 0.05 if gap <= 0.00, else 0.31",threshold rule concentrated on above-threshold side,gpt-5.4-nano,
signature_model,ambiguous_AS|CS,3110,247,0.07942122186495176,step_high_gap,3,-759.383217582239,1542.893569179998,1524.766435164478,"{""loglik"": -759.383217582239, ""n_left"": 373, ""n_right"": 2737, ""p_left"": 0.3088235294117647, ""p_right"": 0.04839298758217677, ""threshold"": 0.25}","P(U)= 0.31 if gap >= 0.25, else 0.05",threshold rule concentrated on ahead/high-gap side,gpt-5.4-nano,
signature_model,ambiguous_AS|CS,3110,247,0.07942122186495176,direction_bins,3,-766.8495862946854,1557.8263066048908,1539.6991725893708,"{""coef"": [2.768491917430461, 2.0774966091883837], ""features"": [""behind"", ""ahead""], ""intercept"": -2.870499515574877}",logit P(U) = -2.87 + 2.77*behind + 2.08*ahead,catch-up rule: unsafe rises when behind,gpt-5.4-nano,
signature_model,ambiguous_AS|CS,3110,247,0.07942122186495176,quadratic_gap,3,-814.552512231224,1653.232158477968,1635.105024462448,"{""coef"": [-0.2625417565054875, 0.5378433022782052], ""features"": [""gap"", ""gap_sq""], ""intercept"": -2.64720631629083}",logit P(U) = -2.65 + -0.26*gap + 0.54*gap^2,catch-up rule: unsafe rises when behind,gpt-5.4-nano,
signature_model,ambiguous_AS|CS,3110,247,0.07942122186495176,linear_gap,2,-847.8653609787816,1711.8154779679098,1699.7307219575632,"{""coef"": [0.6123951555093045], ""features"": [""gap""], ""intercept"": -2.554120196335065}",logit P(U) = -2.55 + 0.61*gap,leader-pressure rule: unsafe rises when ahead,gpt-5.4-nano,
signature_model,ambiguous_AS|CS,3110,247,0.07942122186495176,constant,1,-862.569816755001,1733.1820115151754,1727.139633510002,"{""p"": 0.07955641272902604}",P(U) = 0.08,residual is mostly unconditional safe,gpt-5.4-nano,
signature_model,ambiguous_AU|CAS,1634,1485,0.908812729498164,gap_plus_lag,4,-341.679072261472,712.9532896246238,691.358144522944,"{""coef"": [-1.7101425890896185, 2.726027930360708, -0.4574787671793562], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": 1.173089153233662}",logit P(U) = 1.17 + -1.71*gap + 2.73*opp_prevU + -0.46*own_prevU,catch-up rule: unsafe rises when behind,google-gemini-3-flash-preview,
signature_model,ambiguous_AU|CAS,1634,1485,0.908812729498164,linear_gap,2,-403.61703289902584,822.0316383488915,811.2340657980517,"{""coef"": [-3.7153282978847657], ""features"": [""gap""], ""intercept"": 3.1160670390548453}",logit P(U) = 3.12 + -3.72*gap,catch-up rule: unsafe rises when behind,google-gemini-3-flash-preview,
signature_model,ambiguous_AU|CAS,1634,1485,0.908812729498164,quadratic_gap,3,-402.581805481526,827.3599697893118,811.163610963052,"{""coef"": [-4.600399675972567, 1.0420269836157183], ""features"": [""gap"", ""gap_sq""], ""intercept"": 3.1767582001638615}",logit P(U) = 3.18 + -4.60*gap + 1.04*gap^2,catch-up rule: unsafe rises when behind,google-gemini-3-flash-preview,
signature_model,ambiguous_AU|CAS,1634,1485,0.908812729498164,abs_gap,2,-408.3593228669421,831.516218284724,820.7186457338842,"{""coef"": [-3.6421524738568607], ""features"": [""abs_gap""], ""intercept"": 3.1303374831712705}",logit P(U) = 3.13 + -3.64*|gap|,gap magnitude is weak,google-gemini-3-flash-preview,
signature_model,ambiguous_AU|CAS,1634,1485,0.908812729498164,step_low_gap,3,-414.4533389805164,851.1030367872926,834.9066779610328,"{""loglik"": -414.4533389805164, ""n_left"": 1309, ""n_right"": 325, ""p_left"": 0.9606870229007634, ""p_right"": 0.6978527607361963, ""threshold"": 0.0}","P(U)= 0.96 if gap <= 0.00, else 0.70",threshold rule concentrated on behind/low-gap side,google-gemini-3-flash-preview,
signature_model,ambiguous_AU|CAS,1634,1485,0.908812729498164,step_high_gap,3,-414.4533389805164,851.1030367872926,834.9066779610328,"{""loglik"": -414.4533389805164, ""n_left"": 325, ""n_right"": 1309, ""p_left"": 0.6978527607361963, ""p_right"": 0.9606870229007634, ""threshold"": 0.25}","P(U)= 0.70 if gap >= 0.25, else 0.96",threshold rule concentrated on below-threshold side,google-gemini-3-flash-preview,
signature_model,ambiguous_AU|CAS,1634,1485,0.908812729498164,direction_bins,3,-458.97582577476,940.1480103757798,923.95165154952,"{""coef"": [0.0, -2.82435024471093], ""features"": [""behind"", ""ahead""], ""intercept"": 2.501572702927859}",logit P(U) = 2.50 + 0.00*behind + -2.82*ahead,catch-up rule: unsafe rises when behind,google-gemini-3-flash-preview,
signature_model,ambiguous_AU|CAS,1634,1485,0.908812729498164,constant,1,-498.8218637011981,1005.0425136778161,999.6437274023962,"{""p"": 0.9085626911314985}",P(U) = 0.91,residual is mostly unconditional unsafe,google-gemini-3-flash-preview,
signature_model,ambiguous_AU|CAS,274,247,0.9014598540145985,linear_gap,2,-64.92485221519792,141.07596064317198,133.84970443039583,"{""coef"": [-19.589709689568505], ""features"": [""gap""], ""intercept"": 2.568304618294992}",logit P(U) = 2.57 + -19.59*gap,catch-up rule: unsafe rises when behind,google-gemini-3.1-flash-lite-preview,
signature_model,ambiguous_AU|CAS,274,247,0.9014598540145985,quadratic_gap,3,-64.93992326078212,146.71923084072847,135.87984652156425,"{""coef"": [-14.876300066586616, -4.998558449655192], ""features"": [""gap"", ""gap_sq""], ""intercept"": 2.567941469702339}",logit P(U) = 2.57 + -14.88*gap + -5.00*gap^2,catch-up rule: unsafe rises when behind,google-gemini-3.1-flash-lite-preview,
signature_model,ambiguous_AU|CAS,274,247,0.9014598540145985,gap_plus_lag,4,-63.320914387686386,149.09434120092504,134.64182877537277,"{""coef"": [-17.306568725476474, 1.4762589960788361, -0.6392668646462591], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": 1.8443098840842815}",logit P(U) = 1.84 + -17.31*gap + 1.48*opp_prevU + -0.64*own_prevU,catch-up rule: unsafe rises when behind,google-gemini-3.1-flash-lite-preview,
signature_model,ambiguous_AU|CAS,274,247,0.9014598540145985,step_low_gap,3,-66.24987454296118,149.33913340508656,138.49974908592236,"{""loglik"": -66.24987454296118, ""n_left"": 265, ""n_right"": 9, ""p_left"": 0.9304511278195489, ""p_right"": 0.05, ""threshold"": 0.0}","P(U)= 0.93 if gap <= 0.00, else 0.05",threshold rule concentrated on behind/low-gap side,google-gemini-3.1-flash-lite-preview,
signature_model,ambiguous_AU|CAS,274,247,0.9014598540145985,step_high_gap,3,-66.24987454296118,149.33913340508656,138.49974908592236,"{""loglik"": -66.24987454296118, ""n_left"": 9, ""n_right"": 265, ""p_left"": 0.05, ""p_right"": 0.9304511278195489, ""threshold"": 0.25}","P(U)= 0.05 if gap >= 0.25, else 0.93",threshold rule concentrated on below-threshold side,google-gemini-3.1-flash-lite-preview,
signature_model,ambiguous_AU|CAS,274,247,0.9014598540145985,abs_gap,2,-79.25932343939095,169.74490309155806,162.5186468787819,"{""coef"": [-4.5628820850385035], ""features"": [""abs_gap""], ""intercept"": 2.5692547659137155}",logit P(U) = 2.57 + -4.56*|gap|,gap magnitude is weak,google-gemini-3.1-flash-lite-preview,
signature_model,ambiguous_AU|CAS,274,247,0.9014598540145985,constant,1,-88.19384487832232,182.00081786303272,178.38768975664465,"{""p"": 0.9}",P(U) = 0.90,residual is mostly unconditional unsafe,google-gemini-3.1-flash-lite-preview,
signature_model,ambiguous_AU|CAS,98,76,0.7755102040816326,linear_gap,2,-42.762921192271236,94.69577734188361,89.52584238454247,"{""coef"": [-5.166689509166616], ""features"": [""gap""], ""intercept"": 1.5074467069269175}",logit P(U) = 1.51 + -5.17*gap,catch-up rule: unsafe rises when behind,google-gemini-3.5-flash-lite,
signature_model,ambiguous_AU|CAS,98,76,0.7755102040816326,quadratic_gap,3,-42.54714341270089,98.8491892614135,91.09428682540178,"{""coef"": [-12.25180591406444, 14.706165882625545], ""features"": [""gap"", ""gap_sq""], ""intercept"": 1.4718585527771535}",logit P(U) = 1.47 + -12.25*gap + 14.71*gap^2,polarized rule: unsafe at larger absolute gaps,google-gemini-3.5-flash-lite,
signature_model,ambiguous_AU|CAS,98,76,0.7755102040816326,gap_plus_lag,4,-42.262026703963826,102.86392332260993,92.52405340792765,"{""coef"": [-4.234641030812883, 0.7113454439300376, -0.03581353431974027], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": 0.9743156135972268}",logit P(U) = 0.97 + -4.23*gap + 0.71*opp_prevU + -0.04*own_prevU,catch-up rule: unsafe rises when behind,google-gemini-3.5-flash-lite,
signature_model,ambiguous_AU|CAS,98,76,0.7755102040816326,step_low_gap,3,-44.84354204787255,103.44198653175683,95.6870840957451,"{""loglik"": -44.84354204787255, ""n_left"": 87, ""n_right"": 11, ""p_left"": 0.8352272727272727, ""p_right"": 0.2916666666666667, ""threshold"": 0.0}","P(U)= 0.84 if gap <= 0.00, else 0.29",threshold rule concentrated on behind/low-gap side,google-gemini-3.5-flash-lite,
signature_model,ambiguous_AU|CAS,98,76,0.7755102040816326,step_high_gap,3,-44.84354204787255,103.44198653175683,95.6870840957451,"{""loglik"": -44.84354204787255, ""n_left"": 11, ""n_right"": 87, ""p_left"": 0.2916666666666667, ""p_right"": 0.8352272727272727, ""threshold"": 0.25}","P(U)= 0.29 if gap >= 0.25, else 0.84",threshold rule concentrated on below-threshold side,google-gemini-3.5-flash-lite,
signature_model,ambiguous_AU|CAS,98,76,0.7755102040816326,constant,1,-52.19031220729232,108.96559189325522,106.38062441458464,"{""p"": 0.7727272727272727}",P(U) = 0.77,residual is mostly unconditional unsafe,google-gemini-3.5-flash-lite,
signature_model,ambiguous_AU|CAS,98,76,0.7755102040816326,abs_gap,2,-50.9615825156565,111.09309998865415,105.923165031313,"{""coef"": [-1.6875677245190535], ""features"": [""abs_gap""], ""intercept"": 1.4718774629405589}",logit P(U) = 1.47 + -1.69*|gap|,gap magnitude is weak,google-gemini-3.5-flash-lite,
signature_model,ambiguous_AU|CAS,58,32,0.5517241379310345,linear_gap,2,-36.954868300510036,82.03062262211292,77.90973660102007,"{""coef"": [-1.0850889965669797], ""features"": [""gap""], ""intercept"": 1.1733623676073228}",logit P(U) = 1.17 + -1.09*gap,catch-up rule: unsafe rises when behind,gpt-5-nano,
signature_model,ambiguous_AU|CAS,58,32,0.5517241379310345,gap_plus_lag,4,-32.9888823845348,82.21953681125527,73.9777647690696,"{""coef"": [-1.2475519758616465, -0.1024717314346896, -1.8201996244620613], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": 2.6112928577234653}",logit P(U) = 2.61 + -1.25*gap + -0.10*opp_prevU + -1.82*own_prevU,catch-up rule: unsafe rises when behind,gpt-5-nano,
signature_model,ambiguous_AU|CAS,58,32,0.5517241379310345,abs_gap,2,-37.214084919539985,82.54905586017281,78.42816983907997,"{""coef"": [-1.0660535035204772], ""features"": [""abs_gap""], ""intercept"": 1.1709709770699057}",logit P(U) = 1.17 + -1.07*|gap|,gap magnitude is weak,gpt-5-nano,
signature_model,ambiguous_AU|CAS,58,32,0.5517241379310345,constant,1,-39.89172582999301,83.84389467053244,81.78345165998601,"{""p"": 0.5508474576271186}",P(U) = 0.55,mixed residual not explained by gap,gpt-5-nano,
signature_model,ambiguous_AU|CAS,58,32,0.5517241379310345,quadratic_gap,3,-36.78194689939826,85.74522283043578,79.56389379879651,"{""coef"": [-0.2923183633749272, -0.39715153514942486], ""features"": [""gap"", ""gap_sq""], ""intercept"": 0.9183276867182318}",logit P(U) = 0.92 + -0.29*gap + -0.40*gap^2,catch-up rule: unsafe rises when behind,gpt-5-nano,
signature_model,ambiguous_AU|CAS,58,32,0.5517241379310345,direction_bins,3,-37.742109062797624,87.6655471572345,81.48421812559525,"{""coef"": [0.0, -1.1166769146274897], ""features"": [""behind"", ""ahead""], ""intercept"": 0.7420103261859764}",logit P(U) = 0.74 + 0.00*behind + -1.12*ahead,catch-up rule: unsafe rises when behind,gpt-5-nano,
signature_model,ambiguous_AU|CAS,58,32,0.5517241379310345,step_low_gap,3,-37.74488706851549,87.67110316867024,81.48977413703098,"{""loglik"": -37.74488706851549, ""n_left"": 31, ""n_right"": 27, ""p_left"": 0.671875, ""p_right"": 0.4107142857142857, ""threshold"": 0.5}","P(U)= 0.67 if gap <= 0.50, else 0.41",threshold rule concentrated on behind/low-gap side,gpt-5-nano,
signature_model,ambiguous_AU|CAS,58,32,0.5517241379310345,step_high_gap,3,-37.74488706851549,87.67110316867024,81.48977413703098,"{""loglik"": -37.74488706851549, ""n_left"": 27, ""n_right"": 31, ""p_left"": 0.4107142857142857, ""p_right"": 0.671875, ""threshold"": 0.75}","P(U)= 0.41 if gap >= 0.75, else 0.67",threshold rule concentrated on below-threshold side,gpt-5-nano,
signature_model,ambiguous_AU|CAS,1916,1438,0.7505219206680585,gap_plus_lag,4,-978.935382725075,1988.1027452842732,1965.87076545015,"{""coef"": [0.37972190398635236, 2.2445298106050293, -0.715138941903387], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": 0.003751986631984714}",logit P(U) = 0.00 + 0.38*gap + 2.24*opp_prevU + -0.72*own_prevU,leader-pressure rule: unsafe rises when ahead,gpt-5.4-nano,
signature_model,ambiguous_AU|CAS,1916,1438,0.7505219206680585,abs_gap,2,-1004.3799162062852,2023.875822329632,2012.7598324125704,"{""coef"": [-0.8981234901003315], ""features"": [""abs_gap""], ""intercept"": 1.6407837033075172}",logit P(U) = 1.64 + -0.90*|gap|,gap magnitude is weak,gpt-5.4-nano,
signature_model,ambiguous_AU|CAS,1916,1438,0.7505219206680585,step_low_gap,3,-1007.5615253649853,2037.797035605563,2021.1230507299706,"{""loglik"": -1007.5615253649853, ""n_left"": 1477, ""n_right"": 439, ""p_left"": 0.8163058186738836, ""p_right"": 0.5284090909090909, ""threshold"": 0.0}","P(U)= 0.82 if gap <= 0.00, else 0.53",threshold rule concentrated on behind/low-gap side,gpt-5.4-nano,
signature_model,ambiguous_AU|CAS,1916,1438,0.7505219206680585,step_high_gap,3,-1007.5615253649853,2037.797035605563,2021.1230507299706,"{""loglik"": -1007.5615253649853, ""n_left"": 439, ""n_right"": 1477, ""p_left"": 0.5284090909090909, ""p_right"": 0.8163058186738836, ""threshold"": 0.25}","P(U)= 0.53 if gap >= 0.25, else 0.82",threshold rule concentrated on below-threshold side,gpt-5.4-nano,
signature_model,ambiguous_AU|CAS,1916,1438,0.7505219206680585,direction_bins,3,-1008.8319613191449,2040.337907513882,2023.6639226382897,"{""coef"": [-0.744530409733654, -1.5922734730550014], ""features"": [""behind"", ""ahead""], ""intercept"": 1.4965223472178286}",logit P(U) = 1.50 + -0.74*behind + -1.59*ahead,catch-up rule: unsafe rises when behind,gpt-5.4-nano,
signature_model,ambiguous_AU|CAS,1916,1438,0.7505219206680585,quadratic_gap,3,-1021.2952280522102,2065.2644409800128,2048.5904561044204,"{""coef"": [-0.309724523508985, -0.28735222183022036], ""features"": [""gap"", ""gap_sq""], ""intercept"": 1.3491687913512542}",logit P(U) = 1.35 + -0.31*gap + -0.29*gap^2,catch-up rule: unsafe rises when behind,gpt-5.4-nano,
signature_model,ambiguous_AU|CAS,1916,1438,0.7505219206680585,linear_gap,2,-1050.9817067280387,2117.079403373139,2105.9634134560774,"{""coef"": [-0.44583739101184466], ""features"": [""gap""], ""intercept"": 1.1369301767925597}",logit P(U) = 1.14 + -0.45*gap,catch-up rule: unsafe rises when behind,gpt-5.4-nano,
signature_model,ambiguous_AU|CAS,1916,1438,0.7505219206680585,constant,1,-1076.3342197266722,2160.2264344118753,2154.6684394533445,"{""p"": 0.7503912363067292}",P(U) = 0.75,residual is mostly unconditional unsafe,gpt-5.4-nano,
signature_model,ambiguous_AU|CS,260,203,0.7807692307692308,gap_plus_lag,4,-109.68428353466345,241.611293593389,227.3685670693269,"{""coef"": [-3.396579234842181, -2.017168953376781, 1.8263912050610238], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": -0.1875604479139537}",logit P(U) = -0.19 + -3.40*gap + -2.02*opp_prevU + 1.83*own_prevU,catch-up rule: unsafe rises when behind,google-gemini-3-flash-preview,
signature_model,ambiguous_AU|CS,260,203,0.7807692307692308,linear_gap,2,-129.57965595353875,270.2806751691086,263.1593119070775,"{""coef"": [-1.9244658410967177], ""features"": [""gap""], ""intercept"": 0.02819226853398268}",logit P(U) = 0.03 + -1.92*gap,catch-up rule: unsafe rises when behind,google-gemini-3-flash-preview,
signature_model,ambiguous_AU|CS,260,203,0.7807692307692308,abs_gap,2,-129.57965595353875,270.2806751691086,263.1593119070775,"{""coef"": [1.9244658410967177], ""features"": [""abs_gap""], ""intercept"": 0.02819226853398268}",logit P(U) = 0.03 + 1.92*|gap|,unsafe rises when the race is uneven,google-gemini-3-flash-preview,
signature_model,ambiguous_AU|CS,260,203,0.7807692307692308,quadratic_gap,3,-129.31598475790977,275.3140144088661,264.63196951581955,"{""coef"": [-3.0403364404065307, -0.7884686658175944], ""features"": [""gap"", ""gap_sq""], ""intercept"": -0.2936940611129996}",logit P(U) = -0.29 + -3.04*gap + -0.79*gap^2,catch-up rule: unsafe rises when behind,google-gemini-3-flash-preview,
signature_model,ambiguous_AU|CS,260,203,0.7807692307692308,constant,1,-136.74336488793404,279.0474114068836,275.48672977586807,"{""p"": 0.7796934865900383}",P(U) = 0.78,residual is mostly unconditional unsafe,google-gemini-3-flash-preview,
signature_model,ambiguous_AU|CS,260,203,0.7807692307692308,direction_bins,3,-131.9538088852126,280.58966266347176,269.9076177704252,"{""coef"": [1.0345751600975235, 0.0], ""features"": [""behind"", ""ahead""], ""intercept"": 0.9469203764596195}",logit P(U) = 0.95 + 1.03*behind + 0.00*ahead,catch-up rule: unsafe rises when behind,google-gemini-3-flash-preview,
signature_model,ambiguous_AU|CS,260,203,0.7807692307692308,step_low_gap,3,-131.96109729417702,280.6042394814006,269.92219458835405,"{""loglik"": -131.96109729417702, ""n_left"": 99, ""n_right"": 161, ""p_left"": 0.875, ""p_right"": 0.7191358024691358, ""threshold"": -1.0}","P(U)= 0.88 if gap <= -1.00, else 0.72",threshold rule concentrated on behind/low-gap side,google-gemini-3-flash-preview,
signature_model,ambiguous_AU|CS,260,203,0.7807692307692308,step_high_gap,3,-131.96109729417702,280.6042394814006,269.92219458835405,"{""loglik"": -131.96109729417702, ""n_left"": 161, ""n_right"": 99, ""p_left"": 0.7191358024691358, ""p_right"": 0.875, ""threshold"": -0.75}","P(U)= 0.72 if gap >= -0.75, else 0.88",threshold rule concentrated on below-threshold side,google-gemini-3-flash-preview,
signature_model,ambiguous_AU|CS,219,141,0.6438356164383562,linear_gap,2,-131.87927465413685,274.5366927679067,267.7585493082737,"{""coef"": [-0.8418311114505618], ""features"": [""gap""], ""intercept"": 1.24193927029251}",logit P(U) = 1.24 + -0.84*gap,catch-up rule: unsafe rises when behind,gpt-5-nano,
signature_model,ambiguous_AU|CS,219,141,0.6438356164383562,gap_plus_lag,4,-127.23891215510633,276.0341112294787,262.47782431021267,"{""coef"": [-0.6588913026412936, 0.6438832396073338, -0.9126440678096733], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": 1.4981058053068546}",logit P(U) = 1.50 + -0.66*gap + 0.64*opp_prevU + -0.91*own_prevU,catch-up rule: unsafe rises when behind,gpt-5-nano,
signature_model,ambiguous_AU|CS,219,141,0.6438356164383562,abs_gap,2,-133.63235045529092,278.0428443702148,271.26470091058184,"{""coef"": [-0.8675265766460329], ""features"": [""abs_gap""], ""intercept"": 1.3368043721010827}",logit P(U) = 1.34 + -0.87*|gap|,gap magnitude is weak,gpt-5-nano,
signature_model,ambiguous_AU|CS,219,141,0.6438356164383562,quadratic_gap,3,-131.6690043895143,279.5052239684781,269.3380087790286,"{""coef"": [-0.5905194038036761, -0.13565329240546323], ""features"": [""gap"", ""gap_sq""], ""intercept"": 1.2095903684119123}",logit P(U) = 1.21 + -0.59*gap + -0.14*gap^2,catch-up rule: unsafe rises when behind,gpt-5-nano,
signature_model,ambiguous_AU|CS,219,141,0.6438356164383562,direction_bins,3,-135.28535417368676,286.737923536823,276.5707083473735,"{""coef"": [5.717680951471743, -1.0672390385279609], ""features"": [""behind"", ""ahead""], ""intercept"": 1.0884754634840244}",logit P(U) = 1.09 + 5.72*behind + -1.07*ahead,catch-up rule: unsafe rises when behind,gpt-5-nano,
