scope,scope_label,rule,depth,support,support_share,unsafe_rate,baseline_unsafe_rate,lift,abs_lift,direction
common_baseline_r2,Common baseline round 2+,own_risk_state=risk_low & family=family_chatgpt & model_slug=gpt-5-nano,3,171,0.06867469879518072,0.0935672514619883,0.585140562248996,-0.4915733107870077,0.4915733107870077,safe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=near_tied & max_risk_level=risk_0.1 & model_slug=gpt-5-nano,3,116,0.046586345381526104,0.09482758620689655,0.585140562248996,-0.49031297604209945,0.49031297604209945,safe_rule
common_baseline_r2,Common baseline round 2+,gap_magnitude=gap_0_0_5 & max_risk_level=risk_0.1 & model_slug=gpt-5-nano,3,116,0.046586345381526104,0.09482758620689655,0.585140562248996,-0.49031297604209945,0.49031297604209945,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_safe & own_risk_state=risk_low & model_slug=gpt-5-nano,3,122,0.04899598393574297,0.10655737704918032,0.585140562248996,-0.4785831851998157,0.4785831851998157,safe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=near_tied & model_slug=gpt-5-nano,2,364,0.1461847389558233,0.10989010989010989,0.585140562248996,-0.47525045235888613,0.47525045235888613,safe_rule
common_baseline_r2,Common baseline round 2+,gap_magnitude=gap_0_0_5 & model_slug=gpt-5-nano,2,364,0.1461847389558233,0.10989010989010989,0.585140562248996,-0.47525045235888613,0.47525045235888613,safe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=near_tied & gap_magnitude=gap_0_0_5 & model_slug=gpt-5-nano,3,364,0.1461847389558233,0.10989010989010989,0.585140562248996,-0.47525045235888613,0.47525045235888613,safe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=near_tied & family=family_chatgpt & model_slug=gpt-5-nano,3,364,0.1461847389558233,0.10989010989010989,0.585140562248996,-0.47525045235888613,0.47525045235888613,safe_rule
common_baseline_r2,Common baseline round 2+,gap_magnitude=gap_0_0_5 & family=family_chatgpt & model_slug=gpt-5-nano,3,364,0.1461847389558233,0.10989010989010989,0.585140562248996,-0.47525045235888613,0.47525045235888613,safe_rule
common_baseline_r2,Common baseline round 2+,round_phase=mid_r5_8 & model_slug=gpt-5-nano,2,198,0.07951807228915662,0.1111111111111111,0.585140562248996,-0.4740294511378849,0.4740294511378849,safe_rule
common_baseline_r2,Common baseline round 2+,round_phase=mid_r5_8 & family=family_chatgpt & model_slug=gpt-5-nano,3,198,0.07951807228915662,0.1111111111111111,0.585140562248996,-0.4740294511378849,0.4740294511378849,safe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=near_tied & max_risk_level=risk_0.9 & model_slug=gpt-5-nano,3,130,0.05220883534136546,0.11538461538461539,0.585140562248996,-0.4697559468643806,0.4697559468643806,safe_rule
common_baseline_r2,Common baseline round 2+,gap_magnitude=gap_0_0_5 & max_risk_level=risk_0.9 & model_slug=gpt-5-nano,3,130,0.05220883534136546,0.11538461538461539,0.585140562248996,-0.4697559468643806,0.4697559468643806,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_safe & round_phase=mid_r5_8 & model_slug=gpt-5-nano,3,154,0.061847389558232935,0.11688311688311688,0.585140562248996,-0.46825744536587915,0.46825744536587915,safe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=near_tied & max_risk_level=risk_0.6 & model_slug=gpt-5-nano,3,118,0.04738955823293173,0.11864406779661017,0.585140562248996,-0.46649649445238583,0.46649649445238583,safe_rule
common_baseline_r2,Common baseline round 2+,gap_magnitude=gap_0_0_5 & max_risk_level=risk_0.6 & model_slug=gpt-5-nano,3,118,0.04738955823293173,0.11864406779661017,0.585140562248996,-0.46649649445238583,0.46649649445238583,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_safe & gap_direction=near_tied & model_slug=gpt-5-nano,3,322,0.12931726907630522,0.12111801242236025,0.585140562248996,-0.46402254982663577,0.46402254982663577,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_safe & gap_magnitude=gap_0_0_5 & model_slug=gpt-5-nano,3,322,0.12931726907630522,0.12111801242236025,0.585140562248996,-0.46402254982663577,0.46402254982663577,safe_rule
common_baseline_r2,Common baseline round 2+,opponent_risk_state=risk_low & model_slug=gpt-5-nano,2,171,0.06867469879518072,0.12280701754385964,0.585140562248996,-0.4623335447051364,0.4623335447051364,safe_rule
common_baseline_r2,Common baseline round 2+,opponent_risk_state=risk_low & family=family_chatgpt & model_slug=gpt-5-nano,3,171,0.06867469879518072,0.12280701754385964,0.585140562248996,-0.4623335447051364,0.4623335447051364,safe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=near_tied & round_phase=mid_r5_8 & family=family_chatgpt,3,184,0.07389558232931727,0.13043478260869565,0.585140562248996,-0.45470577964030034,0.45470577964030034,safe_rule
common_baseline_r2,Common baseline round 2+,gap_magnitude=gap_0_0_5 & round_phase=mid_r5_8 & family=family_chatgpt,3,184,0.07389558232931727,0.13043478260869565,0.585140562248996,-0.45470577964030034,0.45470577964030034,safe_rule
common_baseline_r2,Common baseline round 2+,max_risk_level=risk_0.1 & model_slug=gpt-5-nano,2,166,0.06666666666666667,0.13253012048192772,0.585140562248996,-0.45261044176706833,0.45261044176706833,safe_rule
common_baseline_r2,Common baseline round 2+,max_risk_level=risk_0.1 & family=family_chatgpt & model_slug=gpt-5-nano,3,166,0.06666666666666667,0.13253012048192772,0.585140562248996,-0.45261044176706833,0.45261044176706833,safe_rule
common_baseline_r2,Common baseline round 2+,model_slug=gpt-5-nano,1,498,0.2,0.13855421686746988,0.585140562248996,-0.44658634538152614,0.44658634538152614,safe_rule
common_baseline_r2,Common baseline round 2+,family=family_chatgpt & model_slug=gpt-5-nano,2,498,0.2,0.13855421686746988,0.585140562248996,-0.44658634538152614,0.44658634538152614,safe_rule
common_baseline_r2,Common baseline round 2+,max_risk_level=risk_0.6 & model_slug=gpt-5-nano,2,166,0.06666666666666667,0.13855421686746988,0.585140562248996,-0.44658634538152614,0.44658634538152614,safe_rule
common_baseline_r2,Common baseline round 2+,max_risk_level=risk_0.6 & family=family_chatgpt & model_slug=gpt-5-nano,3,166,0.06666666666666667,0.13855421686746988,0.585140562248996,-0.44658634538152614,0.44658634538152614,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=own_prev_unsafe & own_risk_state=risk_high & family=family_gemini,3,114,0.04578313253012048,0.14035087719298245,0.585140562248996,-0.4447896850560136,0.4447896850560136,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_safe & opponent_risk_state=risk_zero & model_slug=gpt-5-nano,3,218,0.08755020080321285,0.14220183486238533,0.585140562248996,-0.44293872738661066,0.44293872738661066,safe_rule
common_baseline_r2,Common baseline round 2+,opponent_risk_state=risk_zero & model_slug=gpt-5-nano,2,238,0.09558232931726908,0.14285714285714285,0.585140562248996,-0.44228341939185317,0.44228341939185317,safe_rule
common_baseline_r2,Common baseline round 2+,opponent_risk_state=risk_zero & family=family_chatgpt & model_slug=gpt-5-nano,3,238,0.09558232931726908,0.14285714285714285,0.585140562248996,-0.44228341939185317,0.44228341939185317,safe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=near_tied & own_risk_state=risk_low & family=family_chatgpt,3,140,0.05622489959839357,0.14285714285714285,0.585140562248996,-0.44228341939185317,0.44228341939185317,safe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=near_tied & opponent_risk_state=risk_low & family=family_chatgpt,3,140,0.05622489959839357,0.14285714285714285,0.585140562248996,-0.44228341939185317,0.44228341939185317,safe_rule
common_baseline_r2,Common baseline round 2+,gap_magnitude=gap_0_0_5 & own_risk_state=risk_low & family=family_chatgpt,3,140,0.05622489959839357,0.14285714285714285,0.585140562248996,-0.44228341939185317,0.44228341939185317,safe_rule
common_baseline_r2,Common baseline round 2+,gap_magnitude=gap_0_0_5 & opponent_risk_state=risk_low & family=family_chatgpt,3,140,0.05622489959839357,0.14285714285714285,0.585140562248996,-0.44228341939185317,0.44228341939185317,safe_rule
common_baseline_r2,Common baseline round 2+,max_risk_level=risk_0.9 & model_slug=gpt-5-nano,2,166,0.06666666666666667,0.14457831325301204,0.585140562248996,-0.44056224899598395,0.44056224899598395,safe_rule
common_baseline_r2,Common baseline round 2+,max_risk_level=risk_0.9 & family=family_chatgpt & model_slug=gpt-5-nano,3,166,0.06666666666666667,0.14457831325301204,0.585140562248996,-0.44056224899598395,0.44056224899598395,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_safe & opponent_risk_state=risk_low & model_slug=gpt-5-nano,3,122,0.04899598393574297,0.14754098360655737,0.585140562248996,-0.43759957864243865,0.43759957864243865,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_safe & max_risk_level=risk_0.1 & model_slug=gpt-5-nano,3,128,0.05140562248995984,0.1484375,0.585140562248996,-0.436703062248996,0.436703062248996,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_safe & max_risk_level=risk_0.9 & model_slug=gpt-5-nano,3,128,0.05140562248995984,0.1484375,0.585140562248996,-0.436703062248996,0.436703062248996,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_safe & round_phase=late_r9plus & family=family_chatgpt,3,134,0.05381526104417671,0.14925373134328357,0.585140562248996,-0.43588683090571245,0.43588683090571245,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=own_prev_unsafe & gap_magnitude=gap_0_5_1 & opponent_risk_state=risk_mid,3,107,0.0429718875502008,0.14953271028037382,0.585140562248996,-0.4356078519686222,0.4356078519686222,safe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=near_tied & own_risk_state=risk_zero & model_slug=gpt-5-nano,3,198,0.07951807228915662,0.15151515151515152,0.585140562248996,-0.43362541073384453,0.43362541073384453,safe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=near_tied & opponent_risk_state=risk_zero & model_slug=gpt-5-nano,3,198,0.07951807228915662,0.15151515151515152,0.585140562248996,-0.43362541073384453,0.43362541073384453,safe_rule
common_baseline_r2,Common baseline round 2+,gap_magnitude=gap_0_0_5 & own_risk_state=risk_zero & model_slug=gpt-5-nano,3,198,0.07951807228915662,0.15151515151515152,0.585140562248996,-0.43362541073384453,0.43362541073384453,safe_rule
common_baseline_r2,Common baseline round 2+,gap_magnitude=gap_0_0_5 & opponent_risk_state=risk_zero & model_slug=gpt-5-nano,3,198,0.07951807228915662,0.15151515151515152,0.585140562248996,-0.43362541073384453,0.43362541073384453,safe_rule
common_baseline_r2,Common baseline round 2+,own_risk_state=risk_zero & opponent_risk_state=risk_zero & model_slug=gpt-5-nano,3,198,0.07951807228915662,0.15151515151515152,0.585140562248996,-0.43362541073384453,0.43362541073384453,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_safe & model_slug=gpt-5-nano,2,388,0.15582329317269075,0.15206185567010308,0.585140562248996,-0.4330787065788929,0.4330787065788929,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_safe & family=family_chatgpt & model_slug=gpt-5-nano,3,388,0.15582329317269075,0.15206185567010308,0.585140562248996,-0.4330787065788929,0.4330787065788929,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_safe & gap_direction=near_tied & round_phase=late_r9plus,3,110,0.04417670682730924,0.15454545454545454,0.585140562248996,-0.4305951077035415,0.4305951077035415,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_safe & gap_magnitude=gap_0_0_5 & round_phase=late_r9plus,3,110,0.04417670682730924,0.15454545454545454,0.585140562248996,-0.4305951077035415,0.4305951077035415,safe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=ahead & gap_magnitude=gap_0_5_1 & own_risk_state=risk_high,3,107,0.0429718875502008,0.1588785046728972,0.585140562248996,-0.4262620575760988,0.4262620575760988,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_safe & max_risk_level=risk_0.6 & model_slug=gpt-5-nano,3,132,0.05301204819277108,0.1590909090909091,0.585140562248996,-0.42604965315808696,0.42604965315808696,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_safe & own_risk_state=risk_low & opponent_risk_state=risk_low,3,130,0.05220883534136546,0.16923076923076924,0.585140562248996,-0.4159097930182268,0.4159097930182268,safe_rule
common_baseline_r2,Common baseline round 2+,own_risk_state=risk_low & model_slug=google-gemini-3-flash-preview,2,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,own_risk_state=risk_low & model_slug=google-gemini-3.1-flash-lite-preview,2,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,opponent_risk_state=risk_low & model_slug=google-gemini-3-flash-preview,2,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,opponent_risk_state=risk_low & model_slug=google-gemini-3.1-flash-lite-preview,2,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,max_risk_level=risk_0.1 & model_slug=google-gemini-3-flash-preview,2,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,max_risk_level=risk_0.1 & model_slug=google-gemini-3.1-flash-lite-preview,2,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_unsafe & own_risk_state=risk_low & model_slug=google-gemini-3-flash-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_unsafe & own_risk_state=risk_low & model_slug=google-gemini-3.1-flash-lite-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_unsafe & opponent_risk_state=risk_low & model_slug=google-gemini-3-flash-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_unsafe & opponent_risk_state=risk_low & model_slug=google-gemini-3.1-flash-lite-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_unsafe & max_risk_level=risk_0.1 & model_slug=google-gemini-3-flash-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_unsafe & max_risk_level=risk_0.1 & model_slug=google-gemini-3.1-flash-lite-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=near_tied & own_risk_state=risk_low & model_slug=google-gemini-3-flash-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=near_tied & own_risk_state=risk_low & model_slug=google-gemini-3.1-flash-lite-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=near_tied & opponent_risk_state=risk_low & model_slug=google-gemini-3-flash-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=near_tied & opponent_risk_state=risk_low & model_slug=google-gemini-3.1-flash-lite-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=near_tied & max_risk_level=risk_0.1 & model_slug=google-gemini-3-flash-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=near_tied & max_risk_level=risk_0.1 & model_slug=google-gemini-3.1-flash-lite-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,gap_magnitude=gap_0_0_5 & own_risk_state=risk_low & model_slug=google-gemini-3-flash-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,gap_magnitude=gap_0_0_5 & own_risk_state=risk_low & model_slug=google-gemini-3.1-flash-lite-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,gap_magnitude=gap_0_0_5 & opponent_risk_state=risk_low & model_slug=google-gemini-3-flash-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,gap_magnitude=gap_0_0_5 & opponent_risk_state=risk_low & model_slug=google-gemini-3.1-flash-lite-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,gap_magnitude=gap_0_0_5 & max_risk_level=risk_0.1 & model_slug=google-gemini-3-flash-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,gap_magnitude=gap_0_0_5 & max_risk_level=risk_0.1 & model_slug=google-gemini-3.1-flash-lite-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,own_risk_state=risk_low & opponent_risk_state=risk_low & model_slug=google-gemini-3-flash-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,own_risk_state=risk_low & opponent_risk_state=risk_low & model_slug=google-gemini-3.1-flash-lite-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,own_risk_state=risk_low & max_risk_level=risk_0.1 & model_slug=google-gemini-3-flash-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,own_risk_state=risk_low & max_risk_level=risk_0.1 & model_slug=google-gemini-3.1-flash-lite-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,own_risk_state=risk_low & family=family_gemini & model_slug=google-gemini-3-flash-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,own_risk_state=risk_low & family=family_gemini & model_slug=google-gemini-3.1-flash-lite-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,opponent_risk_state=risk_low & max_risk_level=risk_0.1 & model_slug=google-gemini-3-flash-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,opponent_risk_state=risk_low & max_risk_level=risk_0.1 & model_slug=google-gemini-3.1-flash-lite-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,opponent_risk_state=risk_low & family=family_gemini & model_slug=google-gemini-3-flash-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,opponent_risk_state=risk_low & family=family_gemini & model_slug=google-gemini-3.1-flash-lite-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,max_risk_level=risk_0.1 & family=family_gemini & model_slug=google-gemini-3-flash-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,max_risk_level=risk_0.1 & family=family_gemini & model_slug=google-gemini-3.1-flash-lite-preview,3,166,0.06666666666666667,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=behind & family=family_gemini,2,125,0.050200803212851405,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=behind & gap_magnitude=gap_0_5_1 & family=family_gemini,3,125,0.050200803212851405,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,prev_state=opponent_prev_unsafe & gap_direction=behind & family=family_gemini,3,122,0.04899598393574297,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,prev_state=opponent_prev_unsafe & gap_magnitude=gap_0_5_1 & family=family_gemini,3,122,0.04899598393574297,1.0,0.585140562248996,0.414859437751004,0.414859437751004,unsafe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_safe & gap_direction=near_tied & max_risk_level=risk_0.1,3,120,0.04819277108433735,0.175,0.585140562248996,-0.41014056224899603,0.41014056224899603,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_safe & gap_magnitude=gap_0_0_5 & max_risk_level=risk_0.1,3,120,0.04819277108433735,0.175,0.585140562248996,-0.41014056224899603,0.41014056224899603,safe_rule
common_baseline_r2,Common baseline round 2+,opponent_risk_state=risk_zero & max_risk_level=risk_0.6,2,108,0.043373493975903614,0.17592592592592593,0.585140562248996,-0.4092146363230701,0.4092146363230701,safe_rule
common_baseline_r2,Common baseline round 2+,opponent_risk_state=risk_zero & max_risk_level=risk_0.6 & family=family_chatgpt,3,108,0.043373493975903614,0.17592592592592593,0.585140562248996,-0.4092146363230701,0.4092146363230701,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=own_prev_unsafe & gap_direction=ahead & opponent_risk_state=risk_mid,3,117,0.046987951807228916,0.1794871794871795,0.585140562248996,-0.4056533827618165,0.4056533827618165,safe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=near_tied & max_risk_level=risk_0.6 & family=family_chatgpt,3,160,0.0642570281124498,0.18125,0.585140562248996,-0.403890562248996,0.403890562248996,safe_rule
common_baseline_r2,Common baseline round 2+,gap_magnitude=gap_0_0_5 & max_risk_level=risk_0.6 & family=family_chatgpt,3,160,0.0642570281124498,0.18125,0.585140562248996,-0.403890562248996,0.403890562248996,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_safe & gap_direction=near_tied & family=family_chatgpt,3,378,0.15180722891566265,0.18253968253968253,0.585140562248996,-0.40260087970931346,0.40260087970931346,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_safe & gap_magnitude=gap_0_0_5 & family=family_chatgpt,3,378,0.15180722891566265,0.18253968253968253,0.585140562248996,-0.40260087970931346,0.40260087970931346,safe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=ahead & gap_magnitude=gap_0_5_1 & opponent_risk_state=risk_mid,3,126,0.05060240963855422,0.18253968253968253,0.585140562248996,-0.40260087970931346,0.40260087970931346,safe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=ahead & gap_magnitude=gap_0_5_1 & max_risk_level=risk_0.6,3,104,0.04176706827309237,0.18269230769230768,0.585140562248996,-0.4024482545566883,0.4024482545566883,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_safe & own_risk_state=risk_low,2,150,0.060240963855421686,0.18666666666666668,0.585140562248996,-0.3984738955823294,0.3984738955823294,safe_rule
common_baseline_r2,Common baseline round 2+,prev_state=both_prev_safe & own_risk_state=risk_low & family=family_chatgpt,3,150,0.060240963855421686,0.18666666666666668,0.585140562248996,-0.3984738955823294,0.3984738955823294,safe_rule
common_baseline_r2,Common baseline round 2+,gap_direction=near_tied & max_risk_level=risk_0.1 & family=family_chatgpt,3,154,0.061847389558232935,0.18831168831168832,0.585140562248996,-0.3968288739373077,0.3968288739373077,safe_rule
