scope,scope_label,rule,depth,support,support_share,unsafe_rate,baseline_unsafe_rate,lift,abs_lift,direction
common_all_r2,Common all completed round 2+,prev_state=both_prev_safe & gap_direction=near_tied & round_phase=late_r9plus,3,2818,0.05075831261933067,0.036550745209368345,0.389135055297381,-0.35258431008801266,0.35258431008801266,safe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_safe & gap_magnitude=gap_0_0_5 & round_phase=late_r9plus,3,2818,0.05075831261933067,0.036550745209368345,0.389135055297381,-0.35258431008801266,0.35258431008801266,safe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & round_phase=mid_r5_8 & experiment_mode=mode_risk_matrix,3,6011,0.10827119132533593,0.03676592912992847,0.389135055297381,-0.35236912616745253,0.35236912616745253,safe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_unsafe & own_risk_state=risk_high,2,2616,0.04711985302064196,0.7412079510703364,0.389135055297381,0.3520728957729554,0.3520728957729554,unsafe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & round_phase=mid_r5_8 & persona_mode=persona_risk_aware,3,7538,0.13577578443027485,0.03714513133457151,0.389135055297381,-0.3519899239628095,0.3519899239628095,safe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & round_phase=mid_r5_8,2,7607,0.137018624590223,0.037991323780728274,0.389135055297381,-0.35114373151665274,0.35114373151665274,safe_rule
common_all_r2,Common all completed round 2+,gap_direction=ahead & model_slug=gpt-5.4-nano,2,8069,0.14534025000900608,0.739248977568472,0.389135055297381,0.35011392227109095,0.35011392227109095,unsafe_rule
common_all_r2,Common all completed round 2+,gap_direction=ahead & family=family_chatgpt & model_slug=gpt-5.4-nano,3,8069,0.14534025000900608,0.739248977568472,0.389135055297381,0.35011392227109095,0.35011392227109095,unsafe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & round_phase=mid_r5_8 & family=family_chatgpt,3,6409,0.11544003746532656,0.039943828990482134,0.389135055297381,-0.34919122630689886,0.34919122630689886,safe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_safe & own_risk_state=risk_zero & family=family_gemini,3,3137,0.05650419683706186,0.040484539368823715,0.389135055297381,-0.3486505159285573,0.3486505159285573,safe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_safe & own_risk_state=risk_zero & model_slug=google-gemini-3-flash-preview,3,3137,0.05650419683706186,0.040484539368823715,0.389135055297381,-0.3486505159285573,0.3486505159285573,safe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_safe & gap_direction=near_tied & model_slug=google-gemini-3-flash-preview,3,3108,0.05598184372635902,0.041505791505791506,0.389135055297381,-0.34762926379158954,0.34762926379158954,safe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_safe & gap_magnitude=gap_0_0_5 & model_slug=google-gemini-3-flash-preview,3,3108,0.05598184372635902,0.041505791505791506,0.389135055297381,-0.34762926379158954,0.34762926379158954,safe_rule
common_all_r2,Common all completed round 2+,prev_state=opponent_prev_unsafe & own_risk_state=risk_zero & round_phase=mid_r5_8,3,2372,0.042724882020245686,0.04258010118043845,0.389135055297381,-0.3465549541169426,0.3465549541169426,safe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & round_phase=mid_r5_8 & max_risk_level=risk_0.9,3,2573,0.04634532944270327,0.04391760590750097,0.389135055297381,-0.34521744938988,0.34521744938988,safe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & model_slug=gpt-5.4-nano & persona_mode=persona_risk_aware,3,7718,0.13901797615187866,0.04431199792692407,0.389135055297381,-0.34482305737045693,0.34482305737045693,safe_rule
common_all_r2,Common all completed round 2+,gap_direction=behind & own_risk_state=risk_zero & model_slug=gpt-5.4-nano,3,4794,0.08635037285204798,0.04526491447642887,0.389135055297381,-0.34387014082095213,0.34387014082095213,safe_rule
common_all_r2,Common all completed round 2+,prev_state=opponent_prev_unsafe & own_risk_state=risk_zero & model_slug=gpt-5.4-nano,3,3637,0.06551028495262798,0.04536706076436624,0.389135055297381,-0.34376799453301476,0.34376799453301476,safe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & max_risk_level=risk_0.9 & model_slug=gpt-5.4-nano,3,2588,0.04661551208617025,0.04598145285935085,0.389135055297381,-0.34315360243803017,0.34315360243803017,safe_rule
common_all_r2,Common all completed round 2+,gap_magnitude=gap_1plus & own_risk_state=risk_zero & family=family_chatgpt,3,6234,0.11228790662487842,0.04683991017003529,0.389135055297381,-0.3422951451273457,0.3422951451273457,safe_rule
common_all_r2,Common all completed round 2+,gap_direction=ahead & round_phase=mid_r5_8 & model_slug=gpt-5.4-nano,3,3415,0.06151158182931662,0.730307467057101,0.389135055297381,0.34117241175972,0.34117241175972,unsafe_rule
common_all_r2,Common all completed round 2+,prev_state=opponent_prev_unsafe & gap_magnitude=gap_1plus & own_risk_state=risk_zero,3,4586,0.08260384019597247,0.04797208896641954,0.389135055297381,-0.3411629663309615,0.3411629663309615,safe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_very_high,1,2469,0.04447206311466551,0.7302551640340219,0.389135055297381,0.3411201087366409,0.3411201087366409,unsafe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_very_high & max_risk_level=risk_0.9,2,2469,0.04447206311466551,0.7302551640340219,0.389135055297381,0.3411201087366409,0.3411201087366409,unsafe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & model_slug=gpt-5.4-nano,2,7776,0.14006268237328434,0.04835390946502058,0.389135055297381,-0.3407811458323604,0.3407811458323604,safe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & family=family_chatgpt & model_slug=gpt-5.4-nano,3,7776,0.14006268237328434,0.04835390946502058,0.389135055297381,-0.3407811458323604,0.3407811458323604,safe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & max_risk_level=risk_0.1 & model_slug=gpt-5.4-nano,3,2596,0.04675960949601931,0.04892141756548536,0.389135055297381,-0.34021363773189567,0.34021363773189567,safe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & max_risk_level=risk_0.6 & model_slug=gpt-5.4-nano,3,2592,0.04668756079109478,0.05015432098765432,0.389135055297381,-0.3389807343097267,0.3389807343097267,safe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & round_phase=mid_r5_8 & model_slug=gpt-5-nano,3,3462,0.062358154112179834,0.05054881571346043,0.389135055297381,-0.3385862395839206,0.3385862395839206,safe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_safe & own_risk_state=risk_zero & model_slug=gpt-5.4-nano,3,4139,0.07455239742065636,0.0509784972215511,0.389135055297381,-0.3381565580758299,0.3381565580758299,safe_rule
common_all_r2,Common all completed round 2+,gap_magnitude=gap_1plus & own_risk_state=risk_zero & experiment_mode=mode_risk_matrix,3,5597,0.10081415036564718,0.0525281400750402,0.389135055297381,-0.3366069152223408,0.3366069152223408,safe_rule
common_all_r2,Common all completed round 2+,gap_direction=near_tied & own_risk_state=risk_zero & model_slug=gpt-5.4-nano,3,2982,0.05371230952123635,0.05331991951710262,0.389135055297381,-0.3358151357802784,0.3358151357802784,safe_rule
common_all_r2,Common all completed round 2+,gap_direction=near_tied & opponent_risk_state=risk_zero & model_slug=gpt-5.4-nano,3,2982,0.05371230952123635,0.05331991951710262,0.389135055297381,-0.3358151357802784,0.3358151357802784,safe_rule
common_all_r2,Common all completed round 2+,gap_magnitude=gap_0_0_5 & own_risk_state=risk_zero & model_slug=gpt-5.4-nano,3,2982,0.05371230952123635,0.05331991951710262,0.389135055297381,-0.3358151357802784,0.3358151357802784,safe_rule
common_all_r2,Common all completed round 2+,gap_magnitude=gap_0_0_5 & opponent_risk_state=risk_zero & model_slug=gpt-5.4-nano,3,2982,0.05371230952123635,0.05331991951710262,0.389135055297381,-0.3358151357802784,0.3358151357802784,safe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & opponent_risk_state=risk_zero & model_slug=gpt-5.4-nano,3,2982,0.05371230952123635,0.05331991951710262,0.389135055297381,-0.3358151357802784,0.3358151357802784,safe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_unsafe & gap_direction=ahead & persona_mode=persona_risk_aware,3,2438,0.04391368565150042,0.7247744052502051,0.389135055297381,0.3356393499528241,0.3356393499528241,unsafe_rule
common_all_r2,Common all completed round 2+,gap_magnitude=gap_1plus & opponent_risk_state=risk_zero & model_slug=gpt-5.4-nano,3,3730,0.06718541734212327,0.7219839142091152,0.389135055297381,0.3328488589117342,0.3328488589117342,unsafe_rule
common_all_r2,Common all completed round 2+,gap_magnitude=gap_1plus & own_risk_state=risk_zero & persona_mode=persona_risk_aware,3,6365,0.11464750171115674,0.056873527101335426,0.389135055297381,-0.3322615281960456,0.3322615281960456,safe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_safe & gap_direction=near_tied & family=family_gemini,3,3176,0.05720667171007601,0.057304785894206546,0.389135055297381,-0.33183026940317445,0.33183026940317445,safe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_safe & gap_magnitude=gap_0_0_5 & family=family_gemini,3,3176,0.05720667171007601,0.057304785894206546,0.389135055297381,-0.33183026940317445,0.33183026940317445,safe_rule
common_all_r2,Common all completed round 2+,gap_magnitude=gap_1plus & own_risk_state=risk_zero,2,6377,0.11486364782593032,0.057707385918143325,0.389135055297381,-0.3314276693792377,0.3314276693792377,safe_rule
common_all_r2,Common all completed round 2+,gap_direction=behind & gap_magnitude=gap_1plus & own_risk_state=risk_zero,3,6377,0.11486364782593032,0.057707385918143325,0.389135055297381,-0.3314276693792377,0.3314276693792377,safe_rule
common_all_r2,Common all completed round 2+,gap_magnitude=gap_1plus & own_risk_state=risk_zero & round_phase=mid_r5_8,3,3234,0.058251377931481683,0.05782312925170068,0.389135055297381,-0.3313119260456803,0.3313119260456803,safe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_unsafe & gap_direction=ahead,2,2495,0.04494037969667495,0.7202404809619238,0.389135055297381,0.3311054256645428,0.3311054256645428,unsafe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_unsafe & max_risk_level=risk_0.1,2,3952,0.07118412046543464,0.7198886639676113,0.389135055297381,0.3307536086702303,0.3307536086702303,unsafe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_unsafe & own_risk_state=risk_low & max_risk_level=risk_0.1,3,3952,0.07118412046543464,0.7198886639676113,0.389135055297381,0.3307536086702303,0.3307536086702303,unsafe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_unsafe & opponent_risk_state=risk_low & max_risk_level=risk_0.1,3,3952,0.07118412046543464,0.7198886639676113,0.389135055297381,0.3307536086702303,0.3307536086702303,unsafe_rule
common_all_r2,Common all completed round 2+,gap_direction=ahead & round_phase=early_r2_4 & family=family_chatgpt,3,3991,0.0718865953384488,0.7198697068403909,0.389135055297381,0.33073465154300985,0.33073465154300985,unsafe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_unsafe & own_risk_state=risk_low & opponent_risk_state=risk_low,3,3954,0.0712201448178969,0.7195245321193728,0.389135055297381,0.3303894768219918,0.3303894768219918,unsafe_rule
common_all_r2,Common all completed round 2+,prev_state=opponent_prev_unsafe & own_risk_state=risk_zero & family=family_chatgpt,3,6020,0.10843330091141612,0.06046511627906977,0.389135055297381,-0.32866993901831126,0.32866993901831126,safe_rule
common_all_r2,Common all completed round 2+,prev_state=own_prev_unsafe & round_phase=early_r2_4 & family=family_chatgpt,3,3243,0.05841348751756187,0.71754548257786,0.389135055297381,0.328410427280479,0.328410427280479,unsafe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_unsafe & round_phase=late_r9plus,2,2378,0.04283295507763248,0.7174095878889823,0.389135055297381,0.32827453259160133,0.32827453259160133,unsafe_rule
common_all_r2,Common all completed round 2+,opponent_risk_state=risk_zero & family=family_gemini,2,3599,0.06482582225584495,0.06112809113642678,0.389135055297381,-0.3280069641609542,0.3280069641609542,safe_rule
common_all_r2,Common all completed round 2+,opponent_risk_state=risk_zero & model_slug=google-gemini-3-flash-preview,2,3599,0.06482582225584495,0.06112809113642678,0.389135055297381,-0.3280069641609542,0.3280069641609542,safe_rule
common_all_r2,Common all completed round 2+,opponent_risk_state=risk_zero & family=family_gemini & model_slug=google-gemini-3-flash-preview,3,3599,0.06482582225584495,0.06112809113642678,0.389135055297381,-0.3280069641609542,0.3280069641609542,safe_rule
common_all_r2,Common all completed round 2+,opponent_risk_state=risk_zero & family=family_gemini & persona_mode=persona_risk_aware,3,3599,0.06482582225584495,0.06112809113642678,0.389135055297381,-0.3280069641609542,0.3280069641609542,safe_rule
common_all_r2,Common all completed round 2+,opponent_risk_state=risk_zero & model_slug=google-gemini-3-flash-preview & persona_mode=persona_risk_aware,3,3599,0.06482582225584495,0.06112809113642678,0.389135055297381,-0.3280069641609542,0.3280069641609542,safe_rule
common_all_r2,Common all completed round 2+,prev_state=own_prev_unsafe & own_risk_state=risk_high & family=family_chatgpt,3,2680,0.04827263229943442,0.7149253731343284,0.389135055297381,0.32579031783694734,0.32579031783694734,unsafe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_safe & gap_direction=near_tied & round_phase=mid_r5_8,3,4882,0.08793544436038762,0.06431790249897583,0.389135055297381,-0.3248171527984052,0.3248171527984052,safe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_safe & gap_magnitude=gap_0_0_5 & round_phase=mid_r5_8,3,4882,0.08793544436038762,0.06431790249897583,0.389135055297381,-0.3248171527984052,0.3248171527984052,safe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_high & round_phase=mid_r5_8 & persona_mode=persona_risk_aware,3,2575,0.04638135379516553,0.7133980582524272,0.389135055297381,0.3242630029550462,0.3242630029550462,unsafe_rule
common_all_r2,Common all completed round 2+,gap_direction=near_tied & own_risk_state=risk_zero & experiment_mode=mode_strategy_persona,3,2910,0.05241543283259483,0.06494845360824743,0.389135055297381,-0.3241866016891336,0.3241866016891336,safe_rule
common_all_r2,Common all completed round 2+,gap_direction=near_tied & opponent_risk_state=risk_zero & experiment_mode=mode_strategy_persona,3,2910,0.05241543283259483,0.06494845360824743,0.389135055297381,-0.3241866016891336,0.3241866016891336,safe_rule
common_all_r2,Common all completed round 2+,gap_magnitude=gap_0_0_5 & own_risk_state=risk_zero & experiment_mode=mode_strategy_persona,3,2910,0.05241543283259483,0.06494845360824743,0.389135055297381,-0.3241866016891336,0.3241866016891336,safe_rule
common_all_r2,Common all completed round 2+,gap_magnitude=gap_0_0_5 & opponent_risk_state=risk_zero & experiment_mode=mode_strategy_persona,3,2910,0.05241543283259483,0.06494845360824743,0.389135055297381,-0.3241866016891336,0.3241866016891336,safe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & opponent_risk_state=risk_zero & experiment_mode=mode_strategy_persona,3,2910,0.05241543283259483,0.06494845360824743,0.389135055297381,-0.3241866016891336,0.3241866016891336,safe_rule
common_all_r2,Common all completed round 2+,gap_direction=behind & own_risk_state=risk_zero & round_phase=mid_r5_8,3,3561,0.06414135955906193,0.06683515866329683,0.389135055297381,-0.3222998966340842,0.3222998966340842,safe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_unsafe & opponent_risk_state=risk_low,2,4095,0.07375986166648654,0.7094017094017094,0.389135055297381,0.3202666541043284,0.3202666541043284,unsafe_rule
common_all_r2,Common all completed round 2+,opponent_risk_state=risk_zero & family=family_gemini & experiment_mode=mode_risk_matrix,3,2658,0.04787636442234951,0.06997742663656885,0.389135055297381,-0.31915762866081215,0.31915762866081215,safe_rule
common_all_r2,Common all completed round 2+,opponent_risk_state=risk_zero & model_slug=google-gemini-3-flash-preview & experiment_mode=mode_risk_matrix,3,2658,0.04787636442234951,0.06997742663656885,0.389135055297381,-0.31915762866081215,0.31915762866081215,safe_rule
common_all_r2,Common all completed round 2+,gap_direction=ahead & gap_magnitude=gap_0_5_1 & model_slug=gpt-5.4-nano,3,2228,0.040131128642962643,0.7069120287253142,0.389135055297381,0.3177769734279332,0.3177769734279332,unsafe_rule
common_all_r2,Common all completed round 2+,gap_direction=behind & own_risk_state=risk_zero & family=family_chatgpt,3,8523,0.15351777801794012,0.07145371348116861,0.389135055297381,-0.31768134181621244,0.31768134181621244,safe_rule
common_all_r2,Common all completed round 2+,gap_direction=ahead & opponent_risk_state=risk_zero & model_slug=gpt-5.4-nano,3,4794,0.08635037285204798,0.7056737588652482,0.389135055297381,0.3165387035678672,0.3165387035678672,unsafe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_safe & own_risk_state=risk_zero & experiment_mode=mode_strategy_persona,3,3333,0.06003458337836377,0.07320732073207321,0.389135055297381,-0.3159277345653078,0.3159277345653078,safe_rule
common_all_r2,Common all completed round 2+,prev_state=own_prev_unsafe & gap_magnitude=gap_1plus & own_risk_state=risk_high,3,2297,0.04137396880291077,0.7048323900740096,0.389135055297381,0.31569733477662854,0.31569733477662854,unsafe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_high & persona_mode=persona_risk_aware,2,5972,0.10756871645232177,0.7046215673141326,0.389135055297381,0.3154865120167516,0.3154865120167516,unsafe_rule
common_all_r2,Common all completed round 2+,gap_direction=ahead & own_risk_state=risk_high & family=family_chatgpt,3,3845,0.06925681760870349,0.7042912873862158,0.389135055297381,0.3151562320888348,0.3151562320888348,unsafe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_high & round_phase=mid_r5_8,2,2826,0.05090241002917972,0.7038216560509554,0.389135055297381,0.31468660075357435,0.31468660075357435,unsafe_rule
common_all_r2,Common all completed round 2+,gap_magnitude=gap_1plus & own_risk_state=risk_zero & model_slug=gpt-5-nano,3,2504,0.04510248928275514,0.07507987220447285,0.389135055297381,-0.31405518309290814,0.31405518309290814,safe_rule
common_all_r2,Common all completed round 2+,prev_state=own_prev_unsafe & gap_magnitude=gap_1plus & max_risk_level=risk_0.1,3,2249,0.04050938434381642,0.7029791018230325,0.389135055297381,0.31384404652565145,0.31384404652565145,unsafe_rule
common_all_r2,Common all completed round 2+,gap_direction=ahead & gap_magnitude=gap_1plus & own_risk_state=risk_high,3,3245,0.05844951187002414,0.7007704160246533,0.389135055297381,0.31163536072727227,0.31163536072727227,unsafe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_unsafe & own_risk_state=risk_low,2,4095,0.07375986166648654,0.7006105006105006,0.389135055297381,0.31147544531311955,0.31147544531311955,unsafe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & opponent_risk_state=risk_mid & family=family_chatgpt,3,2649,0.047714254836269315,0.07814269535673839,0.389135055297381,-0.3109923599406426,0.3109923599406426,safe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & opponent_risk_state=risk_low & family=family_chatgpt,3,2903,0.05228934759897691,0.0792283844299001,0.389135055297381,-0.3099066708674809,0.3099066708674809,safe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & experiment_mode=mode_strategy_persona,2,4136,0.07449836089196296,0.07930367504835589,0.389135055297381,-0.3098313802490251,0.3098313802490251,safe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & experiment_mode=mode_strategy_persona & persona_mode=persona_risk_aware,3,4136,0.07449836089196296,0.07930367504835589,0.389135055297381,-0.3098313802490251,0.3098313802490251,safe_rule
common_all_r2,Common all completed round 2+,gap_magnitude=gap_1plus & own_risk_state=risk_high & persona_mode=persona_risk_aware,3,3382,0.06091718001368925,0.6984033116499113,0.389135055297381,0.3092682563525303,0.3092682563525303,unsafe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_unsafe & opponent_risk_state=risk_high & persona_mode=persona_risk_aware,3,2264,0.040779566987283404,0.698321554770318,0.389135055297381,0.30918649947293697,0.30918649947293697,unsafe_rule
common_all_r2,Common all completed round 2+,gap_direction=ahead & opponent_risk_state=risk_low & max_risk_level=risk_0.1,3,2646,0.04766021830757592,0.6976568405139834,0.389135055297381,0.30852178521660234,0.30852178521660234,unsafe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_high & family=family_chatgpt & persona_mode=persona_risk_aware,3,4818,0.08678266508159516,0.6973848069738481,0.389135055297381,0.30824975167646707,0.30824975167646707,unsafe_rule
common_all_r2,Common all completed round 2+,gap_magnitude=gap_1plus & own_risk_state=risk_high,2,3430,0.0617817644727836,0.6970845481049562,0.389135055297381,0.3079494928075752,0.3079494928075752,unsafe_rule
common_all_r2,Common all completed round 2+,gap_direction=ahead & own_risk_state=risk_high & persona_mode=persona_risk_aware,3,4338,0.07813682049065168,0.6966343937298294,0.389135055297381,0.30749933843244837,0.30749933843244837,unsafe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_unsafe & opponent_risk_state=risk_high,2,2616,0.04711985302064196,0.6957186544342507,0.389135055297381,0.3065835991368697,0.3065835991368697,unsafe_rule
common_all_r2,Common all completed round 2+,gap_direction=ahead & own_risk_state=risk_high & experiment_mode=mode_risk_matrix,3,3768,0.0678698800389063,0.6955944798301487,0.389135055297381,0.30645942453276764,0.30645942453276764,unsafe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_high & family=family_chatgpt,2,4911,0.08845779747109046,0.6951740989615149,0.389135055297381,0.3060390436641339,0.3060390436641339,unsafe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & round_phase=early_r2_4 & model_slug=gpt-5.4-nano,3,3207,0.05776504917324111,0.0832553788587465,0.389135055297381,-0.3058796764386345,0.3058796764386345,safe_rule
common_all_r2,Common all completed round 2+,prev_state=opponent_prev_unsafe & own_risk_state=risk_zero & model_slug=gpt-5-nano,3,2383,0.04292301595878814,0.08350818296265212,0.389135055297381,-0.3056268723347289,0.3056268723347289,safe_rule
common_all_r2,Common all completed round 2+,gap_direction=ahead & max_risk_level=risk_0.9 & model_slug=gpt-5.4-nano,3,2696,0.04856082711913253,0.69473293768546,0.389135055297381,0.30559788238807895,0.30559788238807895,unsafe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & opponent_risk_state=risk_high & persona_mode=persona_risk_aware,3,2247,0.04047335999135415,0.08411214953271028,0.389135055297381,-0.3050229057646707,0.3050229057646707,safe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_unsafe & max_risk_level=risk_0.1 & persona_mode=persona_risk_aware,3,3452,0.06217803234986851,0.694090382387022,0.389135055297381,0.304955327089641,0.304955327089641,unsafe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_high,1,6567,0.11828596130984545,0.6936196132176031,0.389135055297381,0.3044845579202221,0.3044845579202221,unsafe_rule
common_all_r2,Common all completed round 2+,prev_state=opponent_prev_unsafe & own_risk_state=risk_zero & max_risk_level=risk_0.6,3,2239,0.0403292625815051,0.08575256811076373,0.389135055297381,-0.3033824871866173,0.3033824871866173,safe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & opponent_risk_state=risk_high,2,2259,0.040689506106127746,0.08632138114209828,0.389135055297381,-0.3028136741552827,0.3028136741552827,safe_rule
common_all_r2,Common all completed round 2+,gap_direction=behind & own_risk_state=risk_zero & opponent_risk_state=risk_high,3,2259,0.040689506106127746,0.08632138114209828,0.389135055297381,-0.3028136741552827,0.3028136741552827,safe_rule
common_all_r2,Common all completed round 2+,gap_magnitude=gap_1plus & own_risk_state=risk_high & experiment_mode=mode_risk_matrix,3,2963,0.053370078172844844,0.6918663516706041,0.389135055297381,0.30273129637322305,0.30273129637322305,unsafe_rule
common_all_r2,Common all completed round 2+,prev_state=opponent_prev_unsafe & own_risk_state=risk_zero & experiment_mode=mode_risk_matrix,3,5633,0.10146258870996794,0.08645481981182318,0.389135055297381,-0.30268023548555784,0.30268023548555784,safe_rule
common_all_r2,Common all completed round 2+,prev_state=own_prev_unsafe & gap_magnitude=gap_1plus & own_risk_state=risk_low,3,2293,0.041301920097986236,0.6916703009158308,0.389135055297381,0.3025352456184498,0.3025352456184498,unsafe_rule
common_all_r2,Common all completed round 2+,gap_magnitude=gap_1plus & own_risk_state=risk_high & family=family_chatgpt,3,3156,0.056846428185453365,0.6907477820025348,0.389135055297381,0.3016127267051538,0.3016127267051538,unsafe_rule
common_all_r2,Common all completed round 2+,gap_direction=ahead & own_risk_state=risk_low & opponent_risk_state=risk_low,3,2685,0.048362693180590076,0.68975791433892,0.389135055297381,0.30062285904153896,0.30062285904153896,unsafe_rule
common_all_r2,Common all completed round 2+,prev_state=opponent_prev_unsafe & own_risk_state=risk_zero & persona_mode=persona_risk_aware,3,6436,0.11592636622356713,0.08871970167806091,0.389135055297381,-0.3004153536193201,0.3004153536193201,safe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_high & experiment_mode=mode_risk_matrix,2,4863,0.08759321301199612,0.6894920830762904,0.389135055297381,0.3003570277789094,0.3003570277789094,unsafe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_high & experiment_mode=mode_risk_matrix & persona_mode=persona_risk_aware,3,4863,0.08759321301199612,0.6894920830762904,0.389135055297381,0.3003570277789094,0.3003570277789094,unsafe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_safe & family=family_gemini & persona_mode=persona_risk_aware,3,3746,0.06747361216182139,0.09076348104644955,0.389135055297381,-0.29837157425093147,0.29837157425093147,safe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_safe & model_slug=google-gemini-3-flash-preview & persona_mode=persona_risk_aware,3,3746,0.06747361216182139,0.09076348104644955,0.389135055297381,-0.29837157425093147,0.29837157425093147,safe_rule
common_all_r2,Common all completed round 2+,prev_state=opponent_prev_unsafe & own_risk_state=risk_zero,2,6482,0.11675492633019921,0.09117556309780932,0.389135055297381,-0.2979594921995717,0.2979594921995717,safe_rule
common_all_r2,Common all completed round 2+,prev_state=opponent_prev_unsafe & gap_direction=behind & own_risk_state=risk_zero,3,6482,0.11675492633019921,0.09117556309780932,0.389135055297381,-0.2979594921995717,0.2979594921995717,safe_rule
common_all_r2,Common all completed round 2+,prev_state=own_prev_unsafe & gap_direction=ahead & gap_magnitude=gap_1plus,3,6609,0.11904247271155301,0.6852776516870933,0.389135055297381,0.2961425963897123,0.2961425963897123,unsafe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_high & family=family_chatgpt & experiment_mode=mode_risk_matrix,3,4056,0.07305738679347239,0.6851577909270217,0.389135055297381,0.29602273562964065,0.29602273562964065,unsafe_rule
common_all_r2,Common all completed round 2+,gap_direction=behind & own_risk_state=risk_zero & max_risk_level=risk_0.9,3,3255,0.05862963363233546,0.09462365591397849,0.389135055297381,-0.29451139938340254,0.29451139938340254,safe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_unsafe & opponent_risk_state=risk_low & persona_mode=persona_risk_aware,3,3592,0.06469973702222702,0.6834632516703786,0.389135055297381,0.29432819637299756,0.29432819637299756,unsafe_rule
common_all_r2,Common all completed round 2+,gap_direction=ahead & own_risk_state=risk_high,2,4493,0.08092870780647718,0.6828399732917872,0.389135055297381,0.29370491799440623,0.29370491799440623,unsafe_rule
common_all_r2,Common all completed round 2+,own_risk_state=risk_zero & family=family_chatgpt & experiment_mode=mode_strategy_persona,3,3195,0.05754890305846752,0.09577464788732394,0.389135055297381,-0.2933604074100571,0.2933604074100571,safe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_unsafe & gap_direction=near_tied,2,4954,0.08923232104902915,0.682276947920872,0.389135055297381,0.293141892623491,0.293141892623491,unsafe_rule
common_all_r2,Common all completed round 2+,prev_state=both_prev_unsafe & gap_magnitude=gap_0_0_5,2,4954,0.08923232104902915,0.682276947920872,0.389135055297381,0.293141892623491,0.293141892623491,unsafe_rule
