scope,residual_signature,n,events,unsafe_rate,best_formula,gap_only_formula,best_bic,gap_only_bic,lag_bic_lift,second_bic,bic_margin,formula_text,gap_only_formula_text,archetype,gap_only_archetype,p_gap_neg2,p_gap_0,p_gap_pos2,effect_pos_minus_neg,gap_only_p_gap_neg2,gap_only_p_gap_0,gap_only_p_gap_pos2,gap_only_effect_pos_minus_neg,payload_json,gap_only_payload_json,model_slug,family
signature,near_CS,2092,1155,0.5521032504780115,gap_plus_lag,step_low_gap,2404.4613220114666,2528.384127285287,123.92280527382036,2528.384127285287,123.92280527382036,logit P(U) = -0.54 + -0.30*gap + 1.80*opp_prevU + -0.49*own_prevU,"P(U)= 0.73 if gap <= -0.50, else 0.31",catch-up rule: unsafe rises when behind,threshold rule concentrated on behind/low-gap side,0.5161858338626962,0.3679151500283468,0.24101761151786488,-0.27516822234483135,0.7323529411764705,0.314712389380531,0.314712389380531,-0.41764055179593956,"{""coef"": [-0.3029686327380203, 1.7980654513232477, -0.48966117064554476], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": -0.5411713004112457}","{""loglik"": -1252.7232499048662, ""n_left"": 1189, ""n_right"": 903, ""p_left"": 0.7323529411764705, ""p_right"": 0.314712389380531, ""threshold"": -0.5}",,
signature_model,ambiguous_AS|AU,315,171,0.5428571428571428,gap_plus_lag,linear_gap,322.01231561983457,439.37113583980835,117.35882021997378,439.37113583980835,117.35882021997378,logit P(U) = 2.22 + -0.74*gap + -2.59*opp_prevU + -1.39*own_prevU,logit P(U) = 0.34 + -0.32*gap,catch-up rule: unsafe rises when behind,catch-up rule: unsafe rises when behind,0.9760346637914546,0.9021269485252961,0.6759625042545239,-0.3000721595369308,0.7270861750522204,0.5840611783204864,0.4253243298724759,-0.30176184517974447,"{""coef"": [-0.7429028173952065, -2.5851230620187526, -1.394544669417777], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": 2.221084005510015}","{""coef"": [-0.3202106856352798], ""features"": [""gap""], ""intercept"": 0.33946754856364725}",gpt-5-nano,
signature_model,ambiguous_AS|AU,71,35,0.49295774647887325,gap_plus_lag,constant,97.15648071894337,102.67549726125716,5.519016542313793,102.67549726125716,5.519016542313793,logit P(U) = 1.23 + -0.33*gap + -2.07*opp_prevU + -0.59*own_prevU,P(U) = 0.49,catch-up rule: unsafe rises when behind,mixed residual not explained by gap,0.8680395428849315,0.7742933220666246,0.6414571117242895,-0.22658243116064192,0.4930555555555556,0.4930555555555556,0.4930555555555556,0.0,"{""coef"": [-0.32551022985324585, -2.0696864553719276, -0.5924702229910881], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": 1.232714499838212}","{""p"": 0.4930555555555556}",gpt-5.4-nano,
signature_model,ambiguous_AS|AU|CAS,124,55,0.4435483870967742,constant,constant,175.13686427904992,175.13686427904992,0.0,177.54235161689613,2.4054873378462105,P(U) = 0.44,P(U) = 0.44,mixed residual not explained by gap,mixed residual not explained by gap,0.444,0.444,0.444,0.0,0.444,0.444,0.444,0.0,"{""p"": 0.444}","{""p"": 0.444}",gpt-5.4-nano,
signature_model,ambiguous_AS|AU|CS,378,208,0.5502645502645502,gap_plus_lag,abs_gap,497.3671210583,501.00557386219816,3.63845280389819,501.00557386219816,3.63845280389819,logit P(U) = 1.45 + -0.67*gap + -0.95*opp_prevU + -0.64*own_prevU,logit P(U) = 0.97 + -0.61*|gap|,catch-up rule: unsafe rises when behind,gap magnitude is weak,0.9420540268060247,0.8107325759324184,0.5302139053079694,-0.41184012149805527,0.43979296203742213,0.7259343887803812,0.43979296203742213,0.0,"{""coef"": [-0.6668871249591329, -0.9459753169508495, -0.6398626016193759], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": 1.4547772965325174}","{""coef"": [-0.6080472265663556], ""features"": [""abs_gap""], ""intercept"": 0.9740921024313903}",gpt-5-nano,
signature_model,ambiguous_AS|AU|CS,59,33,0.559322033898305,step_low_gap,step_low_gap,83.97060637336759,83.97060637336759,0.0,83.97060637336759,0.0,"P(U)= 0.64 if gap <= 1.75, else 0.15","P(U)= 0.64 if gap <= 1.75, else 0.15",threshold rule concentrated on behind/low-gap side,threshold rule concentrated on behind/low-gap side,0.6372549019607843,0.6372549019607843,0.15,-0.48725490196078425,0.6372549019607843,0.6372549019607843,0.15,-0.48725490196078425,"{""loglik"": -35.86899702082521, ""n_left"": 50, ""n_right"": 9, ""p_left"": 0.6372549019607843, ""p_right"": 0.15, ""threshold"": 1.75}","{""loglik"": -35.86899702082521, ""n_left"": 50, ""n_right"": 9, ""p_left"": 0.6372549019607843, ""p_right"": 0.15, ""threshold"": 1.75}",gpt-5.4-nano,
signature_model,ambiguous_AS|CAS,114,25,0.21929824561403508,gap_plus_lag,linear_gap,107.93317024184478,117.63999793369946,9.706827691854684,117.63999793369946,9.706827691854684,logit P(U) = 0.52 + -3.00*gap + -1.92*opp_prevU + -2.60*own_prevU,logit P(U) = -0.47 + -2.70*gap,catch-up rule: unsafe rises when behind,catch-up rule: unsafe rises when behind,0.9985246198969504,0.6278848260859559,0.004189162517960891,-0.9943354573789895,0.9928538936428275,0.3843246377943319,0.002796795432980295,-0.9900570982098472,"{""coef"": [-2.9971049089058877, -1.9221664042314857, -2.604183539935517], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": 0.5231533380459225}","{""coef"": [-2.7026240414096243], ""features"": [""gap""], ""intercept"": -0.4712322088569348}",google-gemini-3-flash-preview,
signature_model,ambiguous_AS|CAS,361,85,0.23545706371191136,step_low_gap,step_low_gap,372.9395040556176,372.9395040556176,0.0,372.9395040556176,0.0,"P(U)= 0.45 if gap <= -0.50, else 0.14","P(U)= 0.45 if gap <= -0.50, else 0.14",threshold rule concentrated on behind/low-gap side,threshold rule concentrated on behind/low-gap side,0.45089285714285715,0.14143426294820718,0.14143426294820718,-0.30945859419464994,0.45089285714285715,0.14143426294820718,0.14143426294820718,-0.30945859419464994,"{""loglik"": -177.63643509030948, ""n_left"": 111, ""n_right"": 250, ""p_left"": 0.45089285714285715, ""p_right"": 0.14143426294820718, ""threshold"": -0.5}","{""loglik"": -177.63643509030948, ""n_left"": 111, ""n_right"": 250, ""p_left"": 0.45089285714285715, ""p_right"": 0.14143426294820718, ""threshold"": -0.5}",gpt-5.4-nano,
signature_model,ambiguous_AS|CS,2982,57,0.019114688128772636,gap_plus_lag,linear_gap,216.711582279904,218.24612844677958,1.5345461668755718,218.24612844677958,1.5345461668755718,logit P(U) = -6.91 + -13.01*gap + 0.06*opp_prevU + 3.55*own_prevU,logit P(U) = -6.57 + -12.73*gap,catch-up rule: unsafe rises when behind,catch-up rule: unsafe rises when behind,0.9999999949391016,0.0009928145405471115,4.998349808016136e-15,-0.9999999949390966,0.9999999937233615,0.0013960003797817335,1.226624386935446e-14,-0.9999999937233492,"{""coef"": [-13.007847602436263, 0.05509247408047761, 3.554799022660653], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": -6.9139733704754835}","{""coef"": [-12.729589139637085], ""features"": [""gap""], ""intercept"": -6.572747026895929}",google-gemini-3-flash-preview,
signature_model,ambiguous_AS|CS,6208,660,0.10631443298969072,step_low_gap,step_low_gap,3755.93874925345,3755.93874925345,0.0,3755.93874925345,0.0,"P(U)= 0.06 if gap <= 0.00, else 0.33","P(U)= 0.06 if gap <= 0.00, else 0.33",threshold rule concentrated on above-threshold side,threshold rule concentrated on above-threshold side,0.06372173246454581,0.06372173246454581,0.3311491935483871,0.2674274610838413,0.06372173246454581,0.06372173246454581,0.3311491935483871,0.2674274610838413,"{""loglik"": -1864.8689835339305, ""n_left"": 5217, ""n_right"": 991, ""p_left"": 0.06372173246454581, ""p_right"": 0.3311491935483871, ""threshold"": 0.0}","{""loglik"": -1864.8689835339305, ""n_left"": 5217, ""n_right"": 991, ""p_left"": 0.06372173246454581, ""p_right"": 0.3311491935483871, ""threshold"": 0.0}",gpt-5-nano,
signature_model,ambiguous_AS|CS,3110,247,0.07942122186495176,gap_plus_lag,abs_gap,1511.4027625040226,1533.8887011883953,22.48593868437274,1533.8887011883953,22.48593868437274,logit P(U) = -2.97 + 0.75*gap + 3.17*opp_prevU + 1.20*own_prevU,logit P(U) = -2.90 + 1.40*|gap|,leader-pressure rule: unsafe rises when ahead,unsafe rises when the race is uneven,0.011228029651730321,0.04870954735791459,0.18757599341973874,0.17634796376800843,0.4749172119570086,0.051962857855078114,0.4749172119570086,0.0,"{""coef"": [0.753053030465771, 3.1658595010667088, 1.2013580996198374], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": -2.9719443788605155}","{""coef"": [1.4017245230863722], ""features"": [""abs_gap""], ""intercept"": -2.903864489615386}",gpt-5.4-nano,
signature_model,ambiguous_AU|CAS,1634,1485,0.908812729498164,gap_plus_lag,linear_gap,712.9532896246238,822.0316383488915,109.0783487242677,822.0316383488915,109.0783487242677,logit P(U) = 1.17 + -1.71*gap + 2.73*opp_prevU + -0.46*own_prevU,logit P(U) = 3.12 + -3.72*gap,catch-up rule: unsafe rises when behind,catch-up rule: unsafe rises when behind,0.9899827045761984,0.7637029407167443,0.09559160460389973,-0.8943910999722987,0.9999737212495732,0.9575506508834706,0.01319558497448022,-0.9867781362750929,"{""coef"": [-1.7101425890896185, 2.726027930360708, -0.4574787671793562], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": 1.173089153233662}","{""coef"": [-3.7153282978847657], ""features"": [""gap""], ""intercept"": 3.1160670390548453}",google-gemini-3-flash-preview,
signature_model,ambiguous_AU|CAS,274,247,0.9014598540145985,linear_gap,linear_gap,141.07596064317198,141.07596064317198,0.0,146.71923084072847,5.64327019755649,logit P(U) = 2.57 + -19.59*gap,logit P(U) = 2.57 + -19.59*gap,catch-up rule: unsafe rises when behind,catch-up rule: unsafe rises when behind,1.0,0.9287936516234886,1.2589105789243756e-16,-0.9999999999999999,1.0,0.9287936516234886,1.2589105789243756e-16,-0.9999999999999999,"{""coef"": [-19.589709689568505], ""features"": [""gap""], ""intercept"": 2.568304618294992}","{""coef"": [-19.589709689568505], ""features"": [""gap""], ""intercept"": 2.568304618294992}",google-gemini-3.1-flash-lite-preview,
signature_model,ambiguous_AU|CAS,98,76,0.7755102040816326,linear_gap,linear_gap,94.69577734188361,94.69577734188361,0.0,98.8491892614135,4.153411919529887,logit P(U) = 1.51 + -5.17*gap,logit P(U) = 1.51 + -5.17*gap,catch-up rule: unsafe rises when behind,catch-up rule: unsafe rises when behind,0.9999927957031813,0.8186825006417452,0.00014685289667899188,-0.9998459428065023,0.9999927957031813,0.8186825006417452,0.00014685289667899188,-0.9998459428065023,"{""coef"": [-5.166689509166616], ""features"": [""gap""], ""intercept"": 1.5074467069269175}","{""coef"": [-5.166689509166616], ""features"": [""gap""], ""intercept"": 1.5074467069269175}",google-gemini-3.5-flash-lite,
signature_model,ambiguous_AU|CAS,58,32,0.5517241379310345,linear_gap,linear_gap,82.03062262211292,82.03062262211292,0.0,82.21953681125527,0.18891418914235203,logit P(U) = 1.17 + -1.09*gap,logit P(U) = 1.17 + -1.09*gap,catch-up rule: unsafe rises when behind,catch-up rule: unsafe rises when behind,0.9658926686019744,0.7637522416376888,0.2695679678604456,-0.6963247007415287,0.9658926686019744,0.7637522416376888,0.2695679678604456,-0.6963247007415287,"{""coef"": [-1.0850889965669797], ""features"": [""gap""], ""intercept"": 1.1733623676073228}","{""coef"": [-1.0850889965669797], ""features"": [""gap""], ""intercept"": 1.1733623676073228}",gpt-5-nano,
signature_model,ambiguous_AU|CAS,1916,1438,0.7505219206680585,gap_plus_lag,abs_gap,1988.1027452842732,2023.875822329632,35.77307704535883,2023.875822329632,35.77307704535883,logit P(U) = 0.00 + 0.38*gap + 2.24*opp_prevU + -0.72*own_prevU,logit P(U) = 1.64 + -0.90*|gap|,leader-pressure rule: unsafe rises when ahead,gap magnitude is weak,0.31958234834350296,0.500937995557618,0.6820471729003685,0.3624648245568656,0.4612122704980512,0.8376415478516485,0.4612122704980512,0.0,"{""coef"": [0.37972190398635236, 2.2445298106050293, -0.715138941903387], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": 0.003751986631984714}","{""coef"": [-0.8981234901003315], ""features"": [""abs_gap""], ""intercept"": 1.6407837033075172}",gpt-5.4-nano,
signature_model,ambiguous_AU|CS,260,203,0.7807692307692308,gap_plus_lag,linear_gap,241.611293593389,270.2806751691086,28.66938157571957,270.2806751691086,28.66938157571957,logit P(U) = -0.19 + -3.40*gap + -2.02*opp_prevU + 1.83*own_prevU,logit P(U) = 0.03 + -1.92*gap,catch-up rule: unsafe rises when behind,catch-up rule: unsafe rises when behind,0.9986490535816719,0.4532468681249627,0.0009287712143266775,-0.9977202823673452,0.979709910449193,0.5070476003512635,0.021441769834118496,-0.9582681406150745,"{""coef"": [-3.396579234842181, -2.017168953376781, 1.8263912050610238], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": -0.1875604479139537}","{""coef"": [-1.9244658410967177], ""features"": [""gap""], ""intercept"": 0.02819226853398268}",google-gemini-3-flash-preview,
signature_model,ambiguous_AU|CS,219,141,0.6438356164383562,linear_gap,linear_gap,274.5366927679067,274.5366927679067,0.0,276.0341112294787,1.4974184615720105,logit P(U) = 1.24 + -0.84*gap,logit P(U) = 1.24 + -0.84*gap,catch-up rule: unsafe rises when behind,catch-up rule: unsafe rises when behind,0.9490975965454342,0.7759013919345283,0.39133050080071086,-0.5577670957447234,0.9490975965454342,0.7759013919345283,0.39133050080071086,-0.5577670957447234,"{""coef"": [-0.8418311114505618], ""features"": [""gap""], ""intercept"": 1.24193927029251}","{""coef"": [-0.8418311114505618], ""features"": [""gap""], ""intercept"": 1.24193927029251}",gpt-5-nano,
signature_model,ambiguous_AU|CS,74,53,0.7162162162162162,constant,constant,92.58782730735837,92.58782730735837,0.0,96.04761008317924,3.4597827758208695,P(U) = 0.71,P(U) = 0.71,residual is mostly unconditional unsafe,residual is mostly unconditional unsafe,0.7133333333333334,0.7133333333333334,0.7133333333333334,0.0,0.7133333333333334,0.7133333333333334,0.7133333333333334,0.0,"{""p"": 0.7133333333333334}","{""p"": 0.7133333333333334}",gpt-5.4-nano,
signature_model,near_AS,332,92,0.27710843373493976,gap_plus_lag,linear_gap,365.82833052568435,374.7704940501789,8.94216352449456,374.7704940501789,8.94216352449456,logit P(U) = -1.56 + -2.19*gap + -1.30*opp_prevU + -0.28*own_prevU,logit P(U) = -1.82 + -1.66*gap,catch-up rule: unsafe rises when behind,catch-up rule: unsafe rises when behind,0.9437473661475319,0.17324024407421393,0.002610302888460815,-0.941137063259071,0.8176217327715706,0.1400334748862733,0.005879768265067422,-0.8117419645065032,"{""coef"": [-2.1914202362957114, -1.3005564203204085, -0.2832207715626535], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": -1.5628348269013317}","{""coef"": [-1.6576644212726857], ""features"": [""gap""], ""intercept"": -1.8150119638451543}",google-gemini-3-flash-preview,
signature_model,near_AS,6888,1976,0.2868757259001161,gap_plus_lag,abs_gap,7369.325830263217,8226.108715000419,856.782884737202,8226.108715000419,856.782884737202,logit P(U) = -0.21 + 0.05*gap + -1.29*opp_prevU + -1.30*own_prevU,logit P(U) = -0.75 + -0.25*|gap|,gap effect is present but shallow,gap magnitude is weak,0.42238714546259903,0.44651491785212144,0.470897323157496,0.04851017769489696,0.22211348048534832,0.3203163832220726,0.22211348048534832,0.0,"{""coef"": [0.04910977655133391, -1.28810228545678, -1.298448402017553], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": -0.21476198952831946}","{""coef"": [-0.250537005788383], ""features"": [""abs_gap""], ""intercept"": -0.752318215531288}",gpt-5-nano,
signature_model,near_AS,3234,699,0.21614100185528756,gap_plus_lag,constant,3345.538008765184,3384.2494396943603,38.71143092917646,3384.2494396943603,38.71143092917646,logit P(U) = -0.74 + 0.03*gap + -0.56*opp_prevU + -0.47*own_prevU,P(U) = 0.22,gap effect is present but shallow,residual is mostly unconditional safe,0.309404593482532,0.32241866344669,0.3357140264888906,0.026309433006358574,0.21622874806800618,0.21622874806800618,0.21622874806800618,0.0,"{""coef"": [0.0301128238028166, -0.5636014645525692, -0.46593121790286995], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": -0.7426787014415818}","{""p"": 0.21622874806800618}",gpt-5.4-nano,
signature_model,near_AU,776,589,0.759020618556701,constant,constant,863.6786679738505,863.6786679738505,0.0,868.2659959256135,4.587327951763086,P(U) = 0.76,P(U) = 0.76,residual is mostly unconditional unsafe,residual is mostly unconditional unsafe,0.7586872586872587,0.7586872586872587,0.7586872586872587,0.0,0.7586872586872587,0.7586872586872587,0.7586872586872587,0.0,"{""p"": 0.7586872586872587}","{""p"": 0.7586872586872587}",google-gemini-3-flash-preview,
signature_model,near_AU,150,105,0.7,gap_plus_lag,linear_gap,149.9777586111247,175.09546362589515,25.11770501477045,175.09546362589515,25.11770501477045,logit P(U) = 23.66 + -28.51*gap + -7.16*opp_prevU + -16.22*own_prevU,logit P(U) = 0.82 + -13.76*gap,catch-up rule: unsafe rises when behind,catch-up rule: unsafe rises when behind,1.0,0.9999999999470413,3.2836991696203972e-15,-0.9999999999999967,0.9999999999995055,0.6940486014164939,2.5450658241878474e-12,-0.9999999999969604,"{""coef"": [-28.50565646596838, -7.16303440844318, -16.22297679750417], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": 23.66150711955438}","{""coef"": [-13.757990164935954], ""features"": [""gap""], ""intercept"": 0.8191157277348836}",google-gemini-3.1-flash-lite-preview,
signature_model,near_AU,99,72,0.7272727272727273,linear_gap,linear_gap,115.46372824263025,115.46372824263025,0.0,115.46372824263025,0.0,logit P(U) = 0.77 + -14.48*gap,logit P(U) = 0.77 + -14.48*gap,catch-up rule: unsafe rises when behind,catch-up rule: unsafe rises when behind,0.9999999999998763,0.6824403149493683,5.707685101834393e-13,-0.9999999999993056,0.9999999999998763,0.6824403149493683,5.707685101834393e-13,-0.9999999999993056,"{""coef"": [-14.478400983113493], ""features"": [""gap""], ""intercept"": 0.7650092875341201}","{""coef"": [-14.478400983113493], ""features"": [""gap""], ""intercept"": 0.7650092875341201}",google-gemini-3.5-flash-lite,
signature_model,near_AU,4064,2809,0.6911909448818898,gap_plus_lag,abs_gap,4233.706530870292,4881.478904192299,647.7723733220064,4881.478904192299,647.7723733220064,logit P(U) = 2.85 + -0.59*gap + -1.75*opp_prevU + -1.33*own_prevU,logit P(U) = 1.33 + -0.42*|gap|,catch-up rule: unsafe rises when behind,gap magnitude is weak,0.9825369626640246,0.9451114270738306,0.8404987665110358,-0.14203819615298874,0.6195169031427249,0.7914318098063301,0.6195169031427249,0.0,"{""coef"": [-0.5920269098734948, -1.745357746796144, -1.3302556509563719], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": 2.8459976493607657}","{""coef"": [-0.423039725205381], ""features"": [""abs_gap""], ""intercept"": 1.3335776834328716}",gpt-5-nano,
