participant_id,group_id,round_number,max_private_risk,decision,decision_opponent,decision_lag,decision_opponent_lag,acc_steps,acc_steps_opponent,acc_steps_lag,acc_steps_opponent_lag,delta_steps_lag,won_race,num_rounds,sex,age,nationality_group,risk_gamble_choice
P0167,G0042,7,0.9,1.0,0.0,0,1,8.5,8.0,7.0,7.0,0.0,0.0,14.0,Female,18-22,South Africa,1.0
P0167,G0042,8,0.9,0.0,1.0,1,0,9.5,9.5,8.5,8.0,0.5,0.0,14.0,Female,18-22,South Africa,1.0
P0167,G0042,9,0.9,1.0,1.0,0,1,11.0,11.0,9.5,9.5,0.0,0.0,14.0,Female,18-22,South Africa,1.0
P0167,G0042,10,0.9,1.0,0.0,1,1,12.5,12.0,11.0,11.0,0.0,0.0,14.0,Female,18-22,South Africa,1.0
P0167,G0042,11,0.9,0.0,0.0,1,0,13.5,13.0,12.5,12.0,0.5,0.0,14.0,Female,18-22,South Africa,1.0
P0167,G0042,12,0.9,1.0,0.0,0,0,15.0,14.0,13.5,13.0,0.5,0.0,14.0,Female,18-22,South Africa,1.0
P0167,G0042,13,0.9,0.0,0.0,1,0,16.0,15.0,15.0,14.0,1.0,0.0,14.0,Female,18-22,South Africa,1.0
P0167,G0042,14,0.9,0.0,1.0,0,0,17.0,16.5,16.0,15.0,1.0,1.0,14.0,Female,18-22,South Africa,1.0
P0168,G0076,1,0.1,0.0,1.0,-1,-1,1.0,1.5,0.0,0.0,0.0,0.0,17.0,Male,18-22,Other,2.0
P0168,G0076,2,0.1,1.0,0.0,0,1,2.5,2.5,1.0,1.5,-0.5,0.0,17.0,Male,18-22,Other,2.0
P0168,G0076,3,0.1,0.0,0.0,1,0,3.5,3.5,2.5,2.5,0.0,0.0,17.0,Male,18-22,Other,2.0
P0168,G0076,4,0.1,1.0,1.0,0,0,5.0,5.0,3.5,3.5,0.0,0.0,17.0,Male,18-22,Other,2.0
P0168,G0076,5,0.1,1.0,1.0,1,1,6.5,6.5,5.0,5.0,0.0,0.0,17.0,Male,18-22,Other,2.0
P0168,G0076,6,0.1,1.0,1.0,1,1,8.0,8.0,6.5,6.5,0.0,0.0,17.0,Male,18-22,Other,2.0
P0168,G0076,7,0.1,1.0,1.0,1,1,9.5,9.5,8.0,8.0,0.0,0.0,17.0,Male,18-22,Other,2.0
P0168,G0076,8,0.1,1.0,1.0,1,1,11.0,11.0,9.5,9.5,0.0,0.0,17.0,Male,18-22,Other,2.0
P0168,G0076,9,0.1,1.0,1.0,1,1,12.5,12.5,11.0,11.0,0.0,0.0,17.0,Male,18-22,Other,2.0
P0168,G0076,10,0.1,1.0,1.0,1,1,14.0,14.0,12.5,12.5,0.0,0.0,17.0,Male,18-22,Other,2.0
P0168,G0076,11,0.1,1.0,1.0,1,1,15.5,15.5,14.0,14.0,0.0,0.0,17.0,Male,18-22,Other,2.0
P0168,G0076,12,0.1,1.0,1.0,1,1,17.0,17.0,15.5,15.5,0.0,0.0,17.0,Male,18-22,Other,2.0
P0168,G0076,13,0.1,1.0,1.0,1,1,18.5,18.5,17.0,17.0,0.0,0.0,17.0,Male,18-22,Other,2.0
P0168,G0076,14,0.1,1.0,1.0,1,1,20.0,20.0,18.5,18.5,0.0,0.0,17.0,Male,18-22,Other,2.0
P0168,G0076,15,0.1,1.0,1.0,1,1,21.5,21.5,20.0,20.0,0.0,0.0,17.0,Male,18-22,Other,2.0
P0168,G0076,16,0.1,1.0,1.0,1,1,23.0,23.0,21.5,21.5,0.0,0.0,17.0,Male,18-22,Other,2.0
P0168,G0076,17,0.1,1.0,1.0,1,1,24.5,24.5,23.0,23.0,0.0,1.0,17.0,Male,18-22,Other,2.0
P0169,G0087,1,0.6,0.0,0.0,-1,-1,1.0,1.0,0.0,0.0,0.0,0.0,5.0,Male,28-32,Poland,0.0
P0169,G0087,2,0.6,0.0,0.0,0,0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,Male,28-32,Poland,0.0
P0169,G0087,3,0.6,0.0,0.0,0,0,3.0,3.0,2.0,2.0,0.0,0.0,5.0,Male,28-32,Poland,0.0
P0169,G0087,4,0.6,0.0,0.0,0,0,4.0,4.0,3.0,3.0,0.0,0.0,5.0,Male,28-32,Poland,0.0
P0169,G0087,5,0.6,0.0,0.0,0,0,5.0,5.0,4.0,4.0,0.0,1.0,5.0,Male,28-32,Poland,0.0
P0170,G0031,1,0.1,0.0,1.0,-1,-1,1.0,1.5,0.0,0.0,0.0,0.0,6.0,Female,18-22,South Africa,0.0
P0170,G0031,2,0.1,0.0,0.0,0,1,2.0,2.5,1.0,1.5,-0.5,0.0,6.0,Female,18-22,South Africa,0.0
P0170,G0031,3,0.1,1.0,0.0,0,0,3.5,3.5,2.0,2.5,-0.5,0.0,6.0,Female,18-22,South Africa,0.0
P0170,G0031,4,0.1,1.0,1.0,1,0,5.0,5.0,3.5,3.5,0.0,0.0,6.0,Female,18-22,South Africa,0.0
P0170,G0031,5,0.1,1.0,1.0,1,1,6.5,6.5,5.0,5.0,0.0,0.0,6.0,Female,18-22,South Africa,0.0
P0170,G0031,6,0.1,1.0,1.0,1,1,8.0,8.0,6.5,6.5,0.0,1.0,6.0,Female,18-22,South Africa,0.0
P0171,G0132,1,0.6,0.0,1.0,-1,-1,1.0,1.5,0.0,0.0,0.0,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,2,0.6,1.0,0.0,0,1,2.5,2.5,1.0,1.5,-0.5,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,3,0.6,0.0,0.0,1,0,3.5,3.5,2.5,2.5,0.0,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,4,0.6,1.0,0.0,0,0,5.0,4.5,3.5,3.5,0.0,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,5,0.6,1.0,1.0,1,0,6.5,6.0,5.0,4.5,0.5,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,6,0.6,1.0,1.0,1,1,8.0,7.5,6.5,6.0,0.5,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,7,0.6,0.0,1.0,1,1,9.0,9.0,8.0,7.5,0.5,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,8,0.6,1.0,0.0,0,1,10.5,10.0,9.0,9.0,0.0,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,9,0.6,0.0,1.0,1,0,11.5,11.5,10.5,10.0,0.5,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,10,0.6,1.0,1.0,0,1,13.0,13.0,11.5,11.5,0.0,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,11,0.6,1.0,1.0,1,1,14.5,14.5,13.0,13.0,0.0,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,12,0.6,1.0,1.0,1,1,16.0,16.0,14.5,14.5,0.0,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,13,0.6,1.0,1.0,1,1,17.5,17.5,16.0,16.0,0.0,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,14,0.6,1.0,1.0,1,1,19.0,19.0,17.5,17.5,0.0,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,15,0.6,1.0,1.0,1,1,20.5,20.5,19.0,19.0,0.0,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,16,0.6,1.0,1.0,1,1,22.0,22.0,20.5,20.5,0.0,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,17,0.6,1.0,1.0,1,1,23.5,23.5,22.0,22.0,0.0,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,18,0.6,1.0,1.0,1,1,25.0,25.0,23.5,23.5,0.0,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,19,0.6,1.0,1.0,1,1,26.5,26.5,25.0,25.0,0.0,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,20,0.6,1.0,1.0,1,1,28.0,28.0,26.5,26.5,0.0,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,21,0.6,1.0,1.0,1,1,29.5,29.5,28.0,28.0,0.0,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,22,0.6,1.0,1.0,1,1,31.0,31.0,29.5,29.5,0.0,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,23,0.6,1.0,1.0,1,1,32.5,32.5,31.0,31.0,0.0,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,24,0.6,1.0,1.0,1,1,34.0,34.0,32.5,32.5,0.0,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,25,0.6,1.0,1.0,1,1,35.5,35.5,34.0,34.0,0.0,0.0,26.0,Female,18-22,Other,3.0
P0171,G0132,26,0.6,1.0,1.0,1,1,37.0,37.0,35.5,35.5,0.0,1.0,26.0,Female,18-22,Other,3.0
P0172,G0164,1,0.9,0.0,1.0,-1,-1,1.0,1.5,0.0,0.0,0.0,0.0,19.0,Female,28-32,South Africa,2.0
P0172,G0164,2,0.9,1.0,0.0,0,1,2.5,2.5,1.0,1.5,-0.5,0.0,19.0,Female,28-32,South Africa,2.0
P0172,G0164,3,0.9,0.0,1.0,1,0,3.5,4.0,2.5,2.5,0.0,0.0,19.0,Female,28-32,South Africa,2.0
P0172,G0164,4,0.9,1.0,1.0,0,1,5.0,5.5,3.5,4.0,-0.5,0.0,19.0,Female,28-32,South Africa,2.0
P0172,G0164,5,0.9,0.0,0.0,1,1,6.0,6.5,5.0,5.5,-0.5,0.0,19.0,Female,28-32,South Africa,2.0
P0172,G0164,6,0.9,0.0,1.0,0,0,7.0,8.0,6.0,6.5,-0.5,0.0,19.0,Female,28-32,South Africa,2.0
P0172,G0164,7,0.9,0.0,0.0,0,1,8.0,9.0,7.0,8.0,-1.0,0.0,19.0,Female,28-32,South Africa,2.0
P0172,G0164,8,0.9,0.0,0.0,0,0,9.0,10.0,8.0,9.0,-1.0,0.0,19.0,Female,28-32,South Africa,2.0
P0172,G0164,9,0.9,1.0,1.0,0,0,10.5,11.5,9.0,10.0,-1.0,0.0,19.0,Female,28-32,South Africa,2.0
P0172,G0164,10,0.9,1.0,0.0,1,1,12.0,12.5,10.5,11.5,-1.0,0.0,19.0,Female,28-32,South Africa,2.0
P0172,G0164,11,0.9,0.0,1.0,1,0,13.0,14.0,12.0,12.5,-0.5,0.0,19.0,Female,28-32,South Africa,2.0
P0172,G0164,12,0.9,1.0,0.0,0,1,14.5,15.0,13.0,14.0,-1.0,0.0,19.0,Female,28-32,South Africa,2.0
P0172,G0164,13,0.9,0.0,0.0,1,0,15.5,16.0,14.5,15.0,-0.5,0.0,19.0,Female,28-32,South Africa,2.0
P0172,G0164,14,0.9,1.0,0.0,0,0,17.0,17.0,15.5,16.0,-0.5,0.0,19.0,Female,28-32,South Africa,2.0
P0172,G0164,15,0.9,0.0,0.0,1,0,18.0,18.0,17.0,17.0,0.0,0.0,19.0,Female,28-32,South Africa,2.0
P0172,G0164,16,0.9,0.0,1.0,0,0,19.0,19.5,18.0,18.0,0.0,0.0,19.0,Female,28-32,South Africa,2.0
P0172,G0164,17,0.9,0.0,0.0,0,1,20.0,20.5,19.0,19.5,-0.5,0.0,19.0,Female,28-32,South Africa,2.0
P0172,G0164,18,0.9,1.0,0.0,0,0,21.5,21.5,20.0,20.5,-0.5,0.0,19.0,Female,28-32,South Africa,2.0
P0172,G0164,19,0.9,0.0,1.0,1,0,22.5,23.0,21.5,21.5,0.0,0.0,19.0,Female,28-32,South Africa,2.0
P0173,G0101,1,0.1,1.0,1.0,-1,-1,1.5,1.5,0.0,0.0,0.0,0.0,10.0,Male,28-32,South Africa,4.0
P0173,G0101,2,0.1,0.0,1.0,1,1,2.5,3.0,1.5,1.5,0.0,0.0,10.0,Male,28-32,South Africa,4.0
P0173,G0101,3,0.1,0.0,1.0,0,1,3.5,4.5,2.5,3.0,-0.5,0.0,10.0,Male,28-32,South Africa,4.0
P0173,G0101,4,0.1,0.0,1.0,0,1,4.5,6.0,3.5,4.5,-1.0,0.0,10.0,Male,28-32,South Africa,4.0
P0173,G0101,5,0.1,1.0,1.0,0,1,6.0,7.5,4.5,6.0,-1.5,0.0,10.0,Male,28-32,South Africa,4.0
P0173,G0101,6,0.1,1.0,1.0,1,1,7.5,9.0,6.0,7.5,-1.5,0.0,10.0,Male,28-32,South Africa,4.0
P0173,G0101,7,0.1,1.0,1.0,1,1,9.0,10.5,7.5,9.0,-1.5,0.0,10.0,Male,28-32,South Africa,4.0
P0173,G0101,8,0.1,0.0,1.0,1,1,10.0,12.0,9.0,10.5,-1.5,0.0,10.0,Male,28-32,South Africa,4.0
P0173,G0101,9,0.1,0.0,1.0,0,1,11.0,13.5,10.0,12.0,-2.0,0.0,10.0,Male,28-32,South Africa,4.0
P0173,G0101,10,0.1,1.0,1.0,0,1,12.5,15.0,11.0,13.5,-2.5,0.0,10.0,Male,28-32,South Africa,4.0
P0174,G0143,1,0.9,0.0,1.0,-1,-1,1.0,1.5,0.0,0.0,0.0,0.0,8.0,Female,18-22,Other,3.0
P0174,G0143,2,0.9,1.0,0.0,0,1,2.5,2.5,1.0,1.5,-0.5,0.0,8.0,Female,18-22,Other,3.0
P0174,G0143,3,0.9,0.0,0.0,1,0,3.5,3.5,2.5,2.5,0.0,0.0,8.0,Female,18-22,Other,3.0
P0174,G0143,4,0.9,1.0,0.0,0,0,5.0,4.5,3.5,3.5,0.0,0.0,8.0,Female,18-22,Other,3.0
P0174,G0143,5,0.9,0.0,1.0,1,0,6.0,6.0,5.0,4.5,0.5,0.0,8.0,Female,18-22,Other,3.0
P0174,G0143,6,0.9,1.0,0.0,0,1,7.5,7.0,6.0,6.0,0.0,0.0,8.0,Female,18-22,Other,3.0
P0174,G0143,7,0.9,0.0,1.0,1,0,8.5,8.5,7.5,7.0,0.5,0.0,8.0,Female,18-22,Other,3.0
P0174,G0143,8,0.9,1.0,1.0,0,1,10.0,10.0,8.5,8.5,0.0,1.0,8.0,Female,18-22,Other,3.0
P0175,G0053,1,0.9,0.0,0.0,-1,-1,1.0,1.0,0.0,0.0,0.0,0.0,6.0,Female,23-27,Other,3.0
P0175,G0053,2,0.9,1.0,1.0,0,0,2.5,2.5,1.0,1.0,0.0,0.0,6.0,Female,23-27,Other,3.0
P0175,G0053,3,0.9,0.0,0.0,1,1,3.5,3.5,2.5,2.5,0.0,0.0,6.0,Female,23-27,Other,3.0
P0175,G0053,4,0.9,0.0,1.0,0,0,4.5,5.0,3.5,3.5,0.0,0.0,6.0,Female,23-27,Other,3.0
P0175,G0053,5,0.9,1.0,0.0,0,1,6.0,6.0,4.5,5.0,-0.5,0.0,6.0,Female,23-27,Other,3.0
P0175,G0053,6,0.9,1.0,1.0,1,0,7.5,7.5,6.0,6.0,0.0,1.0,6.0,Female,23-27,Other,3.0
P0176,G0036,1,0.6,1.0,0.0,-1,-1,1.5,1.0,0.0,0.0,0.0,0.0,9.0,Female,28-32,Other,4.0
P0176,G0036,2,0.6,0.0,1.0,1,0,2.5,2.5,1.5,1.0,0.5,0.0,9.0,Female,28-32,Other,4.0
P0176,G0036,3,0.6,0.0,0.0,0,1,3.5,3.5,2.5,2.5,0.0,0.0,9.0,Female,28-32,Other,4.0
P0176,G0036,4,0.6,1.0,1.0,0,0,5.0,5.0,3.5,3.5,0.0,0.0,9.0,Female,28-32,Other,4.0
P0176,G0036,5,0.6,1.0,0.0,1,1,6.5,6.0,5.0,5.0,0.0,0.0,9.0,Female,28-32,Other,4.0
P0176,G0036,6,0.6,0.0,1.0,1,0,7.5,7.5,6.5,6.0,0.5,0.0,9.0,Female,28-32,Other,4.0
P0176,G0036,7,0.6,1.0,0.0,0,1,9.0,8.5,7.5,7.5,0.0,0.0,9.0,Female,28-32,Other,4.0
P0176,G0036,8,0.6,1.0,0.0,1,0,10.5,9.5,9.0,8.5,0.5,0.0,9.0,Female,28-32,Other,4.0
P0176,G0036,9,0.6,0.0,1.0,1,0,11.5,11.0,10.5,9.5,1.0,1.0,9.0,Female,28-32,Other,4.0
P0177,G0081,1,0.9,1.0,0.0,-1,-1,1.5,1.0,0.0,0.0,0.0,0.0,7.0,Male,18-22,South Africa,2.0
P0177,G0081,2,0.9,1.0,1.0,1,0,3.0,2.5,1.5,1.0,0.5,0.0,7.0,Male,18-22,South Africa,2.0
P0177,G0081,3,0.9,1.0,0.0,1,1,4.5,3.5,3.0,2.5,0.5,0.0,7.0,Male,18-22,South Africa,2.0
P0177,G0081,4,0.9,0.0,0.0,1,0,5.5,4.5,4.5,3.5,1.0,0.0,7.0,Male,18-22,South Africa,2.0
P0177,G0081,5,0.9,1.0,1.0,0,0,7.0,6.0,5.5,4.5,1.0,0.0,7.0,Male,18-22,South Africa,2.0
P0177,G0081,6,0.9,1.0,0.0,1,1,8.5,7.0,7.0,6.0,1.0,0.0,7.0,Male,18-22,South Africa,2.0
P0177,G0081,7,0.9,1.0,0.0,1,0,10.0,8.0,8.5,7.0,1.5,1.0,7.0,Male,18-22,South Africa,2.0
P0178,G0009,1,0.6,0.0,1.0,-1,-1,1.0,1.5,0.0,0.0,0.0,0.0,6.0,Female,33-37,Poland,0.0
P0178,G0009,2,0.6,0.0,0.0,0,1,2.0,2.5,1.0,1.5,-0.5,0.0,6.0,Female,33-37,Poland,0.0
P0178,G0009,3,0.6,0.0,0.0,0,0,3.0,3.5,2.0,2.5,-0.5,0.0,6.0,Female,33-37,Poland,0.0
P0178,G0009,4,0.6,1.0,0.0,0,0,4.5,4.5,3.0,3.5,-0.5,0.0,6.0,Female,33-37,Poland,0.0
P0178,G0009,5,0.6,0.0,1.0,1,0,5.5,6.0,4.5,4.5,0.0,0.0,6.0,Female,33-37,Poland,0.0
P0178,G0009,6,0.6,0.0,1.0,0,1,6.5,7.5,5.5,6.0,-0.5,0.0,6.0,Female,33-37,Poland,0.0
P0179,G0056,1,0.9,1.0,1.0,-1,-1,1.5,1.5,0.0,0.0,0.0,0.0,13.0,Male,23-27,South Africa,2.0
P0179,G0056,2,0.9,1.0,1.0,1,1,3.0,3.0,1.5,1.5,0.0,0.0,13.0,Male,23-27,South Africa,2.0
P0179,G0056,3,0.9,1.0,1.0,1,1,4.5,4.5,3.0,3.0,0.0,0.0,13.0,Male,23-27,South Africa,2.0
P0179,G0056,4,0.9,0.0,1.0,1,1,5.5,6.0,4.5,4.5,0.0,0.0,13.0,Male,23-27,South Africa,2.0
P0179,G0056,5,0.9,0.0,0.0,0,1,6.5,7.0,5.5,6.0,-0.5,0.0,13.0,Male,23-27,South Africa,2.0
P0179,G0056,6,0.9,0.0,0.0,0,0,7.5,8.0,6.5,7.0,-0.5,0.0,13.0,Male,23-27,South Africa,2.0
P0179,G0056,7,0.9,0.0,0.0,0,0,8.5,9.0,7.5,8.0,-0.5,0.0,13.0,Male,23-27,South Africa,2.0
P0179,G0056,8,0.9,1.0,0.0,0,0,10.0,10.0,8.5,9.0,-0.5,0.0,13.0,Male,23-27,South Africa,2.0
P0179,G0056,9,0.9,0.0,1.0,1,0,11.0,11.5,10.0,10.0,0.0,0.0,13.0,Male,23-27,South Africa,2.0
P0179,G0056,10,0.9,1.0,1.0,0,1,12.5,13.0,11.0,11.5,-0.5,0.0,13.0,Male,23-27,South Africa,2.0
P0179,G0056,11,0.9,1.0,0.0,1,1,14.0,14.0,12.5,13.0,-0.5,0.0,13.0,Male,23-27,South Africa,2.0
P0179,G0056,12,0.9,1.0,1.0,1,0,15.5,15.5,14.0,14.0,0.0,0.0,13.0,Male,23-27,South Africa,2.0
P0179,G0056,13,0.9,1.0,1.0,1,1,17.0,17.0,15.5,15.5,0.0,1.0,13.0,Male,23-27,South Africa,2.0
P0180,G0172,1,0.6,1.0,1.0,-1,-1,1.5,1.5,0.0,0.0,0.0,0.0,5.0,Male,28-32,Other,2.0
P0180,G0172,2,0.6,1.0,1.0,1,1,3.0,3.0,1.5,1.5,0.0,0.0,5.0,Male,28-32,Other,2.0
P0180,G0172,3,0.6,0.0,1.0,1,1,4.0,4.5,3.0,3.0,0.0,0.0,5.0,Male,28-32,Other,2.0
P0180,G0172,4,0.6,0.0,0.0,0,1,5.0,5.5,4.0,4.5,-0.5,0.0,5.0,Male,28-32,Other,2.0
P0180,G0172,5,0.6,1.0,0.0,0,0,6.5,6.5,5.0,5.5,-0.5,1.0,5.0,Male,28-32,Other,2.0
P0181,G0147,1,0.1,1.0,0.0,-1,-1,1.5,1.0,0.0,0.0,0.0,0.0,6.0,Male,33-37,Poland,5.0
P0181,G0147,2,0.1,0.0,0.0,1,0,2.5,2.0,1.5,1.0,0.5,0.0,6.0,Male,33-37,Poland,5.0
P0181,G0147,3,0.1,0.0,0.0,0,0,3.5,3.0,2.5,2.0,0.5,0.0,6.0,Male,33-37,Poland,5.0
P0181,G0147,4,0.1,0.0,1.0,0,0,4.5,4.5,3.5,3.0,0.5,0.0,6.0,Male,33-37,Poland,5.0
P0181,G0147,5,0.1,1.0,0.0,0,1,6.0,5.5,4.5,4.5,0.0,0.0,6.0,Male,33-37,Poland,5.0
P0181,G0147,6,0.1,1.0,0.0,1,0,7.5,6.5,6.0,5.5,0.5,1.0,6.0,Male,33-37,Poland,5.0
P0182,G0003,1,0.1,0.0,0.0,-1,-1,1.0,1.0,0.0,0.0,0.0,0.0,6.0,Female,28-32,South Africa,1.0
P0182,G0003,2,0.1,1.0,0.0,0,0,2.5,2.0,1.0,1.0,0.0,0.0,6.0,Female,28-32,South Africa,1.0
P0182,G0003,3,0.1,0.0,1.0,1,0,3.5,3.5,2.5,2.0,0.5,0.0,6.0,Female,28-32,South Africa,1.0
P0182,G0003,4,0.1,1.0,1.0,0,1,5.0,5.0,3.5,3.5,0.0,0.0,6.0,Female,28-32,South Africa,1.0
P0182,G0003,5,0.1,1.0,1.0,1,1,6.5,6.5,5.0,5.0,0.0,0.0,6.0,Female,28-32,South Africa,1.0
P0182,G0003,6,0.1,1.0,1.0,1,1,8.0,8.0,6.5,6.5,0.0,1.0,6.0,Female,28-32,South Africa,1.0
P0183,G0010,1,0.9,1.0,0.0,-1,-1,1.5,1.0,0.0,0.0,0.0,0.0,21.0,Male,28-32,Poland,3.0
P0183,G0010,2,0.9,0.0,0.0,1,0,2.5,2.0,1.5,1.0,0.5,0.0,21.0,Male,28-32,Poland,3.0
P0183,G0010,3,0.9,1.0,0.0,0,0,4.0,3.0,2.5,2.0,0.5,0.0,21.0,Male,28-32,Poland,3.0
P0183,G0010,4,0.9,0.0,1.0,1,0,5.0,4.5,4.0,3.0,1.0,0.0,21.0,Male,28-32,Poland,3.0
P0183,G0010,5,0.9,0.0,1.0,0,1,6.0,6.0,5.0,4.5,0.5,0.0,21.0,Male,28-32,Poland,3.0
P0183,G0010,6,0.9,0.0,1.0,0,1,7.0,7.5,6.0,6.0,0.0,0.0,21.0,Male,28-32,Poland,3.0
P0183,G0010,7,0.9,0.0,0.0,0,1,8.0,8.5,7.0,7.5,-0.5,0.0,21.0,Male,28-32,Poland,3.0
P0183,G0010,8,0.9,1.0,1.0,0,0,9.5,10.0,8.0,8.5,-0.5,0.0,21.0,Male,28-32,Poland,3.0
P0183,G0010,9,0.9,1.0,0.0,1,1,11.0,11.0,9.5,10.0,-0.5,0.0,21.0,Male,28-32,Poland,3.0
P0183,G0010,10,0.9,0.0,1.0,1,0,12.0,12.5,11.0,11.0,0.0,0.0,21.0,Male,28-32,Poland,3.0
P0183,G0010,11,0.9,1.0,1.0,0,1,13.5,14.0,12.0,12.5,-0.5,0.0,21.0,Male,28-32,Poland,3.0
P0183,G0010,12,0.9,0.0,1.0,1,1,14.5,15.5,13.5,14.0,-0.5,0.0,21.0,Male,28-32,Poland,3.0
P0183,G0010,13,0.9,0.0,1.0,0,1,15.5,17.0,14.5,15.5,-1.0,0.0,21.0,Male,28-32,Poland,3.0
P0183,G0010,14,0.9,0.0,1.0,0,1,16.5,18.5,15.5,17.0,-1.5,0.0,21.0,Male,28-32,Poland,3.0
P0183,G0010,15,0.9,0.0,1.0,0,1,17.5,20.0,16.5,18.5,-2.0,0.0,21.0,Male,28-32,Poland,3.0
P0183,G0010,16,0.9,1.0,1.0,0,1,19.0,21.5,17.5,20.0,-2.5,0.0,21.0,Male,28-32,Poland,3.0
P0183,G0010,17,0.9,0.0,1.0,1,1,20.0,23.0,19.0,21.5,-2.5,0.0,21.0,Male,28-32,Poland,3.0
P0183,G0010,18,0.9,0.0,1.0,0,1,21.0,24.5,20.0,23.0,-3.0,0.0,21.0,Male,28-32,Poland,3.0
P0183,G0010,19,0.9,1.0,0.0,0,1,22.5,25.5,21.0,24.5,-3.5,0.0,21.0,Male,28-32,Poland,3.0
P0183,G0010,20,0.9,1.0,1.0,1,0,24.0,27.0,22.5,25.5,-3.0,0.0,21.0,Male,28-32,Poland,3.0
P0183,G0010,21,0.9,1.0,1.0,1,1,25.5,28.5,24.0,27.0,-3.0,0.0,21.0,Male,28-32,Poland,3.0
P0184,G0009,1,0.6,1.0,0.0,-1,-1,1.5,1.0,0.0,0.0,0.0,0.0,6.0,Female,23-27,Other,0.0
P0184,G0009,2,0.6,0.0,0.0,1,0,2.5,2.0,1.5,1.0,0.5,0.0,6.0,Female,23-27,Other,0.0
P0184,G0009,3,0.6,0.0,0.0,0,0,3.5,3.0,2.5,2.0,0.5,0.0,6.0,Female,23-27,Other,0.0
P0184,G0009,4,0.6,0.0,1.0,0,0,4.5,4.5,3.5,3.0,0.5,0.0,6.0,Female,23-27,Other,0.0
P0184,G0009,5,0.6,1.0,0.0,0,1,6.0,5.5,4.5,4.5,0.0,0.0,6.0,Female,23-27,Other,0.0
P0184,G0009,6,0.6,1.0,0.0,1,0,7.5,6.5,6.0,5.5,0.5,1.0,6.0,Female,23-27,Other,0.0
P0185,G0093,1,0.6,1.0,0.0,-1,-1,1.5,1.0,0.0,0.0,0.0,0.0,10.0,Male,18-22,Other,2.0
P0185,G0093,2,0.6,1.0,1.0,1,0,3.0,2.5,1.5,1.0,0.5,0.0,10.0,Male,18-22,Other,2.0
P0185,G0093,3,0.6,1.0,0.0,1,1,4.5,3.5,3.0,2.5,0.5,0.0,10.0,Male,18-22,Other,2.0
P0185,G0093,4,0.6,1.0,0.0,1,0,6.0,4.5,4.5,3.5,1.0,0.0,10.0,Male,18-22,Other,2.0
P0185,G0093,5,0.6,1.0,1.0,1,0,7.5,6.0,6.0,4.5,1.5,0.0,10.0,Male,18-22,Other,2.0
P0185,G0093,6,0.6,1.0,1.0,1,1,9.0,7.5,7.5,6.0,1.5,0.0,10.0,Male,18-22,Other,2.0
P0185,G0093,7,0.6,1.0,1.0,1,1,10.5,9.0,9.0,7.5,1.5,0.0,10.0,Male,18-22,Other,2.0
P0185,G0093,8,0.6,1.0,1.0,1,1,12.0,10.5,10.5,9.0,1.5,0.0,10.0,Male,18-22,Other,2.0
P0185,G0093,9,0.6,1.0,1.0,1,1,13.5,12.0,12.0,10.5,1.5,0.0,10.0,Male,18-22,Other,2.0
P0185,G0093,10,0.6,1.0,0.0,1,1,15.0,13.0,13.5,12.0,1.5,1.0,10.0,Male,18-22,Other,2.0
P0186,G0027,1,0.6,1.0,0.0,-1,-1,1.5,1.0,0.0,0.0,0.0,0.0,9.0,Male,23-27,South Africa,2.0
P0186,G0027,2,0.6,0.0,0.0,1,0,2.5,2.0,1.5,1.0,0.5,0.0,9.0,Male,23-27,South Africa,2.0
P0186,G0027,3,0.6,1.0,1.0,0,0,4.0,3.5,2.5,2.0,0.5,0.0,9.0,Male,23-27,South Africa,2.0
P0186,G0027,4,0.6,1.0,0.0,1,1,5.5,4.5,4.0,3.5,0.5,0.0,9.0,Male,23-27,South Africa,2.0
P0186,G0027,5,0.6,1.0,0.0,1,0,7.0,5.5,5.5,4.5,1.0,0.0,9.0,Male,23-27,South Africa,2.0
