layer,control,iteration,n_probe_features,feature_screen,solver,alpha,tolerance,convergence_warning_count,roc_auc,average_precision,balanced_accuracy
4,shuffled_train_labels,17,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.41189236111111116,0.556293722528197,0.41666666666666663
4,shuffled_train_labels,18,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4732349537037037,0.607476637989994,0.4756944444444444
4,shuffled_train_labels,19,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5085358796296295,0.6300760654346318,0.4861111111111111
12,shuffled_train_labels,0,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5238715277777778,0.6253390027894755,0.4930555555555556
12,shuffled_train_labels,1,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4952256944444445,0.6303824507816421,0.5
12,shuffled_train_labels,2,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.3569155092592593,0.5092581260701611,0.3993055555555556
12,shuffled_train_labels,3,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5305266203703703,0.6279241945018506,0.513888888888889
12,shuffled_train_labels,4,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5354456018518519,0.6741072270163475,0.5277777777777778
12,shuffled_train_labels,5,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.6236979166666666,0.7127856893226259,0.5381944444444444
12,shuffled_train_labels,6,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5122974537037037,0.6304435565705236,0.46875
12,shuffled_train_labels,7,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5013020833333334,0.6189044074270691,0.5
12,shuffled_train_labels,8,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5313946759259259,0.6442555123549275,0.548611111111111
12,shuffled_train_labels,9,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.47641782407407407,0.6024666562759521,0.4236111111111111
12,shuffled_train_labels,10,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4214409722222222,0.6001134244070417,0.42013888888888884
12,shuffled_train_labels,11,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4139178240740741,0.5345037450655556,0.4722222222222222
12,shuffled_train_labels,12,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.6442418981481481,0.7180667262302586,0.6180555555555556
12,shuffled_train_labels,13,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5724826388888888,0.6723293091651458,0.5625
12,shuffled_train_labels,14,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.558304398148148,0.7120145032667395,0.5347222222222222
12,shuffled_train_labels,15,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.47381365740740733,0.6282436428242967,0.48958333333333337
12,shuffled_train_labels,16,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.45442708333333326,0.5925575734939096,0.42013888888888884
12,shuffled_train_labels,17,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.46455439814814814,0.6098357059162393,0.4513888888888889
12,shuffled_train_labels,18,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.6621817129629629,0.7651401346473504,0.5694444444444444
12,shuffled_train_labels,19,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4243344907407408,0.5710944857167478,0.4826388888888889
18,shuffled_train_labels,0,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.53515625,0.6205877665027761,0.5069444444444444
18,shuffled_train_labels,1,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.466869212962963,0.6162726151348712,0.4618055555555556
18,shuffled_train_labels,2,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4408275462962963,0.5549914551224218,0.46875
18,shuffled_train_labels,3,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.46079282407407407,0.5798136536771928,0.4965277777777778
18,shuffled_train_labels,4,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4868344907407407,0.6249779341781552,0.46875
18,shuffled_train_labels,5,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.42288773148148145,0.5785752943253945,0.41666666666666663
18,shuffled_train_labels,6,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.3980034722222222,0.5293463844956198,0.4722222222222222
18,shuffled_train_labels,7,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.3951099537037037,0.5526925851927298,0.4513888888888889
18,shuffled_train_labels,8,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.560329861111111,0.6716855261407729,0.5625
18,shuffled_train_labels,9,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5435474537037037,0.6504520408346082,0.5451388888888888
18,shuffled_train_labels,10,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.43041087962962965,0.5458023892328484,0.48958333333333337
18,shuffled_train_labels,11,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5169270833333334,0.6509960293357444,0.5416666666666666
18,shuffled_train_labels,12,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5504918981481481,0.6580226353844567,0.5208333333333334
18,shuffled_train_labels,13,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5299479166666666,0.6548910084657068,0.53125
18,shuffled_train_labels,14,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5154803240740741,0.6274432506215198,0.4652777777777778
18,shuffled_train_labels,15,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.40639467592592593,0.5416846495720303,0.4444444444444444
18,shuffled_train_labels,16,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5232928240740741,0.6550746333781199,0.48611111111111116
18,shuffled_train_labels,17,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5154803240740741,0.6839460948502541,0.4305555555555556
18,shuffled_train_labels,18,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.45732060185185186,0.5645806682747107,0.4513888888888889
18,shuffled_train_labels,19,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5079571759259259,0.6279955988412186,0.513888888888889
