layer,control,iteration,n_probe_features,feature_screen,solver,alpha,tolerance,convergence_warning_count,roc_auc,average_precision,balanced_accuracy
4,shuffled_train_labels,0,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.49406828703703703,0.6157114454572797,0.5208333333333333
4,shuffled_train_labels,1,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.46426504629629634,0.6128471722644279,0.47916666666666663
4,shuffled_train_labels,2,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.46542245370370366,0.5762761382885117,0.5
4,shuffled_train_labels,3,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4576099537037037,0.5938614921782435,0.45486111111111105
4,shuffled_train_labels,4,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4758391203703704,0.6138481823804103,0.5069444444444444
4,shuffled_train_labels,5,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.45240162037037035,0.5905962031701867,0.4375
4,shuffled_train_labels,6,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5010127314814816,0.5860021062540375,0.4791666666666667
4,shuffled_train_labels,7,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5319733796296297,0.6620379983914745,0.48611111111111116
4,shuffled_train_labels,8,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5079571759259259,0.6114333013596838,0.53125
4,shuffled_train_labels,9,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.3881655092592592,0.5583054619344787,0.41666666666666663
4,shuffled_train_labels,10,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4712094907407407,0.608477625301973,0.4375
4,shuffled_train_labels,11,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5010127314814814,0.6221142040148917,0.4722222222222222
4,shuffled_train_labels,12,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5522280092592592,0.7128606409602933,0.5208333333333333
4,shuffled_train_labels,13,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4781539351851851,0.6202643595640374,0.48263888888888895
4,shuffled_train_labels,14,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.6002604166666666,0.6606508439065695,0.5833333333333333
4,shuffled_train_labels,15,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4437210648148148,0.6358901636959512,0.45138888888888884
4,shuffled_train_labels,16,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4118923611111111,0.5615105714228056,0.4027777777777778
