model,max_private_risk,persona_condition,prompt_version,protocol_signature,run_phase,run_status,nearest_strategy_set,n_players,mean_min_mismatch_rate
google/gemini-3-flash-preview,0.1,R1-R2,ai-race-fairgame-v3,0155c897cb80073899c74de5772e440882cf90c259946beb6c1c9f409c771095,pilot,completed,AS|CS,20,0.0
google/gemini-3-flash-preview,0.1,R1-R3,ai-race-fairgame-v3,e094769790771bbb867f871152b3869e592a3ea75216647faca3babf4717b9b2,pilot,completed,CAS,10,0.10045745920745922
google/gemini-3-flash-preview,0.1,R1-R3,ai-race-fairgame-v3,e094769790771bbb867f871152b3869e592a3ea75216647faca3babf4717b9b2,pilot,completed,CS,10,0.037606837606837605
google/gemini-3-flash-preview,0.1,R1-R4,ai-race-fairgame-v3,90caa184f8f63392a9e9add1276d33ba2d47587cceca248f31b07a6c13242bd9,pilot,completed,AU,3,0.2148148148148148
google/gemini-3-flash-preview,0.1,R1-R4,ai-race-fairgame-v3,90caa184f8f63392a9e9add1276d33ba2d47587cceca248f31b07a6c13242bd9,pilot,completed,AU|CAS,3,0.2833333333333334
google/gemini-3-flash-preview,0.1,R1-R4,ai-race-fairgame-v3,90caa184f8f63392a9e9add1276d33ba2d47587cceca248f31b07a6c13242bd9,pilot,completed,AU|CS,1,0.4
google/gemini-3-flash-preview,0.1,R1-R4,ai-race-fairgame-v3,90caa184f8f63392a9e9add1276d33ba2d47587cceca248f31b07a6c13242bd9,pilot,completed,CAS,4,0.12901161338661338
google/gemini-3-flash-preview,0.1,R1-R4,ai-race-fairgame-v3,90caa184f8f63392a9e9add1276d33ba2d47587cceca248f31b07a6c13242bd9,pilot,completed,CS,9,0.0
google/gemini-3-flash-preview,0.1,R1-R5,ai-race-fairgame-v3,7070f64a43a39818896d80b53dc7f05949a9bb6c717cad036793e4301396c532,pilot,completed,AU,7,0.0
google/gemini-3-flash-preview,0.1,R1-R5,ai-race-fairgame-v3,7070f64a43a39818896d80b53dc7f05949a9bb6c717cad036793e4301396c532,pilot,completed,AU|CAS,3,0.12169312169312169
google/gemini-3-flash-preview,0.1,R1-R5,ai-race-fairgame-v3,7070f64a43a39818896d80b53dc7f05949a9bb6c717cad036793e4301396c532,pilot,completed,AU|CS,3,0.24338624338624337
google/gemini-3-flash-preview,0.1,R1-R5,ai-race-fairgame-v3,7070f64a43a39818896d80b53dc7f05949a9bb6c717cad036793e4301396c532,pilot,completed,CS,7,0.014285714285714287
google/gemini-3-flash-preview,0.1,R1-R6,ai-race-fairgame-v3,72fdad899c984ad38c2100883dcfdf0044c4ab51999e9cf3a422a771073c41b1,pilot,completed,AU,10,0.00909090909090909
google/gemini-3-flash-preview,0.1,R1-R6,ai-race-fairgame-v3,72fdad899c984ad38c2100883dcfdf0044c4ab51999e9cf3a422a771073c41b1,pilot,completed,AU|CS,1,0.2727272727272727
google/gemini-3-flash-preview,0.1,R1-R6,ai-race-fairgame-v3,72fdad899c984ad38c2100883dcfdf0044c4ab51999e9cf3a422a771073c41b1,pilot,completed,CS,9,0.04188034188034188
google/gemini-3-flash-preview,0.1,R2-R1,ai-race-fairgame-v3,233df2e39a7764e96eec0663236e32095e2b744a5b17cc6a44598bb3fffd3189,pilot,completed,AS|CS,20,0.0
google/gemini-3-flash-preview,0.1,R2-R2,ai-race-fairgame-v3,00b5bfeb6cb481a657d43f301d74449f7e63b308c3629d381fbcd55049f8775c,pilot,completed,AS|CS,20,0.0
google/gemini-3-flash-preview,0.1,R2-R3,ai-race-fairgame-v3,6bf202261e41dc424f5975cef28281046ef3ab3be938b58b3d76b6286606f21e,pilot,completed,AU|CAS,1,0.23076923076923078
google/gemini-3-flash-preview,0.1,R2-R3,ai-race-fairgame-v3,6bf202261e41dc424f5975cef28281046ef3ab3be938b58b3d76b6286606f21e,pilot,completed,CAS,9,0.06635802469135803
google/gemini-3-flash-preview,0.1,R2-R3,ai-race-fairgame-v3,6bf202261e41dc424f5975cef28281046ef3ab3be938b58b3d76b6286606f21e,pilot,completed,CS,10,0.019090909090909092
google/gemini-3-flash-preview,0.1,R2-R4,ai-race-fairgame-v3,e84fc1cdb37bfbfe50de3b53d832e513c01020656c6ffeb9e4eadb1d06c9873c,pilot,completed,AU,4,0.182260101010101
google/gemini-3-flash-preview,0.1,R2-R4,ai-race-fairgame-v3,e84fc1cdb37bfbfe50de3b53d832e513c01020656c6ffeb9e4eadb1d06c9873c,pilot,completed,AU|CAS,4,0.24226190476190476
google/gemini-3-flash-preview,0.1,R2-R4,ai-race-fairgame-v3,e84fc1cdb37bfbfe50de3b53d832e513c01020656c6ffeb9e4eadb1d06c9873c,pilot,completed,CAS,2,0.038461538461538464
google/gemini-3-flash-preview,0.1,R2-R4,ai-race-fairgame-v3,e84fc1cdb37bfbfe50de3b53d832e513c01020656c6ffeb9e4eadb1d06c9873c,pilot,completed,CS,10,0.0
google/gemini-3-flash-preview,0.1,R2-R5,ai-race-fairgame-v3,d1f7b56ce254e84ab2f71ba7997a6f6214b49f5b69a4131fedf70e58ab946c59,pilot,completed,AU,10,0.0
google/gemini-3-flash-preview,0.1,R2-R5,ai-race-fairgame-v3,d1f7b56ce254e84ab2f71ba7997a6f6214b49f5b69a4131fedf70e58ab946c59,pilot,completed,CS,10,0.0
google/gemini-3-flash-preview,0.1,R2-R6,ai-race-fairgame-v3,2f8075d632b736e0fd371f238859cbe42ba9342f75768d0920621896ebf83955,pilot,completed,AU,10,0.0
google/gemini-3-flash-preview,0.1,R2-R6,ai-race-fairgame-v3,2f8075d632b736e0fd371f238859cbe42ba9342f75768d0920621896ebf83955,pilot,completed,CS,10,0.00625
google/gemini-3-flash-preview,0.1,R3-R1,ai-race-fairgame-v3,a861b4afe43d5a44d1cbcd875344ba5bf0c17113bed45267aa1dcc88d1c935c5,pilot,completed,AS|CAS,1,0.4
google/gemini-3-flash-preview,0.1,R3-R1,ai-race-fairgame-v3,a861b4afe43d5a44d1cbcd875344ba5bf0c17113bed45267aa1dcc88d1c935c5,pilot,completed,AS|CS,2,0.4222222222222222
google/gemini-3-flash-preview,0.1,R3-R1,ai-race-fairgame-v3,a861b4afe43d5a44d1cbcd875344ba5bf0c17113bed45267aa1dcc88d1c935c5,pilot,completed,AU|CAS,2,0.30625
google/gemini-3-flash-preview,0.1,R3-R1,ai-race-fairgame-v3,a861b4afe43d5a44d1cbcd875344ba5bf0c17113bed45267aa1dcc88d1c935c5,pilot,completed,AU|CS,1,0.4
google/gemini-3-flash-preview,0.1,R3-R1,ai-race-fairgame-v3,a861b4afe43d5a44d1cbcd875344ba5bf0c17113bed45267aa1dcc88d1c935c5,pilot,completed,CAS,7,0.03983516483516484
google/gemini-3-flash-preview,0.1,R3-R1,ai-race-fairgame-v3,a861b4afe43d5a44d1cbcd875344ba5bf0c17113bed45267aa1dcc88d1c935c5,pilot,completed,CS,7,0.03373015873015873
google/gemini-3-flash-preview,0.1,R4-R1,ai-race-fairgame-v3,6761230202f459967a8c53763fd76e54e433a8b09cab749741e7db0158747062,pilot,completed,AU,3,0.15355477855477856
google/gemini-3-flash-preview,0.1,R4-R1,ai-race-fairgame-v3,6761230202f459967a8c53763fd76e54e433a8b09cab749741e7db0158747062,pilot,completed,AU|CAS,7,0.2114512471655329
google/gemini-3-flash-preview,0.1,R4-R1,ai-race-fairgame-v3,6761230202f459967a8c53763fd76e54e433a8b09cab749741e7db0158747062,pilot,completed,AU|CS,2,0.4222222222222222
google/gemini-3-flash-preview,0.1,R4-R1,ai-race-fairgame-v3,6761230202f459967a8c53763fd76e54e433a8b09cab749741e7db0158747062,pilot,completed,CS,8,0.07057005494505494
google/gemini-3-flash-preview,0.1,S_AA,ai-race-fairgame-v3,9dad670d4fdd00860e7405cd8fd2a6b31fc561ab5d71ead52ce349e3a626d449,pilot,completed,AU|CAS,6,0.0
google/gemini-3-flash-preview,0.1,S_AC,ai-race-fairgame-v3,98497ace89b4a166ca13f0fae4e684a2ed5eedd318b82621246158f00c66ce85,pilot,completed,AS,3,0.06666666666666667
google/gemini-3-flash-preview,0.1,S_AC,ai-race-fairgame-v3,98497ace89b4a166ca13f0fae4e684a2ed5eedd318b82621246158f00c66ce85,pilot,completed,AU,1,0.2
google/gemini-3-flash-preview,0.1,S_AC,ai-race-fairgame-v3,98497ace89b4a166ca13f0fae4e684a2ed5eedd318b82621246158f00c66ce85,pilot,completed,CAS,2,0.25396825396825395
google/gemini-3-flash-preview,0.1,S_CA,ai-race-fairgame-v3,aca0fc139f3c4589435f47436cb3f675597912e9fff03976ca5ac3fdf4e4f50b,pilot,completed,AS,2,0.24285714285714285
google/gemini-3-flash-preview,0.1,S_CA,ai-race-fairgame-v3,aca0fc139f3c4589435f47436cb3f675597912e9fff03976ca5ac3fdf4e4f50b,pilot,completed,AU,2,0.25396825396825395
google/gemini-3-flash-preview,0.1,S_CA,ai-race-fairgame-v3,aca0fc139f3c4589435f47436cb3f675597912e9fff03976ca5ac3fdf4e4f50b,pilot,completed,AU|CAS,1,0.4
google/gemini-3-flash-preview,0.1,S_CA,ai-race-fairgame-v3,aca0fc139f3c4589435f47436cb3f675597912e9fff03976ca5ac3fdf4e4f50b,pilot,completed,AU|CS,1,0.4444444444444444
google/gemini-3-flash-preview,0.1,S_CC,ai-race-fairgame-v3,590431109d29eefe73c92aa3f3b0c29f97cfc204662b3cb78f9e50103cf085ae,pilot,completed,AS|CS,20,0.0
google/gemini-3-flash-preview,0.6,R+,ai-race-fairgame-v3,0c3bf15251a358e304264ea28bef87dae4bde546e394762dd96506cc4248ad64,pilot,completed,AU|CAS,20,0.0
google/gemini-3-flash-preview,0.6,R-,ai-race-fairgame-v3,9a893d14110776eb4f0c57f8461bb1e46b856eb9970878b6026500c6571e840c,pilot,completed,AS|CS,20,0.0
google/gemini-3-flash-preview,0.6,R0,ai-race-fairgame-v3,24ae349d06dd496859ec3963fc51abf44053b33a59fb84e284ef3a169ea16083,pilot,completed,AS,1,0.4
google/gemini-3-flash-preview,0.6,R0,ai-race-fairgame-v3,24ae349d06dd496859ec3963fc51abf44053b33a59fb84e284ef3a169ea16083,pilot,completed,AU,8,0.2746930153180153
google/gemini-3-flash-preview,0.6,R0,ai-race-fairgame-v3,24ae349d06dd496859ec3963fc51abf44053b33a59fb84e284ef3a169ea16083,pilot,completed,AU|CAS,7,0.25430839002267575
google/gemini-3-flash-preview,0.6,R0,ai-race-fairgame-v3,24ae349d06dd496859ec3963fc51abf44053b33a59fb84e284ef3a169ea16083,pilot,completed,CAS,4,0.18947163947163947
google/gemini-3-flash-preview,0.6,R1-R1,ai-race-fairgame-v3,fda220309371e63ea3923ddd0eb2c932008c0e5d7b781c3081e0fd2695bf91ad,pilot,completed,AS|CS,20,0.0
google/gemini-3-flash-preview,0.6,R1-R2,ai-race-fairgame-v3,0155c897cb80073899c74de5772e440882cf90c259946beb6c1c9f409c771095,pilot,completed,AS|CS,20,0.0
google/gemini-3-flash-preview,0.6,R1-R3,ai-race-fairgame-v3,e094769790771bbb867f871152b3869e592a3ea75216647faca3babf4717b9b2,pilot,completed,AS,5,0.24825396825396825
google/gemini-3-flash-preview,0.6,R1-R3,ai-race-fairgame-v3,e094769790771bbb867f871152b3869e592a3ea75216647faca3babf4717b9b2,pilot,completed,AS|CAS,1,0.4
google/gemini-3-flash-preview,0.6,R1-R3,ai-race-fairgame-v3,e094769790771bbb867f871152b3869e592a3ea75216647faca3babf4717b9b2,pilot,completed,AS|CS,2,0.3318181818181818
google/gemini-3-flash-preview,0.6,R1-R3,ai-race-fairgame-v3,e094769790771bbb867f871152b3869e592a3ea75216647faca3babf4717b9b2,pilot,completed,CAS,9,0.050213675213675216
google/gemini-3-flash-preview,0.6,R1-R3,ai-race-fairgame-v3,e094769790771bbb867f871152b3869e592a3ea75216647faca3babf4717b9b2,pilot,completed,CS,3,0.1346153846153846
google/gemini-3-flash-preview,0.6,R1-R4,ai-race-fairgame-v3,90caa184f8f63392a9e9add1276d33ba2d47587cceca248f31b07a6c13242bd9,pilot,completed,AS,1,0.2727272727272727
google/gemini-3-flash-preview,0.6,R1-R4,ai-race-fairgame-v3,90caa184f8f63392a9e9add1276d33ba2d47587cceca248f31b07a6c13242bd9,pilot,completed,AS|CAS,1,0.4
google/gemini-3-flash-preview,0.6,R1-R4,ai-race-fairgame-v3,90caa184f8f63392a9e9add1276d33ba2d47587cceca248f31b07a6c13242bd9,pilot,completed,AS|CS,1,0.4
google/gemini-3-flash-preview,0.6,R1-R4,ai-race-fairgame-v3,90caa184f8f63392a9e9add1276d33ba2d47587cceca248f31b07a6c13242bd9,pilot,completed,CAS,9,0.16429141845808515
google/gemini-3-flash-preview,0.6,R1-R4,ai-race-fairgame-v3,90caa184f8f63392a9e9add1276d33ba2d47587cceca248f31b07a6c13242bd9,pilot,completed,CS,8,0.150133547008547
google/gemini-3-flash-preview,0.6,R1-R5,ai-race-fairgame-v3,7070f64a43a39818896d80b53dc7f05949a9bb6c717cad036793e4301396c532,pilot,completed,AU,4,0.25357142857142856
google/gemini-3-flash-preview,0.6,R1-R5,ai-race-fairgame-v3,7070f64a43a39818896d80b53dc7f05949a9bb6c717cad036793e4301396c532,pilot,completed,AU|CAS,4,0.17887286324786325
google/gemini-3-flash-preview,0.6,R1-R5,ai-race-fairgame-v3,7070f64a43a39818896d80b53dc7f05949a9bb6c717cad036793e4301396c532,pilot,completed,AU|CS,5,0.316923076923077
google/gemini-3-flash-preview,0.6,R1-R5,ai-race-fairgame-v3,7070f64a43a39818896d80b53dc7f05949a9bb6c717cad036793e4301396c532,pilot,completed,CAS,3,0.109006734006734
google/gemini-3-flash-preview,0.6,R1-R5,ai-race-fairgame-v3,7070f64a43a39818896d80b53dc7f05949a9bb6c717cad036793e4301396c532,pilot,completed,CS,4,0.25707070707070706
google/gemini-3-flash-preview,0.6,R1-R6,ai-race-fairgame-v3,72fdad899c984ad38c2100883dcfdf0044c4ab51999e9cf3a422a771073c41b1,pilot,completed,AS,2,0.3142857142857143
google/gemini-3-flash-preview,0.6,R1-R6,ai-race-fairgame-v3,72fdad899c984ad38c2100883dcfdf0044c4ab51999e9cf3a422a771073c41b1,pilot,completed,AU,10,0.08304695304695305
google/gemini-3-flash-preview,0.6,R1-R6,ai-race-fairgame-v3,72fdad899c984ad38c2100883dcfdf0044c4ab51999e9cf3a422a771073c41b1,pilot,completed,AU|CS,2,0.38181818181818183
google/gemini-3-flash-preview,0.6,R1-R6,ai-race-fairgame-v3,72fdad899c984ad38c2100883dcfdf0044c4ab51999e9cf3a422a771073c41b1,pilot,completed,CS,6,0.21540242165242166
google/gemini-3-flash-preview,0.6,R2-R1,ai-race-fairgame-v3,233df2e39a7764e96eec0663236e32095e2b744a5b17cc6a44598bb3fffd3189,pilot,completed,AS|CS,20,0.0
google/gemini-3-flash-preview,0.6,R2-R2,ai-race-fairgame-v3,00b5bfeb6cb481a657d43f301d74449f7e63b308c3629d381fbcd55049f8775c,pilot,completed,AS|CS,20,0.0
google/gemini-3-flash-preview,0.6,R2-R3,ai-race-fairgame-v3,6bf202261e41dc424f5975cef28281046ef3ab3be938b58b3d76b6286606f21e,pilot,completed,AS|CAS,2,0.4222222222222222
google/gemini-3-flash-preview,0.6,R2-R3,ai-race-fairgame-v3,6bf202261e41dc424f5975cef28281046ef3ab3be938b58b3d76b6286606f21e,pilot,completed,AS|CS,1,0.4
google/gemini-3-flash-preview,0.6,R2-R3,ai-race-fairgame-v3,6bf202261e41dc424f5975cef28281046ef3ab3be938b58b3d76b6286606f21e,pilot,completed,CAS,8,0.15582160894660896
google/gemini-3-flash-preview,0.6,R2-R3,ai-race-fairgame-v3,6bf202261e41dc424f5975cef28281046ef3ab3be938b58b3d76b6286606f21e,pilot,completed,CS,9,0.03418803418803419
google/gemini-3-flash-preview,0.6,R2-R4,ai-race-fairgame-v3,e84fc1cdb37bfbfe50de3b53d832e513c01020656c6ffeb9e4eadb1d06c9873c,pilot,completed,AS|CS,1,0.4
google/gemini-3-flash-preview,0.6,R2-R4,ai-race-fairgame-v3,e84fc1cdb37bfbfe50de3b53d832e513c01020656c6ffeb9e4eadb1d06c9873c,pilot,completed,AU,2,0.2673611111111111
google/gemini-3-flash-preview,0.6,R2-R4,ai-race-fairgame-v3,e84fc1cdb37bfbfe50de3b53d832e513c01020656c6ffeb9e4eadb1d06c9873c,pilot,completed,AU|CAS,1,0.42857142857142855
google/gemini-3-flash-preview,0.6,R2-R4,ai-race-fairgame-v3,e84fc1cdb37bfbfe50de3b53d832e513c01020656c6ffeb9e4eadb1d06c9873c,pilot,completed,CAS,7,0.08826173826173826
google/gemini-3-flash-preview,0.6,R2-R4,ai-race-fairgame-v3,e84fc1cdb37bfbfe50de3b53d832e513c01020656c6ffeb9e4eadb1d06c9873c,pilot,completed,CS,9,0.09189560439560439
google/gemini-3-flash-preview,0.6,R2-R5,ai-race-fairgame-v3,d1f7b56ce254e84ab2f71ba7997a6f6214b49f5b69a4131fedf70e58ab946c59,pilot,completed,AU,2,0.12215909090909091
google/gemini-3-flash-preview,0.6,R2-R5,ai-race-fairgame-v3,d1f7b56ce254e84ab2f71ba7997a6f6214b49f5b69a4131fedf70e58ab946c59,pilot,completed,AU|CAS,7,0.14143990929705216
google/gemini-3-flash-preview,0.6,R2-R5,ai-race-fairgame-v3,d1f7b56ce254e84ab2f71ba7997a6f6214b49f5b69a4131fedf70e58ab946c59,pilot,completed,AU|CS,2,0.2222222222222222
google/gemini-3-flash-preview,0.6,R2-R5,ai-race-fairgame-v3,d1f7b56ce254e84ab2f71ba7997a6f6214b49f5b69a4131fedf70e58ab946c59,pilot,completed,CAS,1,0.07692307692307693
google/gemini-3-flash-preview,0.6,R2-R5,ai-race-fairgame-v3,d1f7b56ce254e84ab2f71ba7997a6f6214b49f5b69a4131fedf70e58ab946c59,pilot,completed,CS,8,0.04977054195804196
google/gemini-3-flash-preview,0.6,R2-R6,ai-race-fairgame-v3,2f8075d632b736e0fd371f238859cbe42ba9342f75768d0920621896ebf83955,pilot,completed,AU,7,0.008928571428571428
google/gemini-3-flash-preview,0.6,R2-R6,ai-race-fairgame-v3,2f8075d632b736e0fd371f238859cbe42ba9342f75768d0920621896ebf83955,pilot,completed,AU|CAS,3,0.13400673400673402
google/gemini-3-flash-preview,0.6,R2-R6,ai-race-fairgame-v3,2f8075d632b736e0fd371f238859cbe42ba9342f75768d0920621896ebf83955,pilot,completed,AU|CS,4,0.24788510101010103
google/gemini-3-flash-preview,0.6,R2-R6,ai-race-fairgame-v3,2f8075d632b736e0fd371f238859cbe42ba9342f75768d0920621896ebf83955,pilot,completed,CS,6,0.07982804232804232
google/gemini-3-flash-preview,0.6,R3-R1,ai-race-fairgame-v3,a861b4afe43d5a44d1cbcd875344ba5bf0c17113bed45267aa1dcc88d1c935c5,pilot,completed,AS,4,0.17767857142857144
google/gemini-3-flash-preview,0.6,R3-R1,ai-race-fairgame-v3,a861b4afe43d5a44d1cbcd875344ba5bf0c17113bed45267aa1dcc88d1c935c5,pilot,completed,CAS,10,0.0
google/gemini-3-flash-preview,0.6,R3-R1,ai-race-fairgame-v3,a861b4afe43d5a44d1cbcd875344ba5bf0c17113bed45267aa1dcc88d1c935c5,pilot,completed,CS,6,0.15085146335146335
google/gemini-3-flash-preview,0.6,R4-R1,ai-race-fairgame-v3,6761230202f459967a8c53763fd76e54e433a8b09cab749741e7db0158747062,pilot,completed,AS,1,0.2222222222222222
google/gemini-3-flash-preview,0.6,R4-R1,ai-race-fairgame-v3,6761230202f459967a8c53763fd76e54e433a8b09cab749741e7db0158747062,pilot,completed,AS|CAS,1,0.4
google/gemini-3-flash-preview,0.6,R4-R1,ai-race-fairgame-v3,6761230202f459967a8c53763fd76e54e433a8b09cab749741e7db0158747062,pilot,completed,AS|CS,4,0.2794642857142857
google/gemini-3-flash-preview,0.6,R4-R1,ai-race-fairgame-v3,6761230202f459967a8c53763fd76e54e433a8b09cab749741e7db0158747062,pilot,completed,AU,1,0.4
google/gemini-3-flash-preview,0.6,R4-R1,ai-race-fairgame-v3,6761230202f459967a8c53763fd76e54e433a8b09cab749741e7db0158747062,pilot,completed,AU|CAS,1,0.3333333333333333
google/gemini-3-flash-preview,0.6,R4-R1,ai-race-fairgame-v3,6761230202f459967a8c53763fd76e54e433a8b09cab749741e7db0158747062,pilot,completed,CAS,7,0.15744751280465566
google/gemini-3-flash-preview,0.6,R4-R1,ai-race-fairgame-v3,6761230202f459967a8c53763fd76e54e433a8b09cab749741e7db0158747062,pilot,completed,CS,5,0.2734129759129759
google/gemini-3-flash-preview,0.6,S_AA,ai-race-fairgame-v3,9dad670d4fdd00860e7405cd8fd2a6b31fc561ab5d71ead52ce349e3a626d449,pilot,completed,AU|CAS,6,0.0
google/gemini-3-flash-preview,0.6,S_AC,ai-race-fairgame-v3,98497ace89b4a166ca13f0fae4e684a2ed5eedd318b82621246158f00c66ce85,pilot,completed,AS,3,0.1037037037037037
google/gemini-3-flash-preview,0.6,S_AC,ai-race-fairgame-v3,98497ace89b4a166ca13f0fae4e684a2ed5eedd318b82621246158f00c66ce85,pilot,completed,AS|CAS,1,0.3333333333333333
google/gemini-3-flash-preview,0.6,S_AC,ai-race-fairgame-v3,98497ace89b4a166ca13f0fae4e684a2ed5eedd318b82621246158f00c66ce85,pilot,completed,AU|CAS,1,0.4
google/gemini-3-flash-preview,0.6,S_AC,ai-race-fairgame-v3,98497ace89b4a166ca13f0fae4e684a2ed5eedd318b82621246158f00c66ce85,pilot,completed,CAS,1,0.2857142857142857
google/gemini-3-flash-preview,0.6,S_CA,ai-race-fairgame-v3,aca0fc139f3c4589435f47436cb3f675597912e9fff03976ca5ac3fdf4e4f50b,pilot,completed,AS,3,0.037037037037037035
google/gemini-3-flash-preview,0.6,S_CA,ai-race-fairgame-v3,aca0fc139f3c4589435f47436cb3f675597912e9fff03976ca5ac3fdf4e4f50b,pilot,completed,AS|CAS,1,0.3333333333333333
google/gemini-3-flash-preview,0.6,S_CA,ai-race-fairgame-v3,aca0fc139f3c4589435f47436cb3f675597912e9fff03976ca5ac3fdf4e4f50b,pilot,completed,AU|CAS,1,0.4
google/gemini-3-flash-preview,0.6,S_CA,ai-race-fairgame-v3,aca0fc139f3c4589435f47436cb3f675597912e9fff03976ca5ac3fdf4e4f50b,pilot,completed,CAS,1,0.2857142857142857
google/gemini-3-flash-preview,0.6,S_CC,ai-race-fairgame-v3,590431109d29eefe73c92aa3f3b0c29f97cfc204662b3cb78f9e50103cf085ae,pilot,completed,AS|CS,20,0.0
google/gemini-3-flash-preview,0.9,R+,ai-race-fairgame-v3,0c3bf15251a358e304264ea28bef87dae4bde546e394762dd96506cc4248ad64,pilot,completed,AU|CAS,20,0.0
google/gemini-3-flash-preview,0.9,R-,ai-race-fairgame-v3,9a893d14110776eb4f0c57f8461bb1e46b856eb9970878b6026500c6571e840c,pilot,completed,AS|CS,20,0.0
google/gemini-3-flash-preview,0.9,R0,ai-race-fairgame-v3,24ae349d06dd496859ec3963fc51abf44053b33a59fb84e284ef3a169ea16083,pilot,completed,AU,4,0.36875
google/gemini-3-flash-preview,0.9,R0,ai-race-fairgame-v3,24ae349d06dd496859ec3963fc51abf44053b33a59fb84e284ef3a169ea16083,pilot,completed,AU|CAS,4,0.39191468253968254
google/gemini-3-flash-preview,0.9,R0,ai-race-fairgame-v3,24ae349d06dd496859ec3963fc51abf44053b33a59fb84e284ef3a169ea16083,pilot,completed,AU|CS,1,0.4
google/gemini-3-flash-preview,0.9,R0,ai-race-fairgame-v3,24ae349d06dd496859ec3963fc51abf44053b33a59fb84e284ef3a169ea16083,pilot,completed,CAS,9,0.22346326512993178
google/gemini-3-flash-preview,0.9,R0,ai-race-fairgame-v3,24ae349d06dd496859ec3963fc51abf44053b33a59fb84e284ef3a169ea16083,pilot,completed,CS,2,0.22527472527472528
google/gemini-3-flash-preview,0.9,R1-R1,ai-race-fairgame-v3,fda220309371e63ea3923ddd0eb2c932008c0e5d7b781c3081e0fd2695bf91ad,pilot,completed,AS|CS,20,0.0
google/gemini-3-flash-preview,0.9,R1-R2,ai-race-fairgame-v3,0155c897cb80073899c74de5772e440882cf90c259946beb6c1c9f409c771095,pilot,completed,AS|CS,20,0.0
google/gemini-3-flash-preview,0.9,R1-R3,ai-race-fairgame-v3,e094769790771bbb867f871152b3869e592a3ea75216647faca3babf4717b9b2,pilot,completed,AS,5,0.21166666666666667
google/gemini-3-flash-preview,0.9,R1-R3,ai-race-fairgame-v3,e094769790771bbb867f871152b3869e592a3ea75216647faca3babf4717b9b2,pilot,completed,AS|CAS,2,0.29166666666666663
google/gemini-3-flash-preview,0.9,R1-R3,ai-race-fairgame-v3,e094769790771bbb867f871152b3869e592a3ea75216647faca3babf4717b9b2,pilot,completed,AS|CS,2,0.26785714285714285
google/gemini-3-flash-preview,0.9,R1-R3,ai-race-fairgame-v3,e094769790771bbb867f871152b3869e592a3ea75216647faca3babf4717b9b2,pilot,completed,CAS,8,0.08252840909090908
google/gemini-3-flash-preview,0.9,R1-R3,ai-race-fairgame-v3,e094769790771bbb867f871152b3869e592a3ea75216647faca3babf4717b9b2,pilot,completed,CS,3,0.16317016317016317
google/gemini-3-flash-preview,0.9,R1-R4,ai-race-fairgame-v3,90caa184f8f63392a9e9add1276d33ba2d47587cceca248f31b07a6c13242bd9,pilot,completed,AS,4,0.25476190476190474
google/gemini-3-flash-preview,0.9,R1-R4,ai-race-fairgame-v3,90caa184f8f63392a9e9add1276d33ba2d47587cceca248f31b07a6c13242bd9,pilot,completed,AS|CS,1,0.2
