route,route_label,mutation_rule,beta,mutation,rmse_percentage_points,max_absolute_deviation_percentage_points,profile_mixing_suspect,well_mixed,theory_r0p1,theory_r0p6,theory_r0p9,observed_r0p1,observed_r0p6,observed_r0p9,is_reference,is_weak_selection_candidate
openai/gpt-5.4-2026-03-05,GPT-5.4,one_over_Z,10.0,0.01,33.723276586279624,45.803543927114035,False,True,0.9962315469864395,0.9906704476305322,0.009706496212730637,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,False
openai/gpt-5.5-2026-04-23,GPT-5.5,beta_over_Z,0.001,1e-05,27.37140147286432,45.42849078969975,True,False,0.8110517077332169,0.25001616737181975,0.49991230543663506,0.9354838709677419,0.7043010752688172,0.553763440860215,False,True
openai/gpt-5.5-2026-04-23,GPT-5.5,beta_over_Z,0.003,3e-05,41.46871515384817,55.347938263824716,True,False,0.9990651912612504,0.2509642361994359,0.0002840582219678214,0.9354838709677419,0.7043010752688172,0.553763440860215,False,True
openai/gpt-5.5-2026-04-23,GPT-5.5,beta_over_Z,0.01,0.0001,35.663010624008486,53.9014919079233,True,False,0.9997499150246996,0.999068594886769,0.014748521780981919,0.9354838709677419,0.7043010752688172,0.553763440860215,False,True
openai/gpt-5.5-2026-04-23,GPT-5.5,beta_over_Z,0.03,0.0003,34.37471983216358,51.48761626950529,True,False,0.9995515719901333,0.9963357921023555,0.03888727816516211,0.9354838709677419,0.7043010752688172,0.553763440860215,False,True
openai/gpt-5.5-2026-04-23,GPT-5.5,beta_over_Z,0.1,0.001,36.14611051288868,55.0367765701836,False,True,0.9991789736281751,0.9958497812107822,0.0033956751583790684,0.9354838709677419,0.7043010752688172,0.553763440860215,False,False
openai/gpt-5.5-2026-04-23,GPT-5.5,beta_over_Z,0.3,0.003,36.02693746742447,54.90094298981657,False,True,0.9983575323806984,0.9941589983413701,0.004754010962049355,0.9354838709677419,0.7043010752688172,0.553763440860215,False,False
openai/gpt-5.5-2026-04-23,GPT-5.5,beta_over_Z,1.0,0.01,35.60346408322856,54.42727791146509,False,True,0.9955271863143178,0.9879274820343542,0.009490661745564094,0.9354838709677419,0.7043010752688172,0.553763440860215,False,False
openai/gpt-5.5-2026-04-23,GPT-5.5,beta_over_Z,2.0,0.02,34.89945841991662,53.505742740950254,False,True,0.9917087217738774,0.9798804194272634,0.01870601345071246,0.9354838709677419,0.7043010752688172,0.553763440860215,True,False
openai/gpt-5.5-2026-04-23,GPT-5.5,beta_over_Z,3.0,0.03,34.15146855502707,52.53081704990586,False,True,0.9877162693610754,0.9711717254057571,0.02845527036115639,0.9354838709677419,0.7043010752688172,0.553763440860215,False,False
openai/gpt-5.5-2026-04-23,GPT-5.5,beta_over_Z,10.0,0.1,29.094485130009552,46.10215606251256,False,True,0.9570690964496065,0.9066372266945443,0.09274188023508938,0.9354838709677419,0.7043010752688172,0.553763440860215,False,False
openai/gpt-5.5-2026-04-23,GPT-5.5,fixed_0p05,0.001,0.05,23.456359662810257,35.171160962387205,False,True,0.5837722613438698,0.51567645693017,0.47773752684585835,0.9354838709677419,0.7043010752688172,0.553763440860215,False,True
openai/gpt-5.5-2026-04-23,GPT-5.5,fixed_0p05,0.003,0.05,17.787213498599616,23.515583414700238,False,True,0.7003280368207395,0.5415708650749385,0.4391506075023712,0.9354838709677419,0.7043010752688172,0.553763440860215,False,True
openai/gpt-5.5-2026-04-23,GPT-5.5,fixed_0p05,0.01,0.05,11.296509349472327,17.381146287302425,False,True,0.8733404856015274,0.6394079934034891,0.37995197798719077,0.9354838709677419,0.7043010752688172,0.553763440860215,False,True
openai/gpt-5.5-2026-04-23,GPT-5.5,fixed_0p05,0.03,0.05,18.10781137070961,30.914375893078127,False,True,0.9482312529627954,0.7556381024283562,0.24461968192943376,0.9354838709677419,0.7043010752688172,0.553763440860215,False,True
openai/gpt-5.5-2026-04-23,GPT-5.5,fixed_0p05,0.1,0.05,27.364786346037768,44.14962132609166,False,True,0.9683871672390215,0.8735580582858973,0.11226722759929836,0.9354838709677419,0.7043010752688172,0.553763440860215,False,False
openai/gpt-5.5-2026-04-23,GPT-5.5,fixed_0p05,0.3,0.05,31.27506830253145,49.40173054572558,False,True,0.9735656322026425,0.9232431922047843,0.059746135402959206,0.9354838709677419,0.7043010752688172,0.553763440860215,False,False
openai/gpt-5.5-2026-04-23,GPT-5.5,fixed_0p05,1.0,0.05,32.58875537926483,50.79753705728331,False,True,0.9776305594260521,0.9467732854172379,0.045788070287381986,0.9354838709677419,0.7043010752688172,0.553763440860215,False,False
openai/gpt-5.5-2026-04-23,GPT-5.5,fixed_0p05,2.0,0.05,32.67806718628983,50.76183359411226,False,True,0.9787361449532488,0.950897280269928,0.04614510491909242,0.9354838709677419,0.7043010752688172,0.553763440860215,False,False
openai/gpt-5.5-2026-04-23,GPT-5.5,fixed_0p05,3.0,0.05,32.6969540148244,50.730557666360845,False,True,0.9793081593883245,0.9521875899982306,0.046457864196606566,0.9354838709677419,0.7043010752688172,0.553763440860215,False,False
openai/gpt-5.5-2026-04-23,GPT-5.5,fixed_0p05,10.0,0.05,32.66867808187616,50.636691836031076,False,True,0.9800860370240851,0.952848754917092,0.047396522499904246,0.9354838709677419,0.7043010752688172,0.553763440860215,False,False
openai/gpt-5.5-2026-04-23,GPT-5.5,one_over_Z,0.001,0.01,14.780262673154127,19.191602011332243,True,False,0.7435678508544195,0.5994207046657277,0.4207025582077564,0.9354838709677419,0.7043010752688172,0.553763440860215,False,True
openai/gpt-5.5-2026-04-23,GPT-5.5,one_over_Z,0.003,0.01,12.84088623510851,21.34355069958986,True,False,0.905294154107066,0.6495254133360235,0.3403279338643164,0.9354838709677419,0.7043010752688172,0.553763440860215,False,True
openai/gpt-5.5-2026-04-23,GPT-5.5,one_over_Z,0.01,0.01,21.684268407748625,36.684474622631704,False,True,0.9715888267721492,0.7762983894291134,0.18691869463389796,0.9354838709677419,0.7043010752688172,0.553763440860215,False,True
openai/gpt-5.5-2026-04-23,GPT-5.5,one_over_Z,0.03,0.01,29.86576460526557,47.85837921428725,False,True,0.9889209483458186,0.893222226272556,0.07517964871734258,0.9354838709677419,0.7043010752688172,0.553763440860215,False,True
openai/gpt-5.5-2026-04-23,GPT-5.5,one_over_Z,0.1,0.01,34.058544061742374,52.707852185355264,False,True,0.9938726135079509,0.9627083383767671,0.026684919006662415,0.9354838709677419,0.7043010752688172,0.553763440860215,False,False
openai/gpt-5.5-2026-04-23,GPT-5.5,one_over_Z,0.3,0.01,35.20832119938131,54.02743290197818,False,True,0.9946564958987041,0.9808693568280829,0.013489111840433218,0.9354838709677419,0.7043010752688172,0.553763440860215,False,False
openai/gpt-5.5-2026-04-23,GPT-5.5,one_over_Z,1.0,0.01,35.60346408322856,54.42727791146509,False,True,0.9955271863143178,0.9879274820343542,0.009490661745564094,0.9354838709677419,0.7043010752688172,0.553763440860215,False,False
openai/gpt-5.5-2026-04-23,GPT-5.5,one_over_Z,2.0,0.01,35.65909468431521,54.42830883920474,False,True,0.9959021575389506,0.989917707224488,0.009480352468167632,0.9354838709677419,0.7043010752688172,0.553763440860215,False,False
openai/gpt-5.5-2026-04-23,GPT-5.5,one_over_Z,3.0,0.01,35.67578002776691,54.42783999579771,False,True,0.9957700022234901,0.990578894693031,0.009485040902237934,0.9354838709677419,0.7043010752688172,0.553763440860215,False,False
openai/gpt-5.5-2026-04-23,GPT-5.5,one_over_Z,10.0,0.01,35.6695788493814,54.405694464748436,False,True,0.9962315469864395,0.9906704476305322,0.009706496212730637,0.9354838709677419,0.7043010752688172,0.553763440860215,False,False
