mutation_rule,beta,mutation,population_size,max_private_risk,chains,samples_per_chain,seeds,frequency_AS_mean,frequency_AS_min,frequency_AS_max,frequency_AS_between_chain_range,frequency_AU_mean,frequency_AU_min,frequency_AU_max,frequency_AU_between_chain_range,frequency_CS_mean,frequency_CS_min,frequency_CS_max,frequency_CS_between_chain_range,frequency_CAS_mean,frequency_CAS_min,frequency_CAS_max,frequency_CAS_between_chain_range,unsafe_frequency_mean,unsafe_frequency_min,unsafe_frequency_max,unsafe_frequency_between_chain_range,unsafe_frequency_between_chain_sd,unsafe_frequency_between_chain_sem,max_strategy_between_chain_range,accepted_moves_mean,shape_low_risk_near_total,shape_monotone_decline,shape_medium_is_middling,shape_high_is_low_but_nonzero,shape_matches_llm_pattern,profile_mixing_suspect,shape_matches_llm_pattern_well_mixed,mixing_suspect,is_published_main_reference
one_over_Z,10.0,0.01,100,0.6,4,4000,1667673|1667674|1667675|1667676,0.0032224999999999468,0.003147499999999949,0.0032899999999999444,0.0001424999999999955,0.011338125000000076,0.010825000000000098,0.0115250000000001,0.000700000000000001,0.003374999999999943,0.0032974999999999454,0.0034649999999999403,0.0001674999999999949,0.9820643749999644,0.9817999999999663,0.9826649999999645,0.0008649999999982283,0.9906704476305322,0.9905343809845285,0.9908023965495563,0.00026801556502775714,0.0001164102123104065,5.820510615520325e-05,0.0008649999999982283,13648.25,True,False,False,False,False,False,False,False,False
one_over_Z,10.0,0.01,100,0.9,4,4000,1464680|1464681|1464682|1464683,0.01301812500000005,0.011395000000000047,0.014592500000000083,0.0031975000000000354,0.0034574999999999424,0.003314999999999946,0.00352999999999994,0.00021499999999999384,0.9801987499999646,0.9789824999999643,0.9815874999999651,0.0026050000000007456,0.0033256249999999445,0.00310999999999995,0.00351499999999994,0.00040499999999999,0.009706496212730637,0.009226794213802637,0.009981791396072727,0.00075499718227009,0.00033103790124982207,0.00016551895062491103,0.0031975000000000354,14638.0,True,False,False,False,False,False,False,False,False
beta_over_Z,0.001,1e-05,100,0.1,4,4000,1546702|1546703|1546704|1546705,1.2500000000000002e-05,0.0,4.000000000000001e-05,4.000000000000001e-05,0.4993187499999998,0.0,0.9999675,0.9999675,0.18941312500000013,1.7500000000000002e-05,0.7549075000000005,0.7548900000000005,0.3112556249999999,0.0,0.9999674999999996,0.9999674999999996,0.8110517077332169,0.24502032494421758,0.9999893094169923,0.7549689844727747,0.3773544271812129,0.18867721359060646,0.9999675,4526.75,False,False,True,True,False,True,False,True,False
beta_over_Z,0.001,1e-05,100,0.6,4,4000,1813948|1813949|1813950|1813951,1.3125e-05,0.0,4e-05,4e-05,0.24999937499999994,2.5e-06,0.9999524999999997,0.9999499999999997,0.7499812499999999,5e-06,0.999995,0.9999899999999999,6.249999999999999e-06,0.0,2.2499999999999995e-05,2.2499999999999995e-05,0.25001616737181975,9.295852134466921e-06,0.9999593396873601,0.9999500438352256,0.4999621154999927,0.24998105774999635,0.9999899999999999,3731.0,False,False,True,True,False,True,False,True,False
beta_over_Z,0.001,1e-05,100,0.9,4,4000,1586099|1586100|1586101|1586102,0.0023418749999999993,0.0,0.009254999999999998,0.009254999999999998,0.25000312499999994,0.0,0.9999924999999998,0.9999924999999998,0.49775062499999956,2.5e-06,0.9997774999999998,0.9997749999999997,0.249904375,2.5e-06,0.99952,0.9995175,0.49991230543663506,2.236988644828556e-06,0.9999996698436802,0.9999974328550353,0.5771742468826535,0.28858712344132675,0.9999924999999998,5657.75,False,False,True,True,False,True,False,True,False
beta_over_Z,0.003,3e-05,100,0.1,4,4000,1555437|1555438|1555439|1555440,4.6875e-05,1.25e-05,0.00011750000000000002,0.00010500000000000002,0.24999312499999984,1e-05,0.9998949999999993,0.9998849999999994,0.0008693749999999999,3.25e-05,0.0032249999999999996,0.0031924999999999996,0.7490906249999995,5e-06,0.9998399999999994,0.9998349999999994,0.9990651912612504,0.9967516507815992,0.9999688213046027,0.003217170523003521,0.0015452911745222739,0.0007726455872611369,0.9998849999999994,2495.0,True,True,True,False,False,True,False,False,False
beta_over_Z,0.003,3e-05,100,0.6,4,4000,1033197|1033198|1033199|1033200,0.25011874999999967,1.25e-05,0.9995199999999989,0.9995074999999989,0.0005743749999999991,4.5e-05,0.0021174999999999966,0.0020724999999999967,0.49927437499999977,2.5e-06,0.9997974999999993,0.9997949999999993,0.2500324999999999,5e-06,0.9999224999999995,0.9999174999999995,0.2509642361994359,7.450810111258704e-05,0.999974150781599,0.9998996426804865,0.4993427650934114,0.2496713825467057,0.9999174999999995,3806.0,True,True,True,False,False,True,False,True,False
beta_over_Z,0.003,3e-05,100,0.9,4,4000,1618381|1618382|1618383|1618384,0.0017318750000000001,1e-05,0.006767500000000001,0.006757500000000001,9.375000000000002e-05,2.5e-06,0.00028750000000000005,0.00028500000000000004,0.9980606249999993,0.9931374999999993,0.9999199999999994,0.006782500000000025,0.00011375000000000003,1e-05,0.00029750000000000013,0.0002875000000000001,0.0002840582219678214,7.216984368016443e-05,0.0008170417681000073,0.0007448719244198429,0.00035637275641541656,0.00017818637820770828,0.006782500000000025,3905.5,True,True,True,False,False,True,False,False,False
beta_over_Z,0.01,0.0001,100,0.1,4,4000,1987456|1987457|1987458|1987459,0.00015687500000000006,3.2500000000000004e-05,0.0002675000000000001,0.0002350000000000001,0.6381443749999997,0.0016899999999999966,0.9980724999999977,0.9963824999999977,9.812500000000003e-05,4.000000000000001e-05,0.0002025000000000001,0.0001625000000000001,0.36160062499999956,0.0014949999999999998,0.9979749999999981,0.996479999999998,0.9997499150246996,0.9994404102202966,0.9999555966312503,0.0005151864109537163,0.00022424362707581036,0.00011212181353790518,0.996479999999998,2946.75,True,False,False,False,False,True,False,False,False
beta_over_Z,0.01,0.0001,100,0.6,4,4000,1514343|1514344|1514345|1514346,0.0002756250000000001,0.00014000000000000004,0.00040500000000000014,0.0002650000000000001,0.011013750000000008,0.00014000000000000007,0.039750000000000035,0.039610000000000034,0.0004224999999999998,0.00010750000000000004,0.0008074999999999991,0.000699999999999999,0.9882881249999982,0.9595899999999994,0.9987399999999985,0.03914999999999913,0.999068594886769,0.99861289005121,0.9993800229868148,0.0007671329356048195,0.00032412528542324117,0.00016206264271162059,0.039610000000000034,4767.75,True,False,False,False,False,True,False,False,False
beta_over_Z,0.01,0.0001,100,0.9,4,4000,1952730|1952731|1952732|1952733,0.09578125000000005,2.75e-05,0.3631225000000002,0.36309500000000017,0.00010375000000000003,1.9999999999999998e-05,0.00021750000000000008,0.00019750000000000008,0.8886399999999989,0.6361099999999995,0.9980174999999989,0.3619074999999994,0.01547499999999999,0.0002375000000000001,0.05923499999999997,0.05899749999999997,0.014748521780981919,0.00027481491421545357,0.05580497117895345,0.055530156264738,0.027382215072108685,0.013691107536054343,0.36309500000000017,5608.25,True,False,False,False,False,True,False,True,False
beta_over_Z,0.03,0.0003,100,0.1,4,4000,1277727|1277728|1277729|1277730,0.00014500000000000008,0.00012500000000000006,0.00018000000000000012,5.500000000000006e-05,0.286128124999999,0.0005050000000000001,0.9988299999999959,0.9983249999999959,0.00025687500000000016,0.0001725000000000001,0.0003250000000000002,0.0001525000000000001,0.7134699999999972,0.0008649999999999971,0.9991524999999967,0.9982874999999967,0.9995515719901333,0.9993914831141262,0.9998432726514775,0.00045178953735136584,0.00020609671086317034,0.00010304835543158517,0.9983249999999959,5318.0,True,False,False,False,False,True,False,False,False
beta_over_Z,0.03,0.0003,100,0.6,4,4000,1245521|1245522|1245523|1245524,0.0004624999999999999,0.00027250000000000017,0.0006224999999999995,0.0003499999999999993,0.267751874999999,0.0005399999999999996,0.8560674999999959,0.8555274999999959,0.003088750000000004,0.00040250000000000024,0.006882500000000024,0.006480000000000024,0.728696874999998,0.14259499999999953,0.9948324999999951,0.8522374999999955,0.9963357921023555,0.9920331892913141,0.9994460984975064,0.0074129092061923085,0.003529881285174057,0.0017649406425870285,0.8555274999999959,8866.0,True,False,False,False,False,True,False,False,False
beta_over_Z,0.03,0.0003,100,0.9,4,4000,1442776|1442777|1442778|1442779,0.021153125000000002,0.0012549999999999979,0.044629999999999885,0.043374999999999886,0.0001975000000000001,8.750000000000004e-05,0.00030250000000000014,0.0002150000000000001,0.9393737499999948,0.8080474999999955,0.9977974999999948,0.1897499999999993,0.039275624999999974,0.00042750000000000025,0.1470199999999999,0.1465924999999999,0.03888727816516211,0.0008437764001743034,0.14555146920472736,0.14470769280455306,0.07119043297994648,0.03559521648997324,0.1897499999999993,5158.25,True,False,False,False,False,True,False,True,False
beta_over_Z,0.1,0.001,100,0.1,4,4000,1265721|1265722|1265723|1265724,0.00035750000000000023,0.00032500000000000026,0.00039000000000000026,6.500000000000001e-05,0.404645624999999,0.0854849999999994,0.7534374999999975,0.6679524999999982,0.0003868750000000003,0.00034500000000000025,0.0004300000000000003,8.500000000000006e-05,0.5946099999999965,0.24585999999999872,0.9137299999999889,0.6678699999999902,0.9991789736281751,0.998917424569233,0.9994517780774206,0.000534353508187535,0.00023316295830866352,0.00011658147915433176,0.6679524999999982,21771.75,True,False,False,False,False,False,False,False,False
beta_over_Z,0.1,0.001,100,0.6,4,4000,1923033|1923034|1923035|1923036,0.0003893750000000003,0.0003575000000000003,0.0004775000000000004,0.0001200000000000001,0.5485531249999991,0.29360249999999727,0.6988100000000002,0.4052075000000029,0.003986249999999998,0.0010099999999999953,0.009875000000000012,0.008865000000000017,0.4470712499999999,0.29781250000000103,0.6960449999999969,0.3982324999999959,0.9958497812107822,0.9895848813798483,0.999063026278675,0.009478144898826701,0.004261064942323726,0.002130532471161863,0.4052075000000029,17615.0,True,False,False,False,False,False,False,False,False
beta_over_Z,0.1,0.001,100,0.9,4,4000,1413272|1413273|1413274|1413275,0.035738750000000076,0.025170000000000175,0.057745000000000046,0.03257499999999987,0.00033562500000000026,0.0002875000000000002,0.0003775000000000003,9.000000000000007e-05,0.9605787499999878,0.9358999999999892,0.9736649999999861,0.03776499999999694,0.003346874999999996,0.0008774999999999948,0.006035,0.005157500000000006,0.0033956751583790684,0.0013552887154665355,0.0054771996021153015,0.004121910886648766,0.0016979269136243186,0.0008489634568121593,0.03776499999999694,15032.0,True,False,False,False,False,False,False,False,False
beta_over_Z,0.3,0.003,100,0.1,4,4000,1955949|1955950|1955951|1955952,0.0009556249999999915,0.0009149999999999923,0.0009999999999999907,8.499999999999838e-05,0.6733024999999917,0.306012499999996,0.9313774999999849,0.6253649999999888,0.0009731249999999914,0.0009424999999999925,0.0010099999999999903,6.749999999999779e-05,0.3247687499999987,0.06670749999999968,0.6919774999999966,0.6252699999999969,0.9983575323806984,0.9976403921561336,0.9987881608580488,0.0011477687019151306,0.000531135694581827,0.0002655678472909135,0.6253649999999888,33338.5,True,False,False,False,False,False,False,False,False
beta_over_Z,0.3,0.003,100,0.6,4,4000,1093978|1093979|1093980|1093981,0.0010093749999999903,0.0009599999999999914,0.001102499999999988,0.0001424999999999967,0.13527374999999953,0.045357500000000044,0.2532224999999985,0.20786499999999847,0.004287499999999975,0.0036874999999999595,0.004789999999999973,0.0011025000000000136,0.8594293749999868,0.7419874999999913,0.9488924999999795,0.20690499999998824,0.9941589983413701,0.9935942688563241,0.9947862667892003,0.0011919979328762764,0.0005367001898631202,0.0002683500949315601,0.20786499999999847,31017.25,True,False,False,False,False,False,False,False,False
