mutation_rule,beta,mutation,population_size,max_private_risk,chains,samples_per_chain,seeds,frequency_AS_mean,frequency_AS_min,frequency_AS_max,frequency_AS_between_chain_range,frequency_AU_mean,frequency_AU_min,frequency_AU_max,frequency_AU_between_chain_range,frequency_CS_mean,frequency_CS_min,frequency_CS_max,frequency_CS_between_chain_range,frequency_CAS_mean,frequency_CAS_min,frequency_CAS_max,frequency_CAS_between_chain_range,unsafe_frequency_mean,unsafe_frequency_min,unsafe_frequency_max,unsafe_frequency_between_chain_range,unsafe_frequency_between_chain_sd,unsafe_frequency_between_chain_sem,max_strategy_between_chain_range,accepted_moves_mean,shape_low_risk_near_total,shape_monotone_decline,shape_medium_is_middling,shape_high_is_low_but_nonzero,shape_matches_llm_pattern,profile_mixing_suspect,shape_matches_llm_pattern_well_mixed,mixing_suspect,is_published_main_reference
one_over_Z,0.001,0.01,100,0.1,4,4000,1075743|1075744|1075745|1075746,0.12235374999999876,0.1082199999999985,0.13633749999999875,0.028117500000000253,0.37077499999999775,0.3210549999999981,0.4858424999999989,0.1647875000000008,0.14063187499999896,0.10015499999999905,0.1691624999999986,0.06900749999999956,0.36623937499999876,0.2367749999999973,0.4513949999999989,0.2146200000000016,0.7435678508544195,0.7142328791345937,0.7616859691128129,0.04745308997821929,0.020427902365069424,0.010213951182534712,0.2146200000000016,128475.75,False,True,True,True,False,True,False,False,False
one_over_Z,0.001,0.01,100,0.6,4,4000,1959508|1959509|1959510|1959511,0.1486099999999989,0.1179024999999996,0.20139499999999871,0.08349249999999911,0.24902187499999848,0.20915999999999882,0.31763249999999915,0.10847250000000033,0.25198374999999756,0.2263099999999966,0.2689774999999973,0.04266750000000072,0.35038437499999775,0.32326249999999823,0.3797749999999966,0.056512499999998356,0.5994207046657277,0.5226488884537644,0.6732819633005835,0.1506330748468191,0.06152536244877016,0.03076268122438508,0.10847250000000033,136632.0,False,True,True,True,False,True,False,True,False
one_over_Z,0.001,0.01,100,0.9,4,4000,1206391|1206392|1206393|1206394,0.22874249999999827,0.18840749999999754,0.25852749999999897,0.07012000000000143,0.15306187499999852,0.13080249999999857,0.18726999999999713,0.05646749999999856,0.3369499999999972,0.24256999999999823,0.45284499999999894,0.2102750000000007,0.28124562499999767,0.2279449999999987,0.34752999999999756,0.11958499999999886,0.4207025582077564,0.3616669260424031,0.5113059627589864,0.14963903671658335,0.06479204118939368,0.03239602059469684,0.2102750000000007,134838.25,False,True,True,True,False,True,False,True,False
one_over_Z,0.003,0.01,100,0.1,4,4000,1701137|1701138|1701139|1701140,0.04291812500000027,0.039467500000000245,0.04690250000000037,0.007435000000000122,0.5311762499999995,0.46366249999999853,0.5823575000000002,0.11869500000000166,0.062319374999999906,0.04270500000000006,0.07254499999999961,0.029839999999999547,0.3635862499999979,0.314314999999995,0.42093249999999904,0.10661750000000403,0.905294154107066,0.8937804085680069,0.9220523700949826,0.028271961526975753,0.013313202102443219,0.006656601051221609,0.11869500000000166,107188.0,True,True,True,True,True,True,False,False,False
one_over_Z,0.003,0.01,100,0.6,4,4000,1016243|1016244|1016245|1016246,0.11659187499999898,0.10140000000000006,0.1217749999999984,0.02037499999999834,0.18436562499999798,0.12629499999999844,0.2327699999999979,0.10647499999999946,0.22677437499999847,0.1646774999999985,0.28256749999999753,0.11788999999999902,0.4722681249999981,0.44370249999999734,0.5063674999999994,0.06266500000000208,0.6495254133360235,0.6149876985802191,0.7035438558225041,0.08855615724228505,0.04122098884154939,0.020610494420774696,0.11788999999999902,128753.25,True,True,True,True,True,True,False,True,False
one_over_Z,0.003,0.01,100,0.9,4,4000,1229052|1229053|1229054|1229055,0.20313562499999788,0.13956249999999656,0.286762499999998,0.1472000000000014,0.07768874999999972,0.053150000000000176,0.11979749999999892,0.06664749999999875,0.43632374999999923,0.34243499999999766,0.48728749999999876,0.1448525000000011,0.2828518749999985,0.24161999999999956,0.33898249999999724,0.09736249999999769,0.3403279338643164,0.2891888895487834,0.39176715091538483,0.10257826136660142,0.043725545356097,0.0218627726780485,0.1472000000000014,130240.75,True,True,True,True,True,True,False,True,False
one_over_Z,0.01,0.01,100,0.1,4,4000,1257582|1257583|1257584|1257585,0.012687500000000042,0.01204000000000002,0.013627500000000051,0.0015875000000000316,0.5019356250000004,0.4033474999999959,0.652025000000004,0.24867750000000804,0.017485000000000136,0.01640250000000011,0.018712500000000177,0.0023100000000000655,0.4678918750000002,0.3181874999999991,0.5655100000000006,0.2473225000000015,0.9715888267721492,0.9681165093420316,0.975934706548788,0.007818197206756361,0.003627779746233156,0.001813889873116578,0.24867750000000804,85399.25,True,True,True,True,True,False,True,False,False
one_over_Z,0.01,0.01,100,0.6,4,4000,1031842|1031843|1031844|1031845,0.04071562500000025,0.03619000000000031,0.0465425000000001,0.010352499999999785,0.18794062499999797,0.15908749999999963,0.22241249999999688,0.06332499999999724,0.18163562499999783,0.16350749999999867,0.20014749999999765,0.03663999999999898,0.5897081250000004,0.5678975000000012,0.6292350000000041,0.06133750000000293,0.7762983894291134,0.7622321532623202,0.7932801179192009,0.031047964656880755,0.015274798038519036,0.007637399019259518,0.06332499999999724,113433.25,True,True,True,True,True,False,True,False,False
one_over_Z,0.01,0.01,100,0.9,4,4000,1174456|1174457|1174458|1174459,0.1596806249999984,0.142424999999999,0.1756199999999973,0.03319499999999831,0.020283750000000208,0.01819500000000015,0.022045000000000405,0.003850000000000256,0.6368606250000015,0.6027000000000022,0.6589650000000025,0.05626500000000023,0.18317499999999765,0.16258749999999697,0.2109124999999971,0.04832500000000012,0.18691869463389796,0.16479297790720682,0.2091111171175686,0.04431813921036179,0.018100119940345938,0.009050059970172969,0.05626500000000023,105451.75,True,True,True,True,True,False,True,False,False
one_over_Z,0.03,0.01,100,0.1,4,4000,1334911|1334912|1334913|1334914,0.005117500000000023,0.004785000000000001,0.0053700000000000345,0.0005850000000000334,0.5193975000000002,0.41939749999999915,0.5883524999999982,0.16895499999999902,0.006493125000000098,0.006107500000000094,0.0067350000000001,0.0006275000000000065,0.4689918749999996,0.40014999999999773,0.5688150000000021,0.16866500000000434,0.9889209483458186,0.9876530529299374,0.9898524276980316,0.0021993747680941755,0.001022887771450721,0.0005114438857253604,0.16895499999999902,81798.25,True,True,False,False,False,False,False,False,False
one_over_Z,0.03,0.01,100,0.6,4,4000,1108450|1108451|1108452|1108453,0.012508750000000063,0.012057500000000087,0.012930000000000037,0.0008724999999999497,0.1516156249999989,0.12780749999999885,0.18001749999999742,0.05220999999999856,0.09312687499999907,0.07245499999999946,0.12073499999999891,0.04827999999999945,0.7427487499999995,0.7302550000000004,0.7740174999999985,0.04376249999999804,0.893222226272556,0.8650919728529907,0.9149606225027517,0.04986864964976101,0.02089661549027146,0.01044830774513573,0.05220999999999856,88362.25,True,True,False,False,False,False,False,False,False
one_over_Z,0.03,0.01,100,0.9,4,4000,1277858|1277859|1277860|1277861,0.13623749999999862,0.12441749999999868,0.15087499999999796,0.026457499999999273,0.005914375000000058,0.005815000000000051,0.006057500000000071,0.0002425000000000196,0.7807706249999977,0.767442499999996,0.8001524999999973,0.03271000000000124,0.07707749999999963,0.0696050000000001,0.08212749999999949,0.012522499999999395,0.07517964871734258,0.06937653064937375,0.07904270337662779,0.009666172727254035,0.004614757881975413,0.0023073789409877067,0.03271000000000124,82796.5,True,True,False,False,False,False,False,False,False
one_over_Z,0.1,0.01,100,0.1,4,4000,1762882|1762883|1762884|1762885,0.003346874999999944,0.0032349999999999463,0.0034724999999999418,0.00023749999999999553,0.6147112500000009,0.5466200000000003,0.7153674999999979,0.1687474999999976,0.0035706249999999393,0.0033599999999999433,0.0037574999999999362,0.0003974999999999929,0.37837124999999805,0.27773499999999685,0.44656250000000103,0.16882750000000418,0.9938726135079509,0.9935213682135244,0.9946046236022223,0.0010832553886979124,0.0004988086385671153,0.00024940431928355765,0.16882750000000418,76486.75,True,False,False,False,False,False,False,False,False
one_over_Z,0.1,0.01,100,0.6,4,4000,1799997|1799998|1799999|1800000,0.004349999999999967,0.004289999999999956,0.004422499999999979,0.00013250000000002322,0.1809681249999981,0.14041999999999874,0.22207249999999912,0.08165250000000038,0.032401250000000305,0.030340000000000377,0.033822500000000186,0.0034824999999998087,0.7822806250000001,0.7405225000000017,0.8214674999999967,0.08094499999999494,0.9627083383767671,0.9610076174288867,0.9644707342292241,0.0034631168003373958,0.0014153565499845492,0.0007076782749922746,0.08165250000000038,65372.75,True,False,False,False,False,False,False,False,False
one_over_Z,0.1,0.01,100,0.9,4,4000,1533924|1533925|1533926|1533927,0.10807999999999933,0.10114749999999932,0.12287249999999912,0.0217249999999998,0.0034362499999999424,0.003267499999999946,0.00361499999999994,0.0003474999999999941,0.8641012499999923,0.8454799999999949,0.8754749999999899,0.029994999999994998,0.024382500000000255,0.01977750000000021,0.028380000000000204,0.008602499999999992,0.026684919006662415,0.023048685333103284,0.029549063902764704,0.00650037856966142,0.002929270891558,0.001464635445779,0.029994999999994998,58561.5,True,False,False,False,False,False,False,False,False
one_over_Z,0.3,0.01,100,0.1,4,4000,1176511|1176512|1176513|1176514,0.0034093749999999433,0.0033124999999999453,0.0034874999999999407,0.00017499999999999547,0.7407062499999987,0.6995600000000031,0.7785599999999985,0.07899999999999541,0.0034706249999999416,0.003382499999999942,0.0036099999999999388,0.0002274999999999968,0.2524137499999982,0.21440499999999849,0.2937449999999993,0.07934000000000083,0.9946564958987041,0.9945134714241746,0.9948031644436826,0.0002896930195079861,0.0001232826365023035,6.164131825115175e-05,0.07934000000000083,69948.5,True,False,False,False,False,False,False,False,False
one_over_Z,0.3,0.01,100,0.6,4,4000,1278828|1278829|1278830|1278831,0.003339374999999944,0.003259999999999945,0.0034074999999999427,0.0001474999999999979,0.07810812499999953,0.07311499999999937,0.08683499999999991,0.013720000000000537,0.013718125000000081,0.012695000000000088,0.014392500000000075,0.0016974999999999872,0.9048343749999881,0.8954624999999885,0.9095249999999871,0.014062499999998646,0.9808693568280829,0.9802807946813804,0.9817444671289505,0.0014636724475700635,0.0006233475869105509,0.00031167379345527544,0.014062499999998646,44069.0,True,False,False,False,False,False,False,False,False
one_over_Z,0.3,0.01,100,0.9,4,4000,1134471|1134472|1134473|1134474,0.09375312499999933,0.07791249999999941,0.10790249999999942,0.029990000000000003,0.0034781249999999413,0.003334999999999943,0.0035749999999999398,0.00023999999999999673,0.8942731249999891,0.8792299999999937,0.9118749999999883,0.032644999999994595,0.008495625000000095,0.006715000000000081,0.009532500000000043,0.0028174999999999615,0.013489111840433218,0.012188482393790126,0.013985795659913213,0.0017973132661230871,0.0008686353604043929,0.00043431768020219647,0.032644999999994595,48250.75,True,False,False,False,False,False,False,False,False
one_over_Z,1.0,0.01,100,0.1,4,4000,1263124|1263125|1263126|1263127,0.003406874999999942,0.003362499999999942,0.0034674999999999424,0.00010500000000000049,0.8870124999999869,0.8656299999999895,0.9180574999999856,0.052427499999996185,0.003370624999999944,0.0032524999999999464,0.0036349999999999378,0.00038249999999999135,0.1062099999999987,0.07526749999999957,0.12770999999999844,0.052442499999998865,0.9955271863143178,0.9954264471629619,0.9957221074086443,0.00029566024568239424,0.00013440077968218062,6.720038984109031e-05,0.052442499999998865,47291.0,True,False,False,False,False,False,False,False,False
one_over_Z,1.0,0.01,100,0.6,4,4000,1227598|1227599|1227600|1227601,0.003338749999999944,0.0032899999999999444,0.003394999999999943,0.00010499999999999876,0.03563187500000025,0.029802500000000266,0.04211000000000018,0.012307499999999916,0.0060993750000000735,0.005640000000000041,0.0065250000000001,0.0008850000000000594,0.9549299999999764,0.9484124999999747,0.9608324999999779,0.012420000000003206,0.9879274820343542,0.9873861719474899,0.9883664509515514,0.0009802790040615017,0.0004052594954536142,0.0002026297477268071,0.012420000000003206,25086.5,True,False,False,False,False,False,False,False,False
one_over_Z,1.0,0.01,100,0.9,4,4000,1769871|1769872|1769873|1769874,0.069649375,0.05951500000000022,0.07702749999999979,0.01751249999999957,0.003212499999999946,0.003129999999999947,0.0033174999999999438,0.0001874999999999967,0.9231162499999874,0.9151849999999936,0.9333824999999834,0.018197499999989764,0.004021874999999952,0.003659999999999943,0.00446999999999999,0.0008100000000000468,0.009490661745564094,0.009286816265328195,0.010011830865910778,0.0007250146005825832,0.000348791518734164,0.000174395759367082,0.018197499999989764,38229.75,True,False,False,False,False,False,False,False,False
one_over_Z,2.0,0.01,100,0.1,4,4000,1795489|1795490|1795491|1795492,0.003316874999999944,0.0032099999999999455,0.0034124999999999434,0.00020249999999999782,0.936882499999983,0.9318049999999867,0.9417099999999837,0.009904999999997055,0.0034324999999999425,0.0031899999999999472,0.003712499999999936,0.0005224999999999887,0.056368125000000165,0.05166750000000023,0.06108500000000007,0.009417499999999843,0.9959021575389506,0.9957429937576103,0.9960051149438387,0.0002621211862283701,0.00012256714981585072,6.128357490792536e-05,0.009904999999997055,32022.75,True,False,False,False,False,False,False,False,False
one_over_Z,2.0,0.01,100,0.6,4,4000,1132409|1132410|1132411|1132412,0.0032437499999999463,0.0029649999999999516,0.0034149999999999437,0.0004499999999999921,0.02015812500000022,0.01943250000000013,0.0213825000000003,0.0019500000000001703,0.004144374999999951,0.0038649999999999345,0.0044324999999999755,0.0005675000000000411,0.9724537499999696,0.9709199999999705,0.9733874999999677,0.0024674999999971803,0.989917707224488,0.9895934392065012,0.9903615232751405,0.0007680840686392632,0.0003510836154579646,0.0001755418077289823,0.0024674999999971803,18100.25,True,False,False,False,False,False,False,False,False
one_over_Z,2.0,0.01,100,0.9,4,4000,1293074|1293075|1293076|1293077,0.039816875000000335,0.03748750000000042,0.042510000000000256,0.005022499999999833,0.0033356249999999445,0.0031149999999999494,0.0035449999999999406,0.00042999999999999115,0.9533468749999752,0.9508524999999745,0.9554499999999759,0.004597500000001475,0.0035006249999999426,0.0032974999999999476,0.0036649999999999404,0.00036749999999999283,0.009480352468167632,0.00908926993529527,0.009892480264031831,0.0008032103287365609,0.0003572018921956958,0.0001786009460978479,0.005022499999999833,26515.0,True,False,False,False,False,False,False,False,False
one_over_Z,3.0,0.01,100,0.1,4,4000,1962113|1962114|1962115|1962116,0.0035406249999999397,0.0033849999999999427,0.0037799999999999345,0.0003949999999999917,0.9504643749999779,0.946247499999975,0.9531699999999776,0.006922500000002607,0.0033224999999999444,0.0031374999999999485,0.0034699999999999423,0.0003324999999999938,0.04267250000000025,0.039580000000000407,0.0470975000000001,0.007517499999999691,0.9957700022234901,0.9955102384196808,0.9959282328133797,0.0004179943936989394,0.00018043908736713524,9.021954368356762e-05,0.007517499999999691,26777.5,True,False,False,False,False,False,False,False,False
one_over_Z,3.0,0.01,100,0.6,4,4000,1500947|1500948|1500949|1500950,0.0032337499999999463,0.0031324999999999496,0.003302499999999945,0.00016999999999999524,0.01784875000000015,0.01694000000000015,0.018907500000000216,0.0019675000000000664,0.0034774999999999424,0.0034399999999999414,0.0034999999999999437,6.0000000000002326e-05,0.9754399999999676,0.9743499999999674,0.9764299999999683,0.002080000000000859,0.990578894693031,0.9904858425039672,0.9907436562777021,0.0002578137737349051,0.00011314185108625919,5.6570925543129593e-05,0.002080000000000859,16940.0,True,False,False,False,False,False,False,False,False
one_over_Z,3.0,0.01,100,0.9,4,4000,1413663|1413664|1413665|1413666,0.030559375000000288,0.026825000000000366,0.03502250000000027,0.008197499999999903,0.0033812499999999438,0.0030874999999999492,0.003544999999999942,0.00045749999999999263,0.9627062499999739,0.9582774999999758,0.9665399999999712,0.008262499999995399,0.0033531249999999443,0.003209999999999948,0.003547499999999939,0.000337499999999991,0.009485040902237934,0.009157344648932966,0.009797978444224751,0.0006406337952917854,0.0002623057049444676,0.0001311528524722338,0.008262499999995399,22460.5,True,False,False,False,False,False,False,False,False
one_over_Z,10.0,0.01,100,0.1,4,4000,1337885|1337886|1337887|1337888,0.0032356249999999464,0.003164999999999948,0.0033249999999999443,0.00015999999999999652,0.972196249999969,0.9693274999999695,0.9735149999999688,0.0041874999999993445,0.003138749999999948,0.003054999999999949,0.003192499999999947,0.0001374999999999983,0.021429375000000223,0.020192500000000172,0.02417500000000026,0.003982500000000087,0.9962315469864395,0.9961263451144136,0.9962965037498072,0.00017015863539360243,7.358980374524926e-05,3.679490187262463e-05,0.0041874999999993445,18321.0,True,False,False,False,False,False,False,False,False
