model,max_private_risk,persona_condition,prompt_version,protocol_signature,run_phase,run_status,parameter_point,beta,mu,nominal_mu,mutation_regime,Z,n_players,observed_median_phi_U,observed_mean_phi_U,predicted_phi_U,difference
gpt-5-nano,0.6,R1-R1,ai-race-fairgame-v3,28932989a4ce8dbaef4df00f5fbb34fc8506f9799753e1880dcce9f2d8ff02ee,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.0,0.0,0.930623649795965,-0.930623649795965
gpt-5-nano,0.6,R1-R2,ai-race-fairgame-v3,cd7731c0357528df12e9c019e5c38926db31562198e17cbbdb7f58aab6936176,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.0,0.0,0.9999999999999984,-0.9999999999999984
gpt-5-nano,0.6,R1-R2,ai-race-fairgame-v3,cd7731c0357528df12e9c019e5c38926db31562198e17cbbdb7f58aab6936176,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.0,0.0,0.930623649795965,-0.930623649795965
gpt-5-nano,0.6,R1-R3,ai-race-fairgame-v3,d5a78c68f5cac31ca4db628960ab46c654c0023a9537b0f7b31377a8f061266e,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.0,0.06760912698412698,0.9999999999999984,-0.9999999999999984
gpt-5-nano,0.6,R1-R3,ai-race-fairgame-v3,d5a78c68f5cac31ca4db628960ab46c654c0023a9537b0f7b31377a8f061266e,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.0,0.06760912698412698,0.930623649795965,-0.930623649795965
gpt-5-nano,0.6,R1-R4,ai-race-fairgame-v3,54e34cb2cbdda8a3e58434ba1ec3f67263b35fb7a14e40efc7094166e4d26f6c,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.2094017094017094,0.29147498334998334,0.9999999999999984,-0.790598290598289
gpt-5-nano,0.6,R1-R4,ai-race-fairgame-v3,54e34cb2cbdda8a3e58434ba1ec3f67263b35fb7a14e40efc7094166e4d26f6c,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.2094017094017094,0.29147498334998334,0.930623649795965,-0.7212219403942556
gpt-5-nano,0.6,R1-R5,ai-race-fairgame-v3,f1e253d8fb164767a13e1e0dfc09e99d1ba68fd9952ce60cfc53df0a6a108790,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.2375,0.24760038572538573,0.9999999999999984,-0.7624999999999984
gpt-5-nano,0.6,R1-R5,ai-race-fairgame-v3,f1e253d8fb164767a13e1e0dfc09e99d1ba68fd9952ce60cfc53df0a6a108790,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.2375,0.24760038572538573,0.930623649795965,-0.693123649795965
gpt-5-nano,0.6,R1-R6,ai-race-fairgame-v3,578aed3e5e391ad7e0d1df7dece1d043f7c9bd2727310bca65229822b65c0c5b,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.2548076923076923,0.30405490342990343,0.9999999999999984,-0.7451923076923062
gpt-5-nano,0.6,R1-R6,ai-race-fairgame-v3,578aed3e5e391ad7e0d1df7dece1d043f7c9bd2727310bca65229822b65c0c5b,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.2548076923076923,0.30405490342990343,0.930623649795965,-0.6758159574882727
gpt-5-nano,0.6,R2-R1,ai-race-fairgame-v3,afa635149ba0e41a8c13160ef18de15979eddad138c4736033dabdcddadd76da,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.0,0.0,0.9999999999999984,-0.9999999999999984
gpt-5-nano,0.6,R2-R1,ai-race-fairgame-v3,afa635149ba0e41a8c13160ef18de15979eddad138c4736033dabdcddadd76da,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.0,0.0,0.930623649795965,-0.930623649795965
gpt-5-nano,0.6,R2-R2,ai-race-fairgame-v3,20fc9d5dc05dab2641d82e87fd797bfde3bd8a0f26c925c84ad65f7580cf216a,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.0,0.0,0.9999999999999984,-0.9999999999999984
gpt-5-nano,0.6,R2-R2,ai-race-fairgame-v3,20fc9d5dc05dab2641d82e87fd797bfde3bd8a0f26c925c84ad65f7580cf216a,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.0,0.0,0.930623649795965,-0.930623649795965
gpt-5-nano,0.6,R2-R3,ai-race-fairgame-v3,c3c3880229a504030b53b75b4a709ff3e6338493197e88215632c8098490ae8a,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.0,0.03972763347763347,0.9999999999999984,-0.9999999999999984
gpt-5-nano,0.6,R2-R3,ai-race-fairgame-v3,c3c3880229a504030b53b75b4a709ff3e6338493197e88215632c8098490ae8a,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.0,0.03972763347763347,0.930623649795965,-0.930623649795965
gpt-5-nano,0.6,R2-R4,ai-race-fairgame-v3,eb3fc01948afc39a0bdb7d8505f0fc8cf8c0faa405d5e01e06786000810cf63e,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.24545454545454548,0.3156943750693751,0.9999999999999984,-0.754545454545453
gpt-5-nano,0.6,R2-R4,ai-race-fairgame-v3,eb3fc01948afc39a0bdb7d8505f0fc8cf8c0faa405d5e01e06786000810cf63e,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.24545454545454548,0.3156943750693751,0.930623649795965,-0.6851691043414195
gpt-5-nano,0.6,R2-R5,ai-race-fairgame-v3,5d5e4f80e4411da94cc030534db4e5a4cc712cc6e0240ff52e47f17c7ae39036,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.15555555555555556,0.28418789543789547,0.9999999999999984,-0.8444444444444429
gpt-5-nano,0.6,R2-R5,ai-race-fairgame-v3,5d5e4f80e4411da94cc030534db4e5a4cc712cc6e0240ff52e47f17c7ae39036,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.15555555555555556,0.28418789543789547,0.930623649795965,-0.7750680942404095
gpt-5-nano,0.6,R2-R6,ai-race-fairgame-v3,6fddd011d29c0ee6b3b9adac863d71167c141100ac6a59ecb6672ddf3aea488b,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.22355769230769232,0.2874892468642469,0.9999999999999984,-0.7764423076923062
gpt-5-nano,0.6,R2-R6,ai-race-fairgame-v3,6fddd011d29c0ee6b3b9adac863d71167c141100ac6a59ecb6672ddf3aea488b,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.22355769230769232,0.2874892468642469,0.930623649795965,-0.7070659574882727
gpt-5-nano,0.6,R3-R1,ai-race-fairgame-v3,5fb0408188b461c4d41c167266c63d73f72355d97246d15fb7b2c792b3bed518,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.0,0.07298076923076924,0.9999999999999984,-0.9999999999999984
gpt-5-nano,0.6,R3-R1,ai-race-fairgame-v3,5fb0408188b461c4d41c167266c63d73f72355d97246d15fb7b2c792b3bed518,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.0,0.07298076923076924,0.930623649795965,-0.930623649795965
gpt-5-nano,0.6,R3-R2,ai-race-fairgame-v3,5544079c8b2c6f8cd9c2b6f4ab10b7606034b1b75eea1acaf0c9d8dab93b7f03,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.0,0.09073870573870574,0.9999999999999984,-0.9999999999999984
gpt-5-nano,0.6,R3-R2,ai-race-fairgame-v3,5544079c8b2c6f8cd9c2b6f4ab10b7606034b1b75eea1acaf0c9d8dab93b7f03,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.0,0.09073870573870574,0.930623649795965,-0.930623649795965
gpt-5-nano,0.6,R3-R3,ai-race-fairgame-v3,a39695ae5f4da7bb6d8a5fa790e310edb62647bc0e42c1b8fcd16cdf62ef49fd,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.10101010101010101,0.13347659285159286,0.9999999999999984,-0.8989898989898975
gpt-5-nano,0.6,R3-R3,ai-race-fairgame-v3,a39695ae5f4da7bb6d8a5fa790e310edb62647bc0e42c1b8fcd16cdf62ef49fd,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.10101010101010101,0.13347659285159286,0.930623649795965,-0.829613548785864
gpt-5-nano,0.6,R3-R4,ai-race-fairgame-v3,762fd623bba3bee2e043aff8722a1bbfaed5bbfc6c05780fcc4c61ef3f9561d0,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.34375,0.3546577727827728,0.9999999999999984,-0.6562499999999984
gpt-5-nano,0.6,R3-R4,ai-race-fairgame-v3,762fd623bba3bee2e043aff8722a1bbfaed5bbfc6c05780fcc4c61ef3f9561d0,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.34375,0.3546577727827728,0.930623649795965,-0.586873649795965
gpt-5-nano,0.6,R3-R5,ai-race-fairgame-v3,18e87c63f13788867fa8962d0a84174f518d7e02922a434bf5eda6f433d102b9,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.275,0.3158431845931846,0.9999999999999984,-0.7249999999999984
gpt-5-nano,0.6,R3-R5,ai-race-fairgame-v3,18e87c63f13788867fa8962d0a84174f518d7e02922a434bf5eda6f433d102b9,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.275,0.3158431845931846,0.930623649795965,-0.655623649795965
gpt-5-nano,0.6,R3-R6,ai-race-fairgame-v3,4b09c77d364ce7b9843792dc3ab9b3e48d3a2ccd33e684793da6f3a523e742a6,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.39230769230769236,0.35284632034632035,0.9999999999999984,-0.6076923076923061
gpt-5-nano,0.6,R3-R6,ai-race-fairgame-v3,4b09c77d364ce7b9843792dc3ab9b3e48d3a2ccd33e684793da6f3a523e742a6,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.39230769230769236,0.35284632034632035,0.930623649795965,-0.5383159574882727
gpt-5-nano,0.6,R4-R1,ai-race-fairgame-v3,ad54d488b748b7c2902b8bdfcba5dc8e65684f09de4a21febb23eaffcf2ed7e5,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.20512820512820512,0.26302336552336547,0.9999999999999984,-0.7948717948717934
gpt-5-nano,0.6,R4-R1,ai-race-fairgame-v3,ad54d488b748b7c2902b8bdfcba5dc8e65684f09de4a21febb23eaffcf2ed7e5,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.20512820512820512,0.26302336552336547,0.930623649795965,-0.72549544466776
gpt-5-nano,0.6,R4-R2,ai-race-fairgame-v3,2ff3bf58b3359778743f5aef3a3796aed48078220df34125657762569a72755c,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.23809523809523808,0.2599530330780331,0.9999999999999984,-0.7619047619047603
gpt-5-nano,0.6,R4-R2,ai-race-fairgame-v3,2ff3bf58b3359778743f5aef3a3796aed48078220df34125657762569a72755c,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.23809523809523808,0.2599530330780331,0.930623649795965,-0.6925284117007269
gpt-5-nano,0.6,R4-R3,ai-race-fairgame-v3,184991aef9058bd59fdb65e452b7170a18e644c5ae745f902c13f6e06c8ea2e8,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.35416666666666663,0.3405987762237762,0.9999999999999984,-0.6458333333333318
gpt-5-nano,0.6,R4-R3,ai-race-fairgame-v3,184991aef9058bd59fdb65e452b7170a18e644c5ae745f902c13f6e06c8ea2e8,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.35416666666666663,0.3405987762237762,0.930623649795965,-0.5764569831292984
gpt-5-nano,0.6,R4-R4,ai-race-fairgame-v3,469e9877f8d14613f573038c972f799a1999b46cb9781b40d84aae39e6302d38,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.3484848484848485,0.3975988594738595,0.9999999999999984,-0.6515151515151499
gpt-5-nano,0.6,R4-R4,ai-race-fairgame-v3,469e9877f8d14613f573038c972f799a1999b46cb9781b40d84aae39e6302d38,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.3484848484848485,0.3975988594738595,0.930623649795965,-0.5821388013111165
gpt-5-nano,0.6,R4-R5,ai-race-fairgame-v3,69f7da726d7dd32c1b9c6c53b427b894d5423affbf8fd3b387e66a727c78a085,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.36363636363636365,0.3796267621267621,0.9999999999999984,-0.6363636363636348
gpt-5-nano,0.6,R4-R5,ai-race-fairgame-v3,69f7da726d7dd32c1b9c6c53b427b894d5423affbf8fd3b387e66a727c78a085,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.36363636363636365,0.3796267621267621,0.930623649795965,-0.5669872861596014
gpt-5-nano,0.6,R4-R6,ai-race-fairgame-v3,00baa465aca87360ea15f6e6dc7ac9059b508cf9ce9e122d8bcc073a9509696b,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.4,0.3888495532245532,0.9999999999999984,-0.5999999999999984
gpt-5-nano,0.6,R4-R6,ai-race-fairgame-v3,00baa465aca87360ea15f6e6dc7ac9059b508cf9ce9e122d8bcc073a9509696b,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.4,0.3888495532245532,0.930623649795965,-0.530623649795965
gpt-5-nano,0.6,R5-R1,ai-race-fairgame-v3,f5ab178729f12f236b85937033a38bcd266df8c1c44b86eee4345115fa9f291f,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.3125,0.305469252969253,0.9999999999999984,-0.6874999999999984
gpt-5-nano,0.6,R5-R1,ai-race-fairgame-v3,f5ab178729f12f236b85937033a38bcd266df8c1c44b86eee4345115fa9f291f,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.3125,0.305469252969253,0.930623649795965,-0.618123649795965
gpt-5-nano,0.6,R5-R2,ai-race-fairgame-v3,12f7eaa826e6956d709fb758be3a38931cd08b08297985b5698cadf5328bee3b,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.23846153846153847,0.2858227883227883,0.9999999999999984,-0.7615384615384599
gpt-5-nano,0.6,R5-R2,ai-race-fairgame-v3,12f7eaa826e6956d709fb758be3a38931cd08b08297985b5698cadf5328bee3b,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.23846153846153847,0.2858227883227883,0.930623649795965,-0.6921621113344265
gpt-5-nano,0.6,R5-R3,ai-race-fairgame-v3,d165c488ef730d384923091fda8b720709d36b2274c4ac2b303f65df4153d231,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.38181818181818183,0.3723140054390054,0.9999999999999984,-0.6181818181818166
gpt-5-nano,0.6,R5-R3,ai-race-fairgame-v3,d165c488ef730d384923091fda8b720709d36b2274c4ac2b303f65df4153d231,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.38181818181818183,0.3723140054390054,0.930623649795965,-0.5488054679777832
gpt-5-nano,0.6,R5-R4,ai-race-fairgame-v3,c9491baed85c6ec9fe2d753bde54f61b1dbf77f469b411648568cd117834786b,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.4330357142857143,0.45052523865023864,0.9999999999999984,-0.5669642857142841
gpt-5-nano,0.6,R5-R4,ai-race-fairgame-v3,c9491baed85c6ec9fe2d753bde54f61b1dbf77f469b411648568cd117834786b,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.4330357142857143,0.45052523865023864,0.930623649795965,-0.4975879355102507
gpt-5-nano,0.6,R5-R5,ai-race-fairgame-v3,39a9c8ff7467c65860c6ead29a048cf3179662917ebc31d39bbcc8789bdaa00f,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.4807692307692308,0.4574413780663781,0.9999999999999984,-0.5192307692307676
gpt-5-nano,0.6,R5-R5,ai-race-fairgame-v3,39a9c8ff7467c65860c6ead29a048cf3179662917ebc31d39bbcc8789bdaa00f,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.4807692307692308,0.4574413780663781,0.930623649795965,-0.44985441902673423
gpt-5-nano,0.6,R5-R6,ai-race-fairgame-v3,2b314f8fc6f5b732c1eaade615e0a90f4e2d2b19a344e215452876df453c9dc0,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.4444444444444444,0.4525463425463426,0.9999999999999984,-0.555555555555554
gpt-5-nano,0.6,R5-R6,ai-race-fairgame-v3,2b314f8fc6f5b732c1eaade615e0a90f4e2d2b19a344e215452876df453c9dc0,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.4444444444444444,0.4525463425463426,0.930623649795965,-0.4861792053515206
gpt-5-nano,0.6,R6-R1,ai-race-fairgame-v3,7d5b42fcb0b165feb515ed7a994f4cabe269f2cd9077d99d2573eac039a8dc54,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.32727272727272727,0.32633075258075256,0.9999999999999984,-0.6727272727272712
gpt-5-nano,0.6,R6-R1,ai-race-fairgame-v3,7d5b42fcb0b165feb515ed7a994f4cabe269f2cd9077d99d2573eac039a8dc54,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.32727272727272727,0.32633075258075256,0.930623649795965,-0.6033509225232377
gpt-5-nano,0.6,R6-R2,ai-race-fairgame-v3,320ad475ef61963e7fe9139623948c5cbea92c143fe0676edb6f4c0f421061c9,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.28125,0.30006375568875565,0.9999999999999984,-0.7187499999999984
gpt-5-nano,0.6,R6-R2,ai-race-fairgame-v3,320ad475ef61963e7fe9139623948c5cbea92c143fe0676edb6f4c0f421061c9,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.28125,0.30006375568875565,0.930623649795965,-0.649373649795965
gpt-5-nano,0.6,R6-R3,ai-race-fairgame-v3,f5331636d27cc7e4066b9a07793ae77ba75b649d0d49641ef87617e83046209f,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.34375,0.3711000804750805,0.9999999999999984,-0.6562499999999984
gpt-5-nano,0.6,R6-R3,ai-race-fairgame-v3,f5331636d27cc7e4066b9a07793ae77ba75b649d0d49641ef87617e83046209f,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.34375,0.3711000804750805,0.930623649795965,-0.586873649795965
gpt-5-nano,0.6,R6-R4,ai-race-fairgame-v3,88b7a3a5dd650ba8221903991a1863c6ba6b4acc1df3d56c45ec302b41ce1ba7,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.44155844155844154,0.4542837024087024,0.9999999999999984,-0.558441558441557
gpt-5-nano,0.6,R6-R4,ai-race-fairgame-v3,88b7a3a5dd650ba8221903991a1863c6ba6b4acc1df3d56c45ec302b41ce1ba7,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.44155844155844154,0.4542837024087024,0.930623649795965,-0.4890652082375235
gpt-5-nano,0.6,R6-R5,ai-race-fairgame-v3,1a09252a2fe4a50d40f394a2bff1b19c83f6a1ac9bfd59064f637e161a228ba1,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.4,0.4441709679209679,0.9999999999999984,-0.5999999999999984
gpt-5-nano,0.6,R6-R5,ai-race-fairgame-v3,1a09252a2fe4a50d40f394a2bff1b19c83f6a1ac9bfd59064f637e161a228ba1,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.4,0.4441709679209679,0.930623649795965,-0.530623649795965
gpt-5-nano,0.6,R6-R6,ai-race-fairgame-v3,7f69244f5c9ecdf874de48aaa1dfa920a53ba3c006f0d72507af7e7433c742e0,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.5,0.5090970140970141,0.9999999999999984,-0.49999999999999845
gpt-5-nano,0.6,R6-R6,ai-race-fairgame-v3,7f69244f5c9ecdf874de48aaa1dfa920a53ba3c006f0d72507af7e7433c742e0,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.5,0.5090970140970141,0.930623649795965,-0.430623649795965
gpt-5-nano,0.6,S_AA,ai-race-fairgame-v3,72d88f6f1a871b5991872d125c57cf8f2c99fb4548cf8d43662d26b3b5ea4f1c,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.32291666666666663,0.3435255716505716,0.9999999999999984,-0.6770833333333318
gpt-5-nano,0.6,S_AA,ai-race-fairgame-v3,72d88f6f1a871b5991872d125c57cf8f2c99fb4548cf8d43662d26b3b5ea4f1c,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.32291666666666663,0.3435255716505716,0.930623649795965,-0.6077069831292984
gpt-5-nano,0.6,S_AC,ai-race-fairgame-v3,18e617eefe8e0a994d792ee2e680f00dc38673b43ff5546e5bcd9d821ded93a2,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.25555555555555554,0.24410776723276723,0.9999999999999984,-0.7444444444444429
gpt-5-nano,0.6,S_AC,ai-race-fairgame-v3,18e617eefe8e0a994d792ee2e680f00dc38673b43ff5546e5bcd9d821ded93a2,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.25555555555555554,0.24410776723276723,0.930623649795965,-0.6750680942404095
gpt-5-nano,0.6,S_CA,ai-race-fairgame-v3,9fbff883ad22b6c67f0696d20295ff3690e6b4fb6098aaffc8db4fd39675a992,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.25,0.3297037684537685,0.9999999999999984,-0.7499999999999984
gpt-5-nano,0.6,S_CA,ai-race-fairgame-v3,9fbff883ad22b6c67f0696d20295ff3690e6b4fb6098aaffc8db4fd39675a992,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.25,0.3297037684537685,0.930623649795965,-0.680623649795965
gpt-5-nano,0.6,S_CC,ai-race-fairgame-v3,3050014eab7573c1e9ccb80096dc67a6921b13e4afd85419fc9da2039f99d23f,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.0,0.0,0.9999999999999984,-0.9999999999999984
gpt-5-nano,0.6,S_CC,ai-race-fairgame-v3,3050014eab7573c1e9ccb80096dc67a6921b13e4afd85419fc9da2039f99d23f,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.0,0.0,0.930623649795965,-0.930623649795965
gpt-5-nano,0.6,none,ai-race-fairgame-v3,b323588675c9a8ba411ffa23e98811bc735ee30269e7db0dcbd23907d5a266f1,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.14835164835164835,0.15133699633699632,0.9999999999999984,-0.8516483516483501
gpt-5-nano,0.6,none,ai-race-fairgame-v3,b323588675c9a8ba411ffa23e98811bc735ee30269e7db0dcbd23907d5a266f1,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.14835164835164835,0.15133699633699632,0.930623649795965,-0.7822720014443166
gpt-5-nano,0.9,R+,ai-race-fairgame-v3,b33fdc8b55d4dbe70a50d073c1df939b6026ae9807dbbdaf60d10362342736db,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.4017857142857143,0.42731220168720163,0.009708735903000856,0.39207697838271344
gpt-5-nano,0.9,R+,ai-race-fairgame-v3,b33fdc8b55d4dbe70a50d073c1df939b6026ae9807dbbdaf60d10362342736db,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.4017857142857143,0.42731220168720163,0.06392921881136628,0.33785649547434804
gpt-5-nano,0.9,R-,ai-race-fairgame-v3,5f15793a13f7e4526ab316ee4339dc47dfd90790ea75542cee4ff3992a4f3cab,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.0,0.038995726495726496,0.009708735903000856,-0.009708735903000856
gpt-5-nano,0.9,R-,ai-race-fairgame-v3,5f15793a13f7e4526ab316ee4339dc47dfd90790ea75542cee4ff3992a4f3cab,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.0,0.038995726495726496,0.06392921881136628,-0.06392921881136628
gpt-5-nano,0.9,R0,ai-race-fairgame-v3,ce2572ed7d6c65c40f8bcee90f0e86899a1ed8b6732f58a717bf0774e3814209,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.0,0.043611111111111114,0.009708735903000856,-0.009708735903000856
gpt-5-nano,0.9,R0,ai-race-fairgame-v3,ce2572ed7d6c65c40f8bcee90f0e86899a1ed8b6732f58a717bf0774e3814209,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.0,0.043611111111111114,0.06392921881136628,-0.06392921881136628
gpt-5-nano,0.9,R1-R1,ai-race-fairgame-v3,28932989a4ce8dbaef4df00f5fbb34fc8506f9799753e1880dcce9f2d8ff02ee,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.0,0.01111111111111111,0.009708735903000856,-0.009708735903000856
gpt-5-nano,0.9,R1-R1,ai-race-fairgame-v3,28932989a4ce8dbaef4df00f5fbb34fc8506f9799753e1880dcce9f2d8ff02ee,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.0,0.01111111111111111,0.06392921881136628,-0.06392921881136628
gpt-5-nano,0.9,R1-R2,ai-race-fairgame-v3,cd7731c0357528df12e9c019e5c38926db31562198e17cbbdb7f58aab6936176,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.0,0.013392857142857142,0.009708735903000856,-0.009708735903000856
gpt-5-nano,0.9,R1-R2,ai-race-fairgame-v3,cd7731c0357528df12e9c019e5c38926db31562198e17cbbdb7f58aab6936176,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.0,0.013392857142857142,0.06392921881136628,-0.06392921881136628
gpt-5-nano,0.9,R1-R3,ai-race-fairgame-v3,d5a78c68f5cac31ca4db628960ab46c654c0023a9537b0f7b31377a8f061266e,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.0,0.0685290404040404,0.009708735903000856,-0.009708735903000856
gpt-5-nano,0.9,R1-R3,ai-race-fairgame-v3,d5a78c68f5cac31ca4db628960ab46c654c0023a9537b0f7b31377a8f061266e,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.0,0.0685290404040404,0.06392921881136628,-0.06392921881136628
gpt-5-nano,0.9,R1-R4,ai-race-fairgame-v3,54e34cb2cbdda8a3e58434ba1ec3f67263b35fb7a14e40efc7094166e4d26f6c,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.36923076923076925,0.31494165556665554,0.009708735903000856,0.3595220333277684
gpt-5-nano,0.9,R1-R4,ai-race-fairgame-v3,54e34cb2cbdda8a3e58434ba1ec3f67263b35fb7a14e40efc7094166e4d26f6c,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.36923076923076925,0.31494165556665554,0.06392921881136628,0.305301550419403
gpt-5-nano,0.9,R1-R5,ai-race-fairgame-v3,f1e253d8fb164767a13e1e0dfc09e99d1ba68fd9952ce60cfc53df0a6a108790,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.2727272727272727,0.34999021811521813,0.009708735903000856,0.26301853682427184
