specification,term,coefficient,cluster_robust_se,z,p_value,ci_95_low,ci_95_high,odds_ratio,odds_ratio_ci_95_low,odds_ratio_ci_95_high
1,Intercept,-0.5135184191978468,0.07508979365801224,-6.8387246013300675,7.990131811292873e-12,-0.660691710374095,-0.36634512802159863,0.5983864961337858,0.5164939466804446,0.6932634952579714
1,C(max_private_risk)[T.0.6],-0.16170389252070883,0.05040997060753081,-3.2077759731236917,0.0013376565267620689,-0.26050561937319194,-0.06290216566822573,0.850693063828464,0.7706618257274799,0.9390353390901772
1,C(max_private_risk)[T.0.9],-0.16543371120308645,0.04362322389616724,-3.7923311582118426,0.00014923971595719036,-0.2509336589291013,-0.0799337634770716,0.8475260428245941,0.7780739881083993,0.9231774924287071
1,C(persona_condition)[T.R0],1.2896973332817963,0.1110100594806997,11.617842016434773,3.344782232279405e-31,1.0721216147779757,1.5072730517856168,3.631687198545856,2.9215713782752073,4.5144034495122485
1,C(persona_condition)[T.S_AA],1.674989644841722,0.0795553111196892,21.054403801170952,2.083887244875497e-98,1.5190641002682523,1.8309151894151918,5.338739865290631,4.567948052609009,6.23959445707012
1,C(persona_condition)[T.S_AC],0.4613625029924691,0.09306675090686203,4.95732899770171,7.146889742204249e-07,0.27895502305685915,0.6437699829280791,1.5862337615562234,1.3217478943527297,1.9036440739199956
1,C(persona_condition)[T.S_CA],0.36375042952157455,0.08209753528055543,4.430710718397509,9.392301721020968e-06,0.20284221715217948,0.5246586418909696,1.4387151085308747,1.2248791880732217,1.6898818950226706
1,C(persona_condition)[T.none],1.1234452514030207,0.08555576980902116,13.131145379333171,2.1832903830753332e-39,0.9557590239077398,1.2911314788983015,3.0754316069818017,2.600643784779258,3.636899303387481
2,Intercept,0.33808724827911385,0.11867870832509166,2.8487607680478413,0.004388986925330076,0.10548125423020033,0.5706932423280273,1.4022628430882043,1.111245273179521,1.7694933140004931
2,C(max_private_risk)[T.0.6],-0.34774543799352786,0.10375232526605765,-3.3516881390540942,0.0008032044252814021,-0.551096258827286,-0.14439461715976978,0.7062786450412671,0.5763176706156626,0.8655461213057093
2,C(max_private_risk)[T.0.9],-0.31811568774593746,0.10018618273371699,-3.1752451192940576,0.0014970997850347013,-0.5144769976525714,-0.12175437783930354,0.7275186185568705,0.5978131705636645,0.8853658072602312
2,C(persona_condition)[T.R0],3.150868347666416,0.3940884721881484,7.995332444441833,1.2922470671051213e-15,2.3784691354552305,3.9232675598776017,23.356337198731243,10.788374675663773,50.56540060398605
2,C(persona_condition)[T.S_AA],4.121427649767981,0.38532703585796585,10.695921298621691,1.0635736177433378e-26,3.3662005372167942,4.876654762319168,61.647190066756416,28.968253898490737,131.19106372251144
2,C(persona_condition)[T.S_AC],1.3167564681082944,0.27069920106639794,4.864279107293399,1.1487471724317244e-06,0.7861957833743878,1.847317152842201,3.731299140697733,2.195030152586821,6.342779966354451
2,C(persona_condition)[T.S_CA],1.0395417002315863,0.24543957798947433,4.235428160148511,2.2811662702092044e-05,0.5584889669915069,1.5205944334716657,2.827920681926205,1.7480291739407214,4.57494388679875
2,C(persona_condition)[T.none],2.867191398124209,0.33412291343330697,8.58124744771962,9.384974885392843e-18,2.2123225213853335,3.522060274863085,17.58755233491497,9.13691244391869,33.85410542477621
2,own_prev_unsafe,-1.702813017312816,0.21788034092066183,-7.815358696968774,5.480672945899544e-15,-2.1298506384566216,-1.2757753961690104,0.18217035425296918,0.11885504489965926,0.27921438249986663
2,opponent_prev_unsafe,-1.9573234802325612,0.22269512599652752,-8.789251545016219,1.5055961939040277e-18,-2.3937979067183646,-1.5208490537467578,0.1412359362573114,0.09128234288735143,0.21852626761668462
2,progress_gap_before,0.8105521521295762,0.0815909259240057,9.93434187625876,2.951182606362782e-23,0.6506368758532496,0.9704674284059028,2.249149516583555,1.9167611792783679,2.6391777977538937
3,Intercept,0.0352832555466613,0.1850717461348515,0.19064636436159385,0.8488026628329027,-0.3274507014335876,0.3980172125269102,1.0359130953760984,0.7207588227763997,1.4888696568957596
3,C(max_private_risk)[T.0.6],-0.33766134775013035,0.10554635188273657,-3.1991759234395585,0.0013782104032792639,-0.5445283961398854,-0.13079429936037534,0.7134368539882667,0.5801153034546267,0.8773982372083481
3,C(max_private_risk)[T.0.9],-0.3040021105478651,0.10022215799117573,-3.0332824261739764,0.0024190908239045674,-0.5004339306634527,-0.10757029043227748,0.7378593091615582,0.6062675245563953,0.8980133984823527
3,C(persona_condition)[T.R0],3.2544783727807873,0.45219805080581393,7.19701990528559,6.15427815475099e-13,2.3681864793221785,4.140770266239397,25.90609768323173,10.678009922474008,62.85121497786082
3,C(persona_condition)[T.S_AA],4.324675948322098,0.46154568193542883,9.36998463551248,7.254308715406669e-21,3.4200630345086784,5.229288862135518,75.54102969561235,30.57134200983941,186.6600153057319
3,C(persona_condition)[T.S_AC],1.250051937214387,0.16928499280169237,7.384304518231873,1.532523328215464e-13,0.9182594481999476,1.5818444262288263,3.4905242408599437,2.50492663880036,4.863918682211723
3,C(persona_condition)[T.S_CA],0.9932305358504371,0.18907580272741764,5.253081153289267,1.4957559008359226e-07,0.6226487721566984,1.3638122995441757,2.6999426602772836,1.86385844556029,3.9110751066687572
3,C(persona_condition)[T.none],2.9958665676281417,0.38955880701126144,7.6904090312134485,1.4666537871191476e-14,2.2323453360256797,3.7593877992306037,20.00268606184007,9.32170298786808,42.92214096600793
3,own_prev_unsafe,-0.16515324801322076,0.44863608130974303,-0.36812297292512514,0.7127815419061638,-1.0444638095455003,0.7141573135190589,0.8477637760182055,0.3518804437393149,2.042464799382504
3,opponent_prev_unsafe,-0.622112697218275,0.1937760393609557,-3.210472766756454,0.0013251682461053588,-1.001906755432564,-0.24231863900398593,0.5368091235874426,0.36717865337625,0.7848060678828054
3,own_prev_unsafe:opponent_prev_unsafe,-2.8742573424932734,0.8028812193666344,-3.5799284790353885,0.0003436882627600376,-4.447875616315479,-1.3006390686710674,0.05645805293501612,0.011703403098918581,0.2723576821435481
3,progress_gap_before,1.4123938606713486,0.11113547821093259,12.708757665942262,5.286765421339274e-37,1.1945723259732848,1.6302153953694125,4.105772296072388,3.3021452267231477,5.104974187923217
3,own_prev_unsafe:progress_gap_before,-1.21822415573636,0.15228091492313567,-7.999847888694805,1.2457300655147949e-15,-1.516689264518514,-0.9197590469542061,0.29575491552038713,0.21943718412762028,0.3986150770308826
3,opponent_prev_unsafe:progress_gap_before,0.10287275346112329,0.1443732125332875,0.7125473739624958,0.4761258865642527,-0.18009354343646694,0.3858390503587135,1.1083503663546173,0.8351920810196678,1.470847919317719
3,own_prev_unsafe:opponent_prev_unsafe:progress_gap_before,0.7468136958005466,0.2807297158006346,2.6602587961543414,0.007808063075202409,0.19659356344113776,1.2970338281599554,2.110265345622558,1.2172492055747848,3.6584290287810757
4,Intercept,-0.48346489983538427,0.07768614054647822,-6.223309543175669,4.867756400267847e-10,-0.6357269374043983,-0.3312028622663702,0.6166430794589813,0.5295503983742922,0.718059487089445
4,C(max_private_risk)[T.0.6],-0.20319062503094615,0.06763371929523332,-3.004279923509494,0.0026621027389459946,-0.3357502789900952,-0.07063097107179711,0.8161226531905547,0.7148015845037546,0.931805691943443
4,C(max_private_risk)[T.0.9],-0.21577390543060287,0.05531884335234086,-3.9005498371735614,9.597446577810407e-05,-0.32419684606760396,-0.1073509647936018,0.8059174948452494,0.7231078874252026,0.898210377444993
4,C(persona_condition)[T.R0],1.06887452184175,0.12975786855239488,8.237454373798915,1.759133728681998e-16,0.8145537727683735,1.3231952709151265,2.912100149791429,2.2581677915323284,3.75540175279037
4,C(persona_condition)[T.S_AA],-3.474898414337719,0.9232852333977128,-3.7636239470114834,0.00016746866234675157,-5.284504219254893,-1.6652926094205438,0.030964979261334256,0.005069544947992006,0.1891353071116656
4,C(persona_condition)[T.S_AC],-2.5416991364977943,0.6940194923983367,-3.6622878238108196,0.00024997277292301904,-3.9019523461673042,-1.1814459268282846,0.07873250879409315,0.020202430780078023,0.30683475708896907
4,C(persona_condition)[T.S_CA],-2.855981696433001,0.7334203149124717,-3.894058615998169,9.858081218256553e-05,-4.2934590991914705,-1.4185042936745316,0.0574993465015989,0.01365760049912354,0.24207582058964916
4,C(persona_condition)[T.none],1.0619830221786914,0.07817828351669552,13.584117921339338,4.9748921785688383e-42,0.9087564021128068,1.215209642244576,2.8921004058581743,2.4812349553818542,3.3710006944013022
4,first_round_unsafe,5.151374882092921,0.8949437374010628,5.756087971577556,8.608553639208311e-09,3.397317388597166,6.905432375588676,172.66872633355158,29.883825731472367,997.6797924588212
5,Intercept,0.39741173407077884,0.11808449519636237,3.365486158110123,0.0007640890080716467,0.16597037635331557,0.6288530917882421,1.4879684512523543,1.1805381293608324,1.8754583667035492
5,C(max_private_risk)[T.0.6],-0.3717042675723863,0.1202524833169504,-3.0910319464478953,0.0019946217266620034,-0.6073948039251128,-0.1360137312196598,0.6895581370754792,0.5447682501019914,0.8728306473770895
5,C(max_private_risk)[T.0.9],-0.35972460784959204,0.10986320068163564,-3.2742957206572845,0.0010592569543537923,-0.5750525244118943,-0.14439669128728985,0.6978684871133634,0.562675313840837,0.8655443260545409
5,C(persona_condition)[T.R0],2.7152761371423537,0.32242846156603916,8.421328948301346,3.7223749884463106e-17,2.08332796488226,3.3472243094024474,15.108781591686292,8.031151881105592,28.423728571530077
5,C(persona_condition)[T.S_AA],-0.5546003324928407,1.38513581288809,-0.4003941904703671,0.6888662025156385,-3.269416639450108,2.160215974464427,0.5743017450815692,0.03802860499360471,8.673010605022247
