model,max_private_risk,persona_condition,prompt_version,protocol_signature,run_phase,run_status,nearest_strategy_set,n_players,mean_min_mismatch_rate
qwen2.5:7b-instruct-fp16,0.6,R0,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AU,6,0.20671550671550673
qwen2.5:7b-instruct-fp16,0.6,R0,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AU|CS,1,0.4
qwen2.5:7b-instruct-fp16,0.6,R0,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,CS,2,0.1
qwen2.5:7b-instruct-fp16,0.6,S_AA,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AS,1,0.42857142857142855
qwen2.5:7b-instruct-fp16,0.6,S_AA,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AU,13,0.1565402546171777
qwen2.5:7b-instruct-fp16,0.6,S_AA,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AU|CAS,5,0.3144444444444444
qwen2.5:7b-instruct-fp16,0.6,S_AA,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,CAS,1,0.2727272727272727
qwen2.5:7b-instruct-fp16,0.6,S_AC,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AS,10,0.0
qwen2.5:7b-instruct-fp16,0.6,S_AC,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AU,10,0.06323523698523699
qwen2.5:7b-instruct-fp16,0.6,S_CA,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AS,10,0.0
qwen2.5:7b-instruct-fp16,0.6,S_CA,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AU,10,0.09882437007437007
qwen2.5:7b-instruct-fp16,0.6,none,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AS,19,0.4232744594586699
qwen2.5:7b-instruct-fp16,0.6,none,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AS|AU,5,0.5
qwen2.5:7b-instruct-fp16,0.6,none,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AU,13,0.29782044878198727
qwen2.5:7b-instruct-fp16,0.6,none,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AU|CS,2,0.41428571428571426
qwen2.5:7b-instruct-fp16,0.6,none,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,CS,1,0.2
qwen2.5:7b-instruct-fp16,0.9,R-,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AS,13,0.2675764406533637
qwen2.5:7b-instruct-fp16,0.9,R-,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AS|CS,3,0.2814814814814815
qwen2.5:7b-instruct-fp16,0.9,R-,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AU,1,0.4
qwen2.5:7b-instruct-fp16,0.9,R-,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,CS,3,0.24444444444444446
qwen2.5:7b-instruct-fp16,0.9,R0,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AS,5,0.43008547008547005
qwen2.5:7b-instruct-fp16,0.9,R0,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AS|AU,4,0.5
qwen2.5:7b-instruct-fp16,0.9,R0,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AU,9,0.25734219484219484
qwen2.5:7b-instruct-fp16,0.9,R0,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,CS,2,0.0
qwen2.5:7b-instruct-fp16,0.9,S_AA,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AS,1,0.42857142857142855
qwen2.5:7b-instruct-fp16,0.9,S_AA,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AS|AU,1,0.5
qwen2.5:7b-instruct-fp16,0.9,S_AA,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AS|AU|CAS,1,0.5
qwen2.5:7b-instruct-fp16,0.9,S_AA,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AU,12,0.12582718207718208
qwen2.5:7b-instruct-fp16,0.9,S_AA,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AU|CAS,5,0.3525757575757576
qwen2.5:7b-instruct-fp16,0.9,S_AC,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AS,10,0.0
qwen2.5:7b-instruct-fp16,0.9,S_AC,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AU,10,0.06092754467754467
qwen2.5:7b-instruct-fp16,0.9,S_CA,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AS,10,0.0
qwen2.5:7b-instruct-fp16,0.9,S_CA,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AU,10,0.12041527916527917
qwen2.5:7b-instruct-fp16,0.9,none,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AS,18,0.43038959497292834
qwen2.5:7b-instruct-fp16,0.9,none,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AS|AU,7,0.5
qwen2.5:7b-instruct-fp16,0.9,none,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,AU,12,0.2534508315758316
qwen2.5:7b-instruct-fp16,0.9,none,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,CS,3,0.13333333333333333
