model,persona_condition,prompt_version,protocol_signature,run_phase,run_status,factor,level_left,level_right,n_comparisons_in_stratum,n_left,n_right,mean_left,mean_right,t,df,p_value,cohens_d,p_value_bonferroni
qwen2.5:7b-instruct-fp16,R-,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.28815469252969256,0.3509609834609835,-1.453791060602066,37.71567909489702,0.15427558893983653,-0.4597290993494408,0.4628267668195096
qwen2.5:7b-instruct-fp16,R-,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.28815469252969256,0.3033691308691309,-0.34186964214850185,37.97781814514087,0.734333611898824,-0.10810867320559656,1.0
qwen2.5:7b-instruct-fp16,R-,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.3509609834609835,0.3033691308691309,1.116022905543699,37.850775560491186,0.27144747462358204,0.35291743024370437,0.8143424238707462
qwen2.5:7b-instruct-fp16,R0,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.654209471084471,0.5935505466755467,1.2046362787920977,37.669905111946115,0.2358578423339533,0.38093943930526186,0.7075735270018599
qwen2.5:7b-instruct-fp16,R0,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.654209471084471,0.6174316655566655,0.7215958036806153,37.5016782588466,0.47501827509734473,0.22818862896504571,1.0
qwen2.5:7b-instruct-fp16,R0,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.5935505466755467,0.6174316655566655,-0.44851433884586006,37.98178378565945,0.6563304355631554,-0.14183268739974542,1.0
qwen2.5:7b-instruct-fp16,S_AA,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.8015719003219004,0.7728844766344767,0.5407926800073463,37.50031591425689,0.5918485213755453,0.1710136610769818,1.0
qwen2.5:7b-instruct-fp16,S_AA,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.8015719003219004,0.7577883227883228,0.769307842888182,37.963617000403836,0.4464708468598586,0.24327650053576233,1.0
qwen2.5:7b-instruct-fp16,S_AA,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.7728844766344767,0.7577883227883228,0.27964199584738286,37.208287679050336,0.7813008733756766,0.08843056363130776,1.0
qwen2.5:7b-instruct-fp16,S_AC,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.47338238150738154,0.4683823815073815,0.03255887356069209,37.99727986343582,0.9741967973628709,0.010296019850122351,1.0
